1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
601472,1,290,252,224,2687,3,7,0,
703205,1,388,254,220,11920,4,6,0,
703438,1,301,231,175,5307,4,6,0,
703673,1,301,128,178,2320,3,6,0,
703896,1,381,246,141,5900,3,6,0,
704002,1,309,228,229,11553,4,7,0,
704049,1,290,172,288,9767,4,6,0,
704514,1,491,296,290,6287,2,6,0,
704539,1,334,244,150,9320,4,6,0,
704598,1,306,205,192,1800,2,6,0,
705451,1,348,259,115,7573,4,7,0,
707171,1,308,204,190,2260,2,6,0,
707290,1,440,326,133,13920,4,6,0,
707776,1,339,189,189,2433,2,6,0,
708262,1,303,129,173,1840,3,6,0,
712748,1,338,224,88,4960,4,6,0,
721355,1,399,281,225,12640,4,6,0,
722273,1,403,203,177,11493,4,7,0,
733674,1,359,277,170,13180,4,6,0,
733729,1,309,237,173,9667,4,6,0,
735116,1,325,241,132,7267,4,7,0,
738765,1,359,271,123,5540,4,6,0,
739054,1,346,262,114,7593,4,7,0,
739103,1,353,260,149,10107,4,7,0,
739742,1,246,171,91,740,4,7,0,
739912,1,345,256,119,8180,4,6,0,
740096,1,278,185,68,2307,4,7,0,
740702,1,390,304,158,2487,3,6,0,
740727,1,283,207,101,4000,4,6,0,
741176,1,315,237,245,11720,4,6,0,
742076,1,327,251,224,10520,4,6,0,
743755,1,286,134,115,2800,4,7,0,
747058,1,243,143,177,2187,3,7,0,
747075,1,500,200,202,8060,3,6,0,
747090,1,500,308,200,8267,3,6,0,
748648,1,275,203,105,4187,4,7,0,
749066,1,327,240,131,7333,4,7,0,
752322,1,423,310,208,9640,4,6,0,
753143,1,303,230,115,5960,4,7,0,
754596,1,307,207,192,2353,2,6,0,
756546,1,440,181,163,1340,2,6,0,
761673,1,308,230,225,12100,4,6,0,
764630,1,351,260,101,3327,3,6,0,
765033,1,368,274,153,11780,4,6,0,
765131,1,327,242,128,7263,4,7,0,
765577,1,481,239,90,1273,2,6,0,
767325,1,413,307,122,11320,4,6,0,
768543,1,323,239,129,7320,4,7,0,
769670,1,303,239,231,5640,3,6,0,
769982,1,322,152,188,5940,3,6,0,
770122,1,421,195,236,5680,3,6,0,
770564,1,434,327,133,13900,4,6,0,
771117,1,309,230,116,5800,4,6,0,
772224,1,333,241,174,5427,3,6,0,
774627,2,306,227,115,5840,4,6,0,
778653,1,327,240,127,7300,4,7,0,
779218,1,509,306,197,8320,4,6,0,
779923,1,302,243,197,3080,3,6,0,
782716,1,406,255,289,6127,3,6,0,
783589,1,411,311,122,11093,4,6,0,
785841,1,496,243,202,8180,4,6,0,
786417,1,329,240,126,7213,4,7,0,
786457,1,287,138,121,2813,4,7,0,
791935,1,349,259,120,8500,4,7,0,
794621,1,250,136,201,2160,3,6,0,
