1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
601571,1,462,304,115,12100,4,6,0,
699704,1,297,220,208,2613,3,10,0,
700033,1,298,216,124,1320,4,6,0,
700202,1,294,220,192,7253,4,6,0,
700267,1,276,149,188,2500,3,7,0,
700363,1,306,231,115,5720,4,6,0,
700381,1,307,243,333,10900,3,6,0,
700404,1,311,229,226,11900,4,6,0,
701707,1,412,307,121,11360,4,6,0,
702392,1,548,400,220,10633,4,6,0,
703951,1,370,274,71,3067,4,7,0,
704016,1,306,225,231,11713,4,7,0,
704040,1,491,295,315,6320,2,6,0,
704603,1,387,195,205,2253,3,6,0,
704754,1,293,189,286,10060,3,6,0,
704759,1,445,261,215,6413,3,6,0,
704883,1,289,191,283,8307,4,6,0,
704948,1,309,243,334,9413,3,6,0,
705047,1,373,276,167,13500,4,6,0,
705082,1,448,330,198,16420,4,6,0,
705448,1,348,259,115,7507,4,7,0,
705450,1,348,259,115,7527,4,7,0,
705451,1,348,259,115,7573,4,7,0,
706623,1,305,129,174,1780,3,6,0,
707785,1,343,191,191,2420,2,6,0,
707902,1,333,191,195,2420,2,6,0,
708186,1,395,185,175,5520,3,6,0,
708194,1,303,131,173,2687,3,6,0,
708263,1,305,132,173,2733,3,6,0,
711079,1,308,228,114,5940,4,6,0,
711759,1,264,176,113,2347,3,7,0,
712063,1,396,202,179,11580,4,7,0,
716924,1,374,278,150,12393,4,6,0,
720141,1,205,143,140,1600,2,4,0,
724280,1,314,231,114,6240,4,7,0,
724284,1,311,231,114,6173,3,6,0,
731408,1,279,209,148,5707,4,7,0,
732529,1,414,307,105,9660,4,7,0,
733148,1,306,230,115,5867,4,7,0,
734588,1,311,231,112,5907,4,6,0,
734994,1,306,226,118,5840,4,7,0,
736672,1,462,301,114,12227,4,7,0,
737239,1,351,259,151,10707,4,7,0,
737721,1,352,260,149,10707,4,7,0,
737729,1,351,259,150,10773,4,7,0,
738197,1,307,209,193,2260,2,6,0,
739367,1,307,229,115,5833,4,7,0,
739512,1,458,304,118,11400,4,7,0,
739720,1,278,213,99,1747,4,7,0,
740923,1,457,240,159,5447,3,6,0,
741170,1,284,214,230,9120,4,6,0,
745694,1,506,242,199,7387,4,6,0,
746037,1,457,308,119,11920,4,7,0,
746430,1,345,261,132,8227,4,7,0,
747083,1,503,303,199,8327,3,6,0,
747084,1,500,304,199,8300,3,6,0,
747090,1,500,308,200,8267,3,6,0,
747929,1,274,153,197,4593,4,6,0,
748873,1,252,119,146,1160,3,6,0,
749109,1,474,313,85,6040,3,6,0,
749881,1,349,258,109,8580,4,6,0,
751425,1,353,145,158,1946,3,7,0,
751518,1,462,303,115,12407,4,7,0,
754913,1,364,273,185,3827,3,6,0,
756966,1,311,231,228,11727,4,7,0,
759064,1,355,263,111,8540,4,6,0,
760140,1,438,220,198,10960,4,6,0,
760192,1,293,168,290,8120,4,6,0,
760193,1,500,240,197,6873,3,6,0,
761234,1,311,227,232,11420,4,6,0,
762068,1,321,246,146,8900,4,6,0,
762670,1,414,309,120,10820,4,6,0,
762671,1,275,189,372,6140,4,6,0,
763598,1,379,274,141,2633,3,7,0,
764806,1,457,303,116,11620,4,6,0,
765091,1,455,251,174,9220,3,6,0,
765802,1,295,172,286,8900,4,6,0,
765934,1,382,203,142,1813,3,6,0,
765944,1,336,251,108,3367,3,6,0,
767207,1,238,124,83,1607,4,7,0,
767590,1,307,231,113,5820,4,6,0,
769678,1,376,281,150,12140,4,6,0,
770103,1,295,169,290,9380,4,6,0,
771039,1,311,244,173,4807,3,6,0,
771073,1,325,246,148,8860,4,6,0,
771117,1,309,230,116,5800,4,6,0,
772126,1,354,263,110,8600,4,6,0,
772900,1,331,251,110,3387,3,6,0,
774635,1,304,231,114,5520,4,6,0,
774750,1,441,240,156,6127,2,6,0,
779666,1,379,255,207,3680,3,6,0,
782716,1,406,255,289,6127,3,6,0,
783535,1,327,252,109,3460,3,6,0,
785728,1,593,280,207,10300,3,6,0,
785841,1,496,243,202,8180,4,6,0,
786442,1,313,208,112,5147,4,7,0,
787267,1,306,227,116,5913,4,6,0,
788876,1,248,120,150,1100,3,6,0,
789285,1,369,255,205,3627,3,6,0,
789812,1,402,251,292,5520,3,6,0,
794870,1,366,231,200,4627,3,6,0,
795190,1,443,264,304,4407,3,6,0,
798377,1,457,303,119,11613,4,7,0,
799888,1,253,245,205,3240,3,6,0,
799963,1,255,245,207,3187,3,6,0,
