1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
661298,1,412,309,122,11020,4,6,0,
700401,1,314,230,230,11740,4,6,0,
700986,1,350,260,109,8540,4,6,0,
701172,1,356,262,158,12227,4,6,0,
701705,1,409,308,118,11660,4,6,0,
701728,1,507,207,199,6280,3,6,0,
703171,1,417,307,121,11513,4,6,0,
703307,1,381,185,172,4793,3,6,0,
703677,1,300,133,178,2507,3,6,0,
703896,1,381,246,141,5900,3,6,0,
704025,1,290,170,286,9707,3,6,0,
704256,1,367,272,71,3040,4,7,0,
704515,1,491,297,308,6233,2,6,0,
704583,1,306,205,192,1833,2,6,0,
704584,1,306,205,192,1860,2,6,0,
704597,1,306,205,192,1913,2,6,0,
704763,1,421,270,327,5480,3,6,0,
704805,1,394,196,203,2200,3,6,0,
704898,1,394,321,203,5653,4,6,0,
704945,1,369,229,188,4573,2,6,0,
705039,1,365,227,191,5767,3,6,0,
705459,1,348,259,115,7520,4,7,0,
705474,1,349,262,227,15467,4,7,0,
707785,1,343,191,191,2420,2,6,0,
708183,1,304,131,177,2447,3,6,0,
708260,1,303,134,173,2620,3,6,0,
708263,1,305,132,173,2733,3,6,0,
710582,1,307,231,117,6313,4,7,0,
712063,1,396,202,179,11580,4,7,0,
712600,1,410,273,101,8140,4,6,0,
712817,1,305,226,234,11533,4,7,0,
712897,1,409,273,104,8320,4,7,0,
713977,1,215,150,197,1940,3,7,0,
714643,1,306,228,117,5873,4,6,0,
715487,1,347,261,227,15627,4,7,0,
716177,1,278,204,85,3520,4,6,0,
717636,1,308,209,190,2020,2,6,0,
717852,1,351,260,100,3360,3,6,0,
718245,1,287,284,193,8607,4,8,0,
718855,1,309,227,117,5933,4,6,0,
722709,1,354,262,158,12300,4,6,0,
724174,1,310,230,115,5960,4,6,0,
725278,1,500,490,195,9340,3,6,0,
726203,1,278,207,83,3480,4,7,0,
729927,1,355,261,116,7573,4,7,0,
731325,1,301,226,114,6000,4,6,0,
731432,1,317,234,116,5973,4,7,0,
732236,1,254,221,88,3533,4,7,0,
733148,1,306,230,115,5867,4,7,0,
733309,1,330,247,85,4500,4,7,0,
733340,1,291,212,98,3740,4,7,0,
733384,1,305,230,114,5867,4,7,0,
733734,1,413,269,105,8253,4,6,0,
734588,1,311,231,112,5907,4,6,0,
734951,1,305,226,114,5387,4,6,0,
734957,1,303,226,114,5960,4,6,0,
734965,1,323,243,90,4607,4,6,0,
735626,1,347,267,56,3167,4,7,0,
735863,1,310,227,116,6113,4,6,0,
736672,1,462,301,114,12227,4,7,0,
736854,1,308,231,115,5987,4,6,0,
737103,1,352,265,147,10900,4,7,0,
737218,1,324,242,132,7693,4,7,0,
737255,1,354,261,149,10820,4,7,0,
737449,1,302,135,174,2700,3,6,0,
737714,1,305,229,227,12460,4,7,0,
738197,1,307,209,193,2260,2,6,0,
738996,1,344,259,114,7527,4,7,0,
739002,1,413,275,208,16880,4,7,0,
739135,1,413,275,105,8447,4,7,0,
739139,1,419,273,105,8507,4,7,0,
739366,1,309,228,117,5827,4,7,0,
739509,1,457,302,118,11413,4,7,0,
740716,1,308,228,115,6200,4,6,0,
741171,1,242,180,206,6620,4,6,0,
746282,1,203,151,183,2493,3,7,0,
746286,1,367,199,133,5933,3,6,0,
746786,1,169,147,195,1827,2,7,0,
747087,1,436,194,145,7807,4,6,0,
747679,1,432,265,185,4680,3,6,0,
747894,1,506,206,203,6447,3,6,0,
748201,1,309,209,190,2287,2,6,0,
749046,1,326,243,130,7293,3,7,0,
751425,1,353,145,158,1946,3,7,0,
752922,1,236,130,218,1367,2,6,0,
753284,1,371,198,208,11750,4,7,0,
754595,1,311,207,191,2327,2,6,0,
755724,1,305,230,117,5853,4,7,0,
756481,1,362,261,69,4420,4,7,0,
756686,1,353,261,69,4267,4,7,0,
758869,1,245,121,152,1140,2,6,0,
759064,1,355,263,111,8540,4,6,0,
759782,1,320,243,193,11560,4,7,0,
761024,1,305,230,226,12013,4,6,0,
761233,1,304,229,114,5810,4,6,0,
761450,1,334,256,106,3320,3,6,0,
761651,1,326,247,90,4580,4,6,0,
761671,1,308,227,227,12087,4,6,0,
761673,1,308,230,225,12100,4,6,0,
761701,1,281,207,167,7100,4,6,0,
761787,1,258,179,116,4393,4,6,0,
761884,1,215,183,174,1687,3,7,0,
764630,1,351,260,101,3327,3,6,0,
764643,1,308,206,190,2540,2,6,0,
765043,1,358,233,189,11160,4,6,0,
765686,1,306,230,226,12000,4,6,0,
765802,1,295,172,286,8900,4,6,0,
765943,1,333,253,105,3293,3,6,0,
766168,1,354,262,67,4187,4,7,0,
766377,1,455,305,121,11787,4,7,0,
766526,1,308,171,165,3113,3,6,0,
767741,1,309,228,117,5920,4,6,0,
767901,1,431,215,86,4013,4,7,0,
768175,1,303,226,156,3680,3,6,0,
768932,1,305,253,229,5780,3,6,0,
769429,1,549,253,276,4613,3,6,0,
769792,1,313,252,211,2440,3,6,0,
769803,1,313,253,207,2840,3,6,0,
770416,1,318,188,208,1540,2,7,0,
770675,1,308,229,116,5853,4,7,0,
770750,1,446,245,159,5747,3,6,0,
770786,1,314,293,103,3847,4,7,0,
772302,1,308,209,192,2260,2,6,0,
774189,1,327,251,111,3427,3,6,0,
774714,1,417,279,103,8753,4,7,0,
774727,1,253,181,121,2027,3,7,0,
774963,1,303,225,115,5820,4,6,0,
776019,1,304,248,254,11940,4,6,0,
778742,1,282,206,106,4200,4,7,0,
780145,1,308,170,162,3160,3,6,0,
780662,1,432,192,157,1320,2,6,0,
781289,1,357,261,148,10053,4,7,0,
782357,1,307,254,205,2793,3,6,0,
782551,1,403,204,201,5420,3,6,0,
783128,1,442,186,162,1280,2,6,0,
783437,1,420,190,160,1300,1,6,0,
784147,1,349,261,116,7580,4,7,0,
785571,1,362,268,109,8540,4,6,0,
785593,1,313,209,94,4207,4,7,0,
785635,1,323,249,209,4653,3,6,0,
785841,1,496,243,202,8180,4,6,0,
787172,1,401,136,192,3347,3,6,0,
787557,1,351,258,69,4273,4,7,0,
787754,1,304,251,203,2640,3,6,0,
789452,1,275,210,278,11193,4,8,0,
790426,1,308,229,115,5827,4,7,0,
790528,1,306,231,116,5820,4,7,0,
791324,1,309,225,111,5900,4,6,0,
791474,1,394,295,111,1127,2,7,0,
793592,1,459,396,163,4467,3,6,0,
796798,1,474,246,172,8980,3,6,0,
798439,1,280,204,100,4213,4,7,0,
