1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
600598,1,455,303,115,12273,4,7,0,
601032,1,464,301,115,12333,4,7,0,
601571,1,462,304,115,12100,4,6,0,
608864,1,412,308,120,11707,4,6,0,
700404,1,311,229,226,11900,4,6,0,
702239,1,274,211,85,3240,4,6,0,
704014,1,307,226,231,11680,4,7,0,
704016,1,306,225,231,11713,4,7,0,
704051,1,371,271,71,3087,4,7,0,
704055,1,370,271,72,3060,3,7,0,
704305,1,547,403,219,10547,4,6,0,
704580,1,306,205,192,1840,2,6,0,
704587,1,306,205,192,2047,2,6,0,
704763,1,421,270,327,5480,3,6,0,
704859,1,457,279,290,4767,2,6,0,
704956,1,287,267,201,2547,3,6,0,
704958,1,369,226,191,5887,3,6,0,
705199,1,298,231,156,3320,3,6,0,
705422,1,348,259,115,7653,4,7,0,
705471,1,415,273,81,6780,4,7,0,
706155,1,394,202,177,11580,3,7,0,
707700,1,204,186,112,1933,3,6,0,
708172,1,306,132,176,2300,3,6,0,
708183,1,304,131,177,2447,3,6,0,
708260,1,303,134,173,2620,3,6,0,
708262,1,303,129,173,1840,3,6,0,
710865,1,287,212,172,7160,4,6,0,
713749,1,309,228,115,5760,4,6,0,
715009,1,490,258,240,7060,3,6,0,
715452,1,280,206,85,3520,4,7,0,
717883,1,279,207,85,3560,4,6,0,
718813,1,281,205,85,3447,4,6,0,
720296,1,325,251,101,4560,4,6,0,
720600,1,308,227,115,6007,4,6,0,
722105,1,447,262,217,6393,3,6,0,
722261,1,399,205,178,11576,4,7,0,
722549,1,353,261,164,12187,4,6,0,
723018,1,242,138,150,1080,3,6,0,
723041,1,307,231,114,6340,4,6,0,
724311,1,310,230,114,6047,4,7,0,
727177,1,379,254,205,3393,3,6,0,
728165,1,440,327,180,19073,4,7,0,
728367,1,442,328,200,16400,4,6,0,
728931,1,339,259,104,3213,3,6,0,
729410,1,344,257,104,3280,3,6,0,
729665,1,327,243,130,7433,4,7,0,
729927,1,355,261,116,7573,4,7,0,
731999,1,277,207,86,3547,4,6,0,
732023,1,542,120,80,3553,4,7,0,
732607,1,413,306,105,9947,4,7,0,
733153,1,305,229,115,5900,4,7,0,
733302,1,307,229,116,5840,4,7,0,
733698,1,350,262,148,10140,4,6,0,
733722,1,292,223,135,6573,4,6,0,
734588,1,311,231,112,5907,4,6,0,
734957,1,303,226,114,5960,4,6,0,
735107,1,412,310,120,11520,4,6,0,
735410,1,303,226,114,5860,4,7,0,
736854,1,308,231,115,5987,4,6,0,
737101,1,460,303,65,6847,4,7,0,
737239,1,351,259,151,10707,4,7,0,
737309,1,467,305,107,10947,4,6,0,
737532,1,401,130,192,3240,3,7,0,
737721,1,352,260,149,10707,4,7,0,
738766,1,282,204,103,4220,4,7,0,
738986,1,346,259,113,7527,4,7,0,
738995,1,345,259,114,7480,4,7,0,
739002,1,413,275,208,16880,4,7,0,
739008,1,347,260,115,7500,4,7,0,
739139,1,419,273,105,8507,4,7,0,
739528,1,373,199,209,11660,3,7,0,
740753,1,307,222,165,8840,4,6,0,
740754,1,307,224,165,8767,4,6,0,
740975,1,411,310,121,11047,4,6,0,
741549,1,275,202,104,4200,4,7,0,
746243,1,365,199,137,6127,3,6,0,
747554,1,309,172,166,2953,3,6,0,
751518,1,462,303,115,12407,4,7,0,
754230,1,494,236,266,11020,4,6,0,
755086,1,307,227,113,5740,4,6,0,
755958,1,403,133,197,3433,3,6,0,
755960,1,400,135,189,3327,3,6,0,
755961,1,404,136,195,3340,3,6,0,
760786,1,308,227,115,5813,4,6,0,
761022,1,302,225,114,6000,4,6,0,
761198,1,282,206,84,3520,4,6,0,
761205,1,342,229,143,3607,3,6,0,
761221,1,307,231,228,11800,4,6,0,
761232,1,305,229,229,11687,4,6,0,
761241,1,276,202,85,3313,4,6,0,
761256,1,327,245,91,4580,4,6,0,
761286,1,462,301,114,12187,4,7,0,
761451,1,275,201,83,3507,4,6,0,
761651,1,326,247,90,4580,4,6,0,
761671,1,308,227,227,12087,4,6,0,
761695,1,304,226,115,5960,4,6,0,
762274,1,324,237,155,9060,4,6,0,
762651,1,414,310,120,10860,4,6,0,
762671,1,275,189,372,6140,4,6,0,
762730,1,349,259,149,9980,4,6,0,
763305,1,277,205,77,3120,4,7,0,
765092,1,461,304,104,11000,4,6,0,
765351,1,275,203,84,3360,4,6,0,
765711,1,306,228,228,11873,4,6,0,
766174,1,349,263,130,8513,4,7,0,
768407,1,306,228,115,5867,4,7,0,
769109,1,360,266,92,6520,4,6,0,
769790,1,326,316,266,6060,3,6,0,
770971,1,311,230,116,5733,4,6,0,
773516,1,309,164,70,2247,4,7,0,
776661,1,459,262,220,6487,3,6,0,
777229,1,249,123,145,1120,3,6,0,
777763,1,306,253,206,2860,3,6,0,
778790,1,479,239,118,4880,3,6,0,
780752,1,241,190,165,5580,4,6,0,
781549,1,307,253,205,2567,3,6,0,
782723,1,348,259,90,6287,4,7,0,
783070,1,306,229,115,5667,4,6,0,
785085,1,307,227,114,5833,4,6,0,
787240,1,282,206,78,3393,4,7,0,
787732,1,352,260,86,6307,4,7,0,
788720,1,353,260,89,6207,4,7,0,
790439,1,327,207,124,6993,3,3,0,
792088,1,276,202,104,4573,4,7,0,
793401,1,290,189,282,8460,4,6,0,
794918,1,349,260,116,8133,4,7,0,
795469,1,480,331,161,5120,4,6,0,
799564,1,413,272,104,8553,4,7,0,
799830,1,255,245,205,3187,3,6,0,
799888,1,253,245,205,3240,3,6,0,
