1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
600595,1,457,302,115,12333,4,7,0,
601695,1,329,246,123,8380,4,6,0,
700022,1,307,233,121,5973,4,6,0,
703171,1,417,307,121,11513,4,6,0,
703267,1,276,211,60,2180,3,6,0,
703673,1,301,128,178,2320,3,6,0,
704002,1,309,228,229,11553,4,7,0,
704024,1,308,230,227,11627,4,7,0,
704044,1,290,172,288,9793,3,6,0,
704587,1,306,205,192,2047,2,6,0,
704759,1,445,261,215,6413,3,6,0,
704801,1,387,192,205,2213,3,6,0,
704945,1,369,229,188,4573,2,6,0,
704948,1,309,243,334,9413,3,6,0,
705054,1,290,251,217,2700,2,7,0,
708198,1,303,131,174,2847,3,6,0,
708260,1,303,134,173,2620,3,6,0,
713749,1,309,228,115,5760,4,6,0,
724280,1,314,231,114,6240,4,7,0,
734588,1,311,231,112,5907,4,6,0,
737512,1,309,229,114,5773,4,6,0,
739512,1,458,304,118,11400,4,7,0,
739720,1,278,213,99,1747,4,7,0,
740714,1,306,230,114,6180,4,6,0,
740752,1,349,253,183,2680,4,6,0,
741176,1,315,237,245,11720,4,6,0,
747084,1,500,304,199,8300,3,6,0,
747087,1,436,194,145,7807,4,6,0,
752303,1,423,330,202,9247,3,6,0,
754230,1,494,236,266,11020,4,6,0,
761671,1,308,227,227,12087,4,6,0,
761674,1,309,229,225,11633,4,6,0,
761780,1,425,314,132,2853,3,6,0,
764136,1,479,246,174,9100,3,6,0,
764492,1,308,256,204,3107,3,6,0,
765705,1,309,231,226,11780,4,6,0,
765711,1,306,228,228,11873,4,6,0,
775838,1,253,183,129,2040,3,7,0,
788710,1,486,333,163,4280,3,6,0,
789812,1,402,251,292,5520,3,6,0,
791935,1,349,259,120,8500,4,7,0,
794985,1,449,268,218,6220,3,6,0,
796664,1,308,256,205,3113,3,6,0,
799529,1,312,230,227,11720,4,6,0,
