1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
603417,1,309,232,121,5920,4,6,0,
700282,1,301,276,204,5413,3,6,0,
701728,1,507,207,199,6280,3,6,0,
702100,1,420,308,123,11380,4,6,0,
703205,1,388,254,220,11920,4,6,0,
703269,1,386,254,67,4240,4,7,0,
703674,1,303,131,177,2307,3,6,0,
703896,1,381,246,141,5900,3,6,0,
704016,1,306,225,231,11713,4,7,0,
704025,1,290,170,286,9707,3,6,0,
704212,1,304,228,229,12440,4,6,0,
704431,1,478,286,197,11247,3,6,0,
704602,1,387,194,204,2340,3,6,0,
704948,1,309,243,334,9413,3,6,0,
705080,1,444,329,200,16460,4,6,0,
705154,1,337,249,173,12693,4,6,0,
705451,1,348,259,115,7573,4,7,0,
708186,1,395,185,175,5520,3,6,0,
708198,1,303,131,174,2847,3,6,0,
710584,1,350,261,151,10860,4,7,0,
717037,1,478,246,176,9080,3,6,0,
718199,1,311,210,192,2373,2,6,0,
719620,1,286,214,206,8960,4,8,0,
732529,1,414,307,105,9660,4,7,0,
733842,1,371,226,190,4567,3,6,0,
734588,1,311,231,112,5907,4,6,0,
736238,1,277,205,105,4120,4,7,0,
736672,1,462,301,114,12227,4,7,0,
737103,1,352,265,147,10900,4,7,0,
738197,1,307,209,193,2260,2,6,0,
739022,1,415,272,209,16893,4,7,0,
739044,1,349,257,114,7587,4,7,0,
740570,1,355,260,110,8560,4,6,0,
741549,1,275,202,104,4200,4,7,0,
746265,1,205,151,185,2507,3,7,0,
747083,1,503,303,199,8327,3,6,0,
747086,1,505,202,200,8060,3,6,0,
750103,1,502,306,252,19800,4,6,0,
760785,1,310,229,114,5847,4,6,0,
761119,1,439,324,135,13560,4,6,0,
761126,1,307,229,117,5953,4,6,0,
761780,1,425,314,132,2853,3,6,0,
761788,1,421,275,70,5780,4,6,0,
762108,1,306,231,228,11907,4,6,0,
762766,1,416,308,120,11200,4,6,0,
763560,1,308,180,141,6240,3,7,0,
764136,1,479,246,174,9100,3,6,0,
765944,1,336,251,108,3367,3,6,0,
766174,1,349,263,130,8513,4,7,0,
772900,1,331,251,110,3387,3,6,0,
774750,1,441,240,156,6127,2,6,0,
789285,1,369,255,205,3627,3,6,0,
793592,1,459,396,163,4467,3,6,0,
796664,2,308,256,205,3113,3,6,0,
