1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
601571,1,462,304,115,12100,4,6,0,
702918,1,410,305,120,10740,4,6,0,
703315,1,349,261,148,10127,4,6,0,
703675,1,304,137,175,2380,3,6,0,
704757,1,501,267,192,10107,3,6,0,
705154,1,337,249,173,12693,4,6,0,
705423,1,348,259,115,7533,4,7,0,
705430,1,348,259,115,7387,4,7,0,
707564,1,317,167,243,5447,3,6,0,
707565,1,363,223,195,4967,3,6,0,
707748,1,311,228,150,8640,4,6,0,
707902,1,333,191,195,2420,2,6,0,
708176,1,304,131,174,2300,3,6,0,
710693,1,412,309,122,10927,4,6,0,
712748,1,338,224,88,4960,4,6,0,
713677,1,481,330,163,3840,3,6,0,
713749,3,309,228,115,5760,4,6,0,
714512,1,350,258,66,4333,4,7,0,
718855,1,309,227,117,5933,4,6,0,
722105,1,447,262,217,6393,3,6,0,
722705,1,357,261,158,12300,4,6,0,
724174,2,310,230,115,5960,4,6,0,
724280,1,314,231,114,6240,4,7,0,
724311,1,310,230,114,6047,4,7,0,
728601,1,415,309,120,10787,4,6,0,
729665,1,327,243,130,7433,4,7,0,
729927,1,355,261,116,7573,4,7,0,
729949,1,279,205,105,4127,4,7,0,
731408,1,279,209,148,5707,4,7,0,
731999,3,277,207,86,3547,4,6,0,
732527,1,309,229,117,5813,4,7,0,
732529,1,414,307,105,9660,4,7,0,
733148,1,306,230,115,5867,4,7,0,
736672,1,462,301,114,12227,4,7,0,
737101,1,460,303,65,6847,4,7,0,
737103,1,352,265,147,10900,4,7,0,
737519,1,328,252,110,3287,3,6,0,
738986,1,346,259,113,7527,4,7,0,
738995,1,345,259,114,7480,4,7,0,
739145,1,415,272,105,8293,4,7,0,
739161,1,326,240,127,7367,4,7,0,
739232,1,404,252,134,2120,3,7,0,
739324,1,352,262,163,12160,4,6,0,
739507,1,439,328,181,18680,4,7,0,
739512,1,458,304,118,11400,4,7,0,
741170,1,284,214,230,9120,4,6,0,
746037,1,457,308,119,11920,4,7,0,
746430,4,345,261,132,8227,4,7,0,
747746,1,328,317,259,11700,3,6,0,
747929,1,274,153,197,4593,4,6,0,
748201,1,309,209,190,2287,2,6,0,
753689,1,461,182,183,6093,3,6,0,
756512,1,310,230,117,5760,4,7,0,
761024,1,305,230,226,12013,4,6,0,
762386,1,308,255,208,2480,3,6,0,
762651,1,414,310,120,10860,4,6,0,
762766,1,416,308,120,11200,4,6,0,
765131,1,327,242,128,7263,4,7,0,
765852,1,351,263,108,6880,4,6,0,
765944,1,336,251,108,3367,3,6,0,
766377,1,455,305,121,11787,4,7,0,
766485,1,504,304,201,8500,4,6,0,
767207,1,238,124,83,1607,4,7,0,
767590,1,307,231,113,5820,4,6,0,
767734,1,310,230,116,5930,4,6,0,
767737,1,308,228,116,5900,4,6,0,
768175,1,303,226,156,3680,3,6,0,
769412,1,413,274,77,6420,4,6,0,
769853,1,294,172,280,8220,4,6,0,
770971,1,311,230,116,5733,4,6,0,
770973,1,337,177,163,6400,4,6,0,
774627,1,306,227,115,5840,4,6,0,
774635,1,304,231,114,5520,4,6,0,
774645,2,306,229,114,5687,4,6,0,
779840,1,312,236,178,9680,4,6,0,
781909,1,351,259,119,8507,4,7,0,
783508,1,413,311,121,11280,4,6,0,
784270,1,410,308,121,11173,4,6,0,
786662,1,450,257,227,6420,3,6,0,
787557,1,351,258,69,4273,4,7,0,
787729,1,352,260,87,6253,4,7,0,
789443,1,302,252,211,3033,3,6,0,
790275,1,351,260,114,7493,4,7,0,
791935,1,349,259,120,8500,4,7,0,
798375,1,454,303,119,11887,4,7,0,
