1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
601571,1,462,304,115,12100,4,6,0,
700125,1,414,273,80,7020,4,7,0,
700202,1,294,220,192,7253,4,6,0,
700381,1,307,243,333,10900,3,6,0,
700392,1,307,230,114,6340,4,7,0,
700472,1,352,262,110,8620,4,6,0,
701172,1,356,262,158,12227,4,6,0,
701615,1,351,264,103,6587,4,7,0,
701728,1,507,207,199,6280,3,6,0,
703269,1,386,254,67,4240,4,7,0,
703307,1,381,185,172,4793,3,6,0,
704025,1,290,170,286,9707,3,6,0,
704027,1,290,172,285,9787,3,6,0,
704040,1,491,295,315,6320,2,6,0,
704044,1,290,172,288,9793,3,6,0,
704049,1,290,172,288,9767,4,6,0,
704431,1,478,286,197,11247,3,6,0,
704479,1,570,248,275,4623,2,6,0,
704587,1,306,205,192,2047,2,6,0,
704589,1,306,205,192,1907,2,6,0,
704603,1,387,195,205,2253,3,6,0,
704754,1,293,189,286,10060,3,6,0,
704757,1,501,267,192,10107,3,6,0,
704798,1,391,196,207,2480,3,6,0,
704958,1,369,226,191,5887,3,6,0,
705024,1,362,270,168,13507,4,6,0,
705082,1,448,330,198,16420,4,6,0,
705187,1,299,229,176,5140,4,6,0,
705450,1,348,259,115,7527,4,7,0,
705451,1,348,259,115,7573,4,7,0,
705459,1,348,259,115,7520,4,7,0,
705470,1,349,262,228,15700,4,7,0,
706623,1,305,129,174,1780,3,6,0,
707584,1,358,218,195,5873,3,6,0,
707700,1,204,186,112,1933,3,6,0,
708188,1,399,191,171,5360,3,6,0,
708189,1,404,186,170,4960,3,6,0,
708194,1,303,131,173,2687,3,6,0,
708198,1,303,131,174,2847,3,6,0,
708260,1,303,134,173,2620,3,6,0,
708263,1,305,132,173,2733,3,6,0,
710301,1,309,228,117,5780,4,6,0,
710582,1,307,231,117,6313,4,7,0,
710584,1,350,261,151,10860,4,7,0,
713677,1,481,330,163,3840,3,6,0,
715009,1,490,258,240,7060,3,6,0,
715092,1,443,249,172,9507,3,6,0,
715687,1,351,261,100,3467,3,6,0,
715690,1,349,263,99,3380,3,6,0,
716817,1,394,196,133,2493,2,6,0,
716908,1,465,302,114,11380,4,6,0,
717883,1,279,207,85,3560,4,6,0,
718199,1,311,210,192,2373,2,6,0,
718208,1,309,209,189,2240,2,6,0,
718813,1,281,205,85,3447,4,6,0,
718889,1,446,259,218,6087,4,6,0,
722021,1,445,260,218,6407,3,6,0,
724282,1,312,233,116,6120,4,7,0,
726612,1,452,249,175,9333,3,6,0,
728889,1,311,229,116,5520,4,6,0,
728923,1,336,269,104,3553,3,6,0,
731307,1,245,147,141,1760,3,7,0,
732529,1,414,307,105,9660,4,7,0,
733148,1,306,230,115,5867,4,7,0,
733149,1,305,229,115,5933,4,7,0,
733153,1,305,229,115,5900,4,7,0,
733187,1,306,224,165,8740,4,6,0,
733703,1,232,178,175,4700,4,6,0,
734588,1,311,231,112,5907,4,6,0,
735615,1,352,263,55,3153,4,7,0,
736946,1,402,138,188,3180,2,7,0,
737519,1,328,252,110,3287,3,6,0,
737721,1,352,260,149,10707,4,7,0,
737995,1,349,261,116,7487,4,7,0,
738985,1,350,261,115,7480,4,7,0,
739008,1,347,260,115,7500,4,7,0,
739044,1,349,257,114,7587,4,7,0,
739232,1,404,252,134,2120,3,7,0,
739294,1,251,201,137,2193,3,7,0,
739396,1,449,249,175,9140,3,6,0,
739912,1,345,256,119,8180,4,6,0,
740703,1,490,330,157,3540,3,6,0,
740714,1,306,230,114,6180,4,6,0,
740753,1,307,222,165,8840,4,6,0,
742078,1,290,220,191,7300,4,6,0,
743146,1,303,228,112,5840,4,7,0,
743521,1,405,263,114,2280,1,6,0,
