1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600594,1,462,303,115,12320,4,7,0,
699960,1,457,260,203,6400,4,6,0,
700209,1,418,309,122,10987,4,6,0,
700282,1,301,276,204,5413,3,6,0,
700401,1,314,230,230,11740,4,6,0,
700404,1,311,229,226,11900,4,6,0,
700859,1,331,250,107,3333,3,6,0,
700986,1,350,260,109,8540,4,6,0,
703336,1,305,229,114,5807,4,6,0,
704044,1,290,172,288,9793,3,6,0,
704415,1,419,265,329,5460,3,6,0,
704591,1,306,205,192,1860,2,6,0,
704603,2,387,195,205,2253,3,6,0,
704757,5,501,267,192,10107,3,6,0,
704768,6,443,261,219,6340,3,6,0,
704801,5,387,192,205,2213,3,6,0,
704805,3,394,196,203,2200,3,6,0,
704806,1,395,196,204,2220,3,6,0,
704945,2,369,229,188,4573,2,6,0,
705450,1,348,259,115,7527,4,7,0,
705889,1,504,238,198,8173,3,6,0,
707681,1,347,258,172,12760,4,6,0,
708183,1,304,131,177,2447,3,6,0,
708186,2,395,185,175,5520,3,6,0,
708196,1,303,127,173,2827,3,6,0,
708198,2,303,131,174,2847,3,6,0,
708260,1,303,134,173,2620,3,6,0,
708263,1,305,132,173,2733,3,6,0,
711079,1,308,228,114,5940,4,6,0,
714146,1,292,221,134,6540,4,6,0,
714643,1,306,228,117,5873,4,6,0,
718245,1,287,284,193,8607,4,8,0,
719633,1,441,261,220,7847,3,6,0,
722049,1,433,189,158,1320,1,6,0,
722105,4,447,262,217,6393,3,6,0,
722878,1,309,230,117,5780,4,6,0,
723554,1,329,245,125,8840,4,6,0,
723620,1,354,264,110,8380,4,6,0,
723622,1,354,263,114,8887,4,6,0,
731308,1,245,151,142,1720,3,7,0,
731999,1,277,207,86,3547,4,6,0,
733706,1,364,279,172,13100,4,6,0,
735863,1,310,227,116,6113,4,6,0,
736957,1,392,200,201,2180,3,6,0,
737221,1,309,233,113,5940,4,6,0,
737449,1,302,135,174,2700,3,6,0,
737929,1,403,132,191,3207,3,7,0,
739396,1,449,249,175,9140,3,6,0,
739512,1,458,304,118,11400,4,7,0,
739991,1,395,199,175,11820,4,7,0,
741171,1,242,180,206,6620,4,6,0,
743369,1,302,179,379,6220,3,6,0,
743808,1,403,134,197,3440,3,6,0,
744565,1,371,335,168,2513,3,6,0,
746243,1,365,199,137,6127,3,6,0,
746286,1,367,199,133,5933,3,6,0,
747083,1,503,303,199,8327,3,6,0,
747084,1,500,304,199,8300,3,6,0,
747093,1,507,304,201,8300,3,6,0,
748648,1,275,203,105,4187,4,7,0,
749046,1,326,243,130,7293,3,7,0,
749616,1,249,130,197,2960,3,6,0,
752303,1,423,330,202,9247,3,6,0,
752321,1,365,275,183,6040,3,6,0,
752576,1,482,240,90,1267,2,6,0,
756481,1,362,261,69,4420,4,7,0,
758634,1,306,230,120,5860,4,7,0,
760194,1,505,243,201,6900,3,6,0,
761191,1,309,229,116,5853,4,6,0,
761198,1,282,206,84,3520,4,6,0,
761453,1,346,261,104,3313,4,6,0,
762673,1,416,309,120,11200,4,6,0,
762685,1,308,229,113,5833,4,6,0,
762742,1,460,303,117,12000,4,6,0,
763560,1,308,180,141,6240,3,7,0,
764501,4,447,261,217,7853,3,6,0,
764825,1,309,229,117,5780,4,6,0,
765043,1,358,233,189,11160,4,6,0,
765093,1,445,246,176,9207,3,6,0,
765705,1,309,231,226,11780,4,6,0,
765930,1,381,202,143,1960,3,6,0,
765932,1,374,200,144,1973,3,6,0,
765943,1,333,253,105,3293,3,6,0,
765976,1,329,252,108,3547,3,6,0,
767133,1,503,261,193,9280,3,6,0,
767213,1,385,226,134,7480,3,7,0,
769982,1,322,152,188,5940,3,6,0,
779171,1,372,298,113,1080,2,6,0,
782357,1,307,254,205,2793,3,6,0,
782716,1,406,255,289,6127,3,6,0,
783589,1,411,311,122,11093,4,6,0,
787240,1,282,206,78,3393,4,7,0,
788268,1,253,184,128,2067,3,6,0,
789922,1,297,243,193,3080,3,6,0,
793592,1,459,396,163,4467,3,6,0,
794870,1,366,231,200,4627,3,6,0,
795073,1,305,228,116,5753,4,7,0,
796798,4,474,246,172,8980,3,6,0,
799963,1,255,245,207,3187,3,6,0,
