1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600595,1,457,302,115,12333,4,7,0,
608864,1,412,308,120,11707,4,6,0,
700125,1,414,273,80,7020,4,7,0,
700381,1,307,243,333,10900,3,6,0,
700401,1,314,230,230,11740,4,6,0,
700404,1,311,229,226,11900,4,6,0,
700976,1,307,230,112,6260,4,7,0,
700986,1,350,260,109,8540,4,6,0,
701082,1,414,310,121,11393,4,6,0,
702241,5,385,256,69,4233,4,7,0,
703205,1,388,254,220,11920,4,6,0,
703269,3,386,254,67,4240,4,7,0,
703334,1,307,231,113,5640,4,6,0,
704014,1,307,226,231,11680,4,7,0,
704024,1,308,230,227,11627,4,7,0,
704027,1,290,172,285,9787,3,6,0,
704043,1,371,271,71,2820,4,7,0,
704052,1,366,271,74,3053,4,7,0,
704314,1,268,195,291,9867,3,6,0,
704592,1,306,205,192,1840,2,6,0,
704740,1,290,189,289,9967,3,6,0,
704757,5,501,267,192,10107,3,6,0,
704759,3,445,261,215,6413,3,6,0,
704796,1,325,235,166,3405,3,6,0,
704948,1,309,243,334,9413,3,6,0,
704963,1,287,265,205,2693,2,6,0,
705026,1,362,270,168,13480,4,6,0,
705047,2,373,276,167,13500,4,6,0,
705080,1,444,329,200,16460,4,6,0,
705156,1,337,249,173,12853,4,6,0,
708129,1,455,320,247,8827,4,6,0,
708130,1,394,237,219,5840,3,6,0,
708192,1,306,130,176,2020,3,6,0,
710009,1,413,309,120,11413,4,6,0,
710301,1,309,228,117,5780,4,6,0,
710303,1,309,229,118,5833,4,6,0,
710333,1,386,195,205,2207,3,6,0,
710582,1,307,231,117,6313,4,7,0,
710713,1,502,388,195,5980,3,7,0,
711175,2,412,312,122,10973,4,6,0,
711646,3,278,207,86,3480,4,6,0,
711992,1,350,262,116,7537,4,7,0,
712600,1,410,273,101,8140,4,6,0,
712912,1,354,260,112,8740,4,6,0,
715009,1,490,258,240,7060,3,6,0,
715845,1,410,314,128,11080,4,6,0,
717063,1,478,246,173,9120,4,6,0,
718245,1,287,284,193,8607,4,8,0,
719633,1,441,261,220,7847,3,6,0,
721355,1,399,281,225,12640,4,6,0,
722049,1,433,189,158,1320,1,6,0,
722105,1,447,262,217,6393,3,6,0,
723035,1,247,188,166,5380,4,6,0,
724174,1,310,230,115,5960,4,6,0,
724909,1,310,227,116,5993,4,7,0,
725946,1,333,251,101,6213,4,6,0,
726941,1,310,230,114,5940,4,6,0,
729927,1,355,261,116,7573,4,7,0,
731408,1,279,209,148,5707,4,7,0,
731432,1,317,234,116,5973,4,7,0,
731999,1,277,207,86,3547,4,6,0,
732527,1,309,229,117,5813,4,7,0,
732604,1,351,261,78,4547,4,7,0,
733601,1,365,282,171,13113,4,6,0,
733666,1,368,280,171,13173,4,6,0,
733674,1,359,277,170,13180,4,6,0,
735873,1,348,261,120,7920,4,6,0,
736825,1,460,304,113,12220,4,7,0,
737112,1,306,230,113,6347,4,7,0,
737114,1,457,302,115,12573,4,7,0,
737147,1,305,230,114,6227,4,7,0,
737239,1,351,259,151,10707,4,7,0,
737251,1,279,206,105,4200,4,7,0,
737255,1,354,261,149,10820,4,7,0,
737714,1,305,229,227,12460,4,7,0,
737721,1,352,260,149,10707,4,7,0,
737725,1,351,260,151,10673,4,7,0,
737729,1,351,259,150,10773,4,7,0,
737784,1,295,192,284,9563,3,6,0,
739022,1,415,272,209,16893,4,7,0,
739512,1,458,304,118,11400,4,7,0,
739720,1,278,213,99,1747,4,7,0,
739742,1,246,171,91,740,4,7,0,
739759,1,460,300,113,11113,4,7,0,
739991,1,395,199,175,11820,4,7,0,
740616,1,326,244,158,8780,4,6,0,
740713,1,308,232,116,6213,4,6,0,
740757,1,307,231,113,6160,4,6,0,
742078,1,290,220,191,7300,4,6,0,
746557,1,255,148,172,2200,2,7,0,
746872,1,367,198,137,5913,3,6,0,
747688,1,493,257,202,10380,4,6,0,
748724,1,352,262,88,6240,4,7,0,
749109,1,474,313,85,6040,3,6,0,
750676,1,303,225,115,5827,4,7,0,
752780,1,369,200,135,5580,3,6,0,
753284,1,371,198,208,11750,4,7,0,
753689,1,461,182,183,6093,3,6,0,
754756,1,373,276,168,13467,4,6,0,
757022,1,253,183,127,2020,3,6,0,
758330,1,309,171,166,3167,3,6,0,
759845,1,312,235,177,9807,4,6,0,
760779,1,348,262,98,3300,3,6,0,
760804,1,341,229,142,3740,3,6,0,
761453,1,346,261,104,3313,4,6,0,
761651,1,326,247,90,4580,4,6,0,
761679,1,332,250,101,6200,3,6,0,
762386,1,308,255,208,2480,3,6,0,
763539,1,402,208,180,11560,4,7,0,
764136,1,479,246,174,9100,3,6,0,
765675,1,304,228,226,11820,4,6,0,
765844,1,348,261,108,6740,4,6,0,
765846,1,349,262,108,6913,4,6,0,
766174,1,349,263,130,8513,4,7,0,
767421,1,287,214,205,8920,4,8,0,
767728,1,310,230,116,5900,4,6,0,
767738,1,281,205,86,3413,4,6,0,
767743,1,283,205,85,3400,4,6,0,
767745,1,280,209,86,3527,4,6,0,
767962,1,320,278,293,6980,3,6,0,
768175,1,303,226,156,3680,3,6,0,
768463,1,274,202,105,4220,4,7,0,
768543,1,323,239,129,7320,4,7,0,
769600,1,372,280,150,12360,4,6,0,
769982,1,322,152,188,5940,3,6,0,
770406,1,486,485,186,7360,3,6,0,
770673,1,304,228,115,5860,4,7,0,
771117,1,309,230,116,5800,4,6,0,
771636,1,535,222,80,887,2,6,0,
771903,1,352,260,121,8453,4,7,0,
774635,1,304,231,114,5520,4,6,0,
774720,1,417,278,105,8740,4,7,0,
775646,1,321,275,293,6880,3,6,0,
776863,1,251,180,128,2040,3,7,0,
782997,1,253,180,125,2040,3,7,0,
783128,1,442,186,162,1280,2,6,0,
783589,1,411,311,122,11093,4,6,0,
783798,1,339,174,165,6407,4,6,0,
785571,1,362,268,109,8540,4,6,0,
785593,1,313,209,94,4207,4,7,0,
786730,1,355,261,89,6227,4,7,0,
786735,1,353,261,89,6340,4,7,0,
787240,1,282,206,78,3393,4,7,0,
787729,1,352,260,87,6253,4,7,0,
787732,1,352,260,86,6307,4,7,0,
787738,1,354,259,88,6247,4,7,0,
788720,1,353,260,89,6207,4,7,0,
790439,1,327,207,124,6993,3,3,0,
794621,1,250,136,201,2160,3,6,0,
799529,1,312,230,227,11720,4,6,0,
