1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
600595,1,457,302,115,12333,4,7,0,
601032,1,464,301,115,12333,4,7,0,
601472,1,290,252,224,2687,3,7,0,
603418,2,309,227,113,5860,4,6,0,
699989,1,293,187,285,10080,4,6,0,
700404,1,311,229,226,11900,4,6,0,
700859,1,331,250,107,3333,3,6,0,
701146,1,414,308,121,11033,4,6,0,
701728,1,507,207,199,6280,3,6,0,
702261,1,309,238,127,6067,4,6,0,
703307,1,381,185,172,4793,3,6,0,
703734,1,361,265,165,12400,4,6,0,
703951,4,370,274,71,3067,4,7,0,
704027,2,290,172,285,9787,3,6,0,
704054,1,365,272,73,3093,4,7,0,
704256,1,367,272,71,3040,4,7,0,
704415,1,419,265,329,5460,3,6,0,
704443,1,372,275,168,13500,4,6,0,
704479,1,570,248,275,4623,2,6,0,
704515,1,491,297,308,6233,2,6,0,
704525,1,333,245,150,9360,4,6,0,
704759,1,445,261,215,6413,3,6,0,
704798,1,391,196,207,2480,3,6,0,
704806,1,395,196,204,2220,3,6,0,
704880,1,455,279,286,4773,2,6,0,
704948,1,309,243,334,9413,3,6,0,
704962,1,516,335,202,6013,3,6,0,
705013,1,375,275,168,13527,4,6,0,
705054,1,290,251,217,2700,2,7,0,
705218,1,348,259,149,9953,4,6,0,
705471,1,415,273,81,6780,4,7,0,
705889,1,504,238,198,8173,3,6,0,
705911,1,293,173,285,9853,4,6,0,
705977,1,276,204,104,4180,4,7,0,
706623,1,305,129,174,1780,3,6,0,
706636,1,414,308,120,10833,4,6,0,
707290,1,440,326,133,13920,4,6,0,
707785,1,343,191,191,2420,2,6,0,
708116,1,421,271,227,17780,4,6,0,
708232,1,311,230,150,9000,4,6,0,
708263,1,305,132,173,2733,3,6,0,
710303,1,309,229,118,5833,4,6,0,
710333,1,386,195,205,2207,3,6,0,
710865,1,287,212,172,7160,4,6,0,
712016,1,435,213,90,3980,3,7,0,
713413,1,283,211,73,3327,4,6,0,
713749,1,309,228,115,5760,4,6,0,
713855,1,277,203,82,3540,4,6,0,
715687,1,351,261,100,3467,3,6,0,
716728,1,205,193,179,2720,3,6,0,
716817,1,394,196,133,2493,2,6,0,
718245,1,287,284,193,8607,4,8,0,
720138,1,205,141,141,1807,2,4,0,
722703,1,356,262,158,12280,4,6,0,
723510,1,367,219,195,5840,3,6,0,
725337,1,412,307,120,10900,4,6,0,
728889,1,311,229,116,5520,4,6,0,
728923,1,336,269,104,3553,3,6,0,
731404,1,415,303,105,9693,4,7,0,
733147,1,302,228,115,5913,4,7,0,
733148,1,306,230,115,5867,4,7,0,
733179,1,301,220,167,12280,4,6,0,
733302,1,307,229,116,5840,4,7,0,
733318,1,331,247,86,4500,4,7,0,
734996,1,301,225,114,5807,4,7,0,
735873,1,348,261,120,7920,4,6,0,
736246,1,272,207,104,4260,4,7,0,
736672,1,462,301,114,12227,4,7,0,
736854,1,308,231,115,5987,4,6,0,
737114,1,457,302,115,12573,4,7,0,
737255,1,354,261,149,10820,4,7,0,
738980,1,349,260,115,7520,4,7,0,
738995,1,345,259,114,7480,4,7,0,
739224,1,407,253,144,3920,3,7,0,
739294,1,251,201,137,2193,3,7,0,
739366,1,309,228,117,5827,4,7,0,
739507,1,439,328,181,18680,4,7,0,
739512,1,458,304,118,11400,4,7,0,
739528,1,373,199,209,11660,3,7,0,
739991,1,395,199,175,11820,4,7,0,
740714,1,306,230,114,6180,4,6,0,
740751,1,311,218,168,8760,4,6,0,
740923,1,457,240,159,5447,3,6,0,
740975,1,411,310,121,11047,4,6,0,
742004,1,413,309,183,16580,4,6,0,
743369,4,302,179,379,6220,3,6,0,
743805,1,404,130,186,3340,3,6,0,
745694,1,506,242,199,7387,4,6,0,
745861,1,406,135,193,3420,3,6,0,
746430,1,345,261,132,8227,4,7,0,
747080,1,507,305,199,8447,3,6,0,
747085,1,506,202,199,8060,3,6,0,
747093,1,507,304,201,8300,3,6,0,
747095,1,507,206,199,8060,3,6,0,
747676,1,291,193,284,9980,4,6,0,
747678,1,294,194,283,10173,3,6,0,
747688,1,493,257,202,10380,4,6,0,
749022,1,326,242,131,7280,4,7,0,
749046,2,326,243,130,7293,3,7,0,
749236,1,312,204,110,5200,4,7,0,
749507,1,306,235,228,12040,4,7,0,
750676,2,303,225,115,5827,4,7,0,
750776,1,351,264,100,3340,3,6,0,
752922,1,236,130,218,1367,2,6,0,
754595,1,311,207,191,2327,2,6,0,
755956,1,404,137,189,3340,3,6,0,
757908,1,327,243,131,7367,4,7,0,
758582,1,308,209,189,1900,2,6,0,
760194,1,505,243,201,6900,3,6,0,
760804,1,341,229,142,3740,3,6,0,
761202,1,305,224,157,3653,3,6,0,
761240,1,275,203,84,3527,4,6,0,
761301,1,385,283,159,6680,3,6,0,
761450,1,334,256,106,3320,3,6,0,
761788,1,421,275,70,5780,4,6,0,
762714,1,404,314,125,11000,4,6,0,
762768,1,337,221,174,9900,4,6,0,
765844,1,348,261,108,6740,4,6,0,
765943,1,333,253,105,3293,3,6,0,
765944,1,336,251,108,3367,3,6,0,
765974,1,329,251,109,3607,3,6,0,
766135,1,442,187,160,1327,1,6,0,
766166,1,347,271,68,4320,4,7,0,
766262,1,351,260,131,8347,4,7,0,
766485,1,504,304,201,8500,4,6,0,
767171,1,304,222,145,8393,4,6,0,
767725,1,258,175,114,3520,4,6,0,
768175,1,303,226,156,3680,3,6,0,
768662,1,302,243,121,3340,3,6,0,
768879,1,367,271,74,3060,4,7,0,
769015,1,345,262,241,16127,4,6,0,
769681,1,396,236,218,5840,3,6,0,
769965,1,437,326,133,13560,4,6,0,
771039,1,311,244,173,4807,3,6,0,
774621,1,411,272,77,6427,4,6,0,
774963,1,303,225,115,5820,4,6,0,
776661,1,459,262,220,6487,3,6,0,
777662,1,306,226,116,5940,4,6,0,
777731,1,324,241,132,7400,4,7,0,
780089,1,309,171,165,3180,3,6,0,
781020,1,348,261,99,5840,4,7,0,
781549,1,307,253,205,2567,3,6,0,
783268,1,374,278,150,12060,4,6,0,
783798,1,339,174,165,6407,4,6,0,
784270,1,410,308,121,11173,4,6,0,
785553,1,310,228,116,5780,4,6,0,
786442,1,313,208,112,5147,4,7,0,
787240,1,282,206,78,3393,4,7,0,
787267,1,306,227,116,5913,4,6,0,
787732,1,352,260,86,6307,4,7,0,
787754,1,304,251,203,2640,3,6,0,
788720,1,353,260,89,6207,4,7,0,
789443,1,302,252,211,3033,3,6,0,
789737,1,407,248,288,5500,3,6,0,
790044,1,324,250,210,4540,3,6,0,
790439,1,327,207,124,6993,3,3,0,
792545,1,535,226,81,870,2,6,0,
794798,1,307,254,208,2307,3,6,0,
796653,1,328,243,131,7420,4,7,0,
799529,1,312,230,227,11720,4,6,0,
799901,1,508,306,198,8313,4,6,0,
