1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
699960,1,457,260,203,6400,4,6,0,
700195,1,272,184,124,4300,4,6,0,
700392,1,307,230,114,6340,4,7,0,
700859,1,331,250,107,3333,3,6,0,
701146,1,414,308,121,11033,4,6,0,
702589,1,353,261,101,3373,3,6,0,
703081,2,412,309,121,11020,4,6,0,
703205,1,388,254,220,11920,4,6,0,
703315,1,349,261,148,10127,4,6,0,
704028,1,293,170,283,9773,3,6,0,
704078,1,459,305,115,11613,4,7,0,
704478,1,565,245,300,4600,2,6,0,
704480,1,567,249,277,4733,2,6,0,
704512,1,489,295,264,6280,2,6,0,
704525,1,333,245,150,9360,4,6,0,
704587,1,306,205,192,2047,2,6,0,
704590,1,306,205,192,1780,2,6,0,
704591,1,306,205,192,1860,2,6,0,
704602,1,387,194,204,2340,3,6,0,
704757,4,501,267,192,10107,3,6,0,
704768,10,443,261,219,6340,3,6,0,
704784,1,296,189,290,9980,4,6,0,
704801,1,387,192,205,2213,3,6,0,
704945,1,369,229,188,4573,2,6,0,
704948,1,309,243,334,9413,3,6,0,
704956,1,287,267,201,2547,3,6,0,
704958,1,369,226,191,5887,3,6,0,
704962,1,516,335,202,6013,3,6,0,
704965,1,438,332,222,5200,3,6,0,
704969,1,289,267,200,2640,3,6,0,
705002,1,300,221,132,2840,2,6,0,
705024,1,362,270,168,13507,4,6,0,
705080,1,444,329,200,16460,4,6,0,
705082,1,448,330,198,16420,4,6,0,
705196,1,456,293,156,6733,3,6,0,
705199,1,298,231,156,3320,3,6,0,
705667,1,353,261,112,8553,4,6,0,
706364,1,349,263,98,3260,3,6,0,
707477,1,372,195,209,11573,3,7,0,
707584,1,358,218,195,5873,3,6,0,
707776,2,339,189,189,2433,2,6,0,
707785,2,343,191,191,2420,2,6,0,
708130,1,394,237,219,5840,3,6,0,
708186,1,395,185,175,5520,3,6,0,
708212,2,308,205,192,2040,2,6,0,
708821,1,332,244,148,9433,4,6,0,
710009,1,413,309,120,11413,4,6,0,
711646,1,278,207,86,3480,4,6,0,
712063,1,396,202,179,11580,4,7,0,
712150,1,290,218,118,1393,2,6,0,
712226,1,333,234,175,4767,3,6,0,
712600,2,410,273,101,8140,4,6,0,
714006,1,202,135,192,2000,3,7,0,
714146,1,292,221,134,6540,4,6,0,
714699,1,279,147,196,2507,3,6,0,
714779,1,311,204,191,1800,2,6,0,
715687,1,351,261,100,3467,3,6,0,
716169,1,278,207,85,3480,4,6,0,
716177,1,278,204,85,3520,4,6,0,
716230,1,445,329,198,16400,4,6,0,
716445,1,338,253,139,8700,4,6,0,
717636,1,308,209,190,2020,2,6,0,
722021,1,445,260,218,6407,3,6,0,
722105,9,447,262,217,6393,3,6,0,
722261,1,399,205,178,11576,4,7,0,
722878,1,309,230,117,5780,4,6,0,
723159,1,415,307,120,12053,4,6,0,
723768,1,280,206,83,3420,4,6,0,
724280,2,314,231,114,6240,4,7,0,
726203,1,278,207,83,3480,4,7,0,
