1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
699704,1,297,220,208,2613,3,10,0,
700309,1,386,193,205,2207,3,6,0,
700936,1,289,211,168,7000,4,6,0,
702918,1,410,305,120,10740,4,6,0,
703081,1,412,309,121,11020,4,6,0,
703896,1,381,246,141,5900,3,6,0,
704016,1,306,225,231,11713,4,7,0,
704024,1,308,230,227,11627,4,7,0,
704028,1,293,170,283,9773,3,6,0,
704801,1,387,192,205,2213,3,6,0,
704880,1,455,279,286,4773,2,6,0,
704958,1,369,226,191,5887,3,6,0,
705448,1,348,259,115,7507,4,7,0,
705913,1,303,184,194,3840,3,6,0,
707477,1,372,195,209,11573,3,7,0,
707565,1,363,223,195,4967,3,6,0,
707785,1,343,191,191,2420,2,6,0,
707902,1,333,191,195,2420,2,6,0,
708128,1,395,236,219,5827,3,6,0,
708183,1,304,131,177,2447,3,6,0,
716265,1,347,260,114,7320,4,7,0,
717883,1,279,207,85,3560,4,6,0,
720134,1,352,213,180,4220,3,7,0,
722709,1,354,262,158,12300,4,6,0,
723159,1,415,307,120,12053,4,6,0,
726985,1,324,248,123,8360,4,6,0,
731574,1,497,242,197,8113,4,6,0,
733715,1,292,224,135,6507,4,6,0,
733716,1,293,223,135,6540,4,6,0,
733734,1,413,269,105,8253,4,6,0,
734996,1,301,225,114,5807,4,7,0,
735107,1,412,310,120,11520,4,6,0,
736672,1,462,301,114,12227,4,7,0,
736825,1,460,304,113,12220,4,7,0,
737114,1,457,302,115,12573,4,7,0,
737449,1,302,135,174,2700,3,6,0,
737988,1,349,262,115,7620,4,7,0,
738991,1,349,261,115,7520,4,7,0,
738996,1,344,259,114,7527,4,7,0,
739093,1,414,273,105,8413,4,7,0,
739512,1,458,304,118,11400,4,7,0,
739912,1,345,256,119,8180,4,6,0,
740714,1,306,230,114,6180,4,6,0,
740751,1,311,218,168,8760,4,6,0,
744565,1,371,335,168,2513,3,6,0,
747090,1,500,308,200,8267,3,6,0,
747093,2,507,304,201,8300,3,6,0,
747686,1,356,260,116,8440,4,6,0,
748634,1,480,241,117,4893,3,6,0,
748877,1,246,121,151,1180,2,6,0,
749089,1,304,247,252,9560,3,6,0,
755655,1,506,240,199,7467,3,6,0,
755956,1,404,137,189,3340,3,6,0,
756481,1,362,261,69,4420,4,7,0,
759901,1,345,256,114,7933,4,6,0,
761191,1,309,229,116,5853,4,6,0,
761240,1,275,203,84,3527,4,6,0,
761301,1,385,283,159,6680,3,6,0,
761664,1,277,207,85,3420,4,6,0,
761671,1,308,227,227,12087,4,6,0,
762876,1,351,261,149,10840,4,7,0,
763305,1,277,205,77,3120,4,7,0,
763558,1,308,178,142,6120,3,7,0,
766036,1,380,201,144,1820,3,6,0,
766485,1,504,304,201,8500,4,6,0,
768200,1,309,209,193,2320,2,6,0,
769412,1,413,274,77,6420,4,6,0,
770564,1,434,327,133,13900,4,6,0,
771073,1,325,246,148,8860,4,6,0,
780145,1,308,170,162,3160,3,6,0,
780922,1,449,240,162,5567,3,6,0,
785841,1,496,243,202,8180,4,6,0,
788522,1,331,191,199,3047,3,6,0,
788720,1,353,260,89,6207,4,7,0,
789416,1,399,294,114,1080,2,6,0,
790202,1,306,230,114,6040,4,6,0,
790926,1,309,231,228,11713,4,7,0,
791935,1,349,259,120,8500,4,7,0,
794621,1,250,136,201,2160,3,6,0,
795469,1,480,331,161,5120,4,6,0,
