1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
700281,1,281,148,195,2527,3,6,0,
700381,1,307,243,333,10900,3,6,0,
701080,1,305,227,117,5960,4,6,0,
703336,1,305,229,114,5807,4,6,0,
703674,1,303,131,177,2307,3,6,0,
705217,1,299,232,157,3407,3,6,0,
705448,1,348,259,115,7507,4,7,0,
705451,1,348,259,115,7573,4,7,0,
707785,1,343,191,191,2420,2,6,0,
708260,1,303,134,173,2620,3,6,0,
708567,1,357,259,168,12460,4,6,0,
712818,1,307,230,228,11487,4,7,0,
714699,1,279,147,196,2507,3,6,0,
716817,1,394,196,133,2493,2,6,0,
717541,1,339,255,139,8700,4,6,0,
724280,1,314,231,114,6240,4,7,0,
731325,1,301,226,114,6000,4,6,0,
735614,1,275,210,109,4433,4,7,0,
738855,1,357,263,79,4493,4,7,0,
738991,1,349,261,115,7520,4,7,0,
739008,1,347,260,115,7500,4,7,0,
739124,1,419,275,105,8333,4,7,0,
739757,1,455,305,117,11213,4,7,0,
740702,1,390,304,158,2487,3,6,0,
746322,1,352,259,68,4300,4,7,0,
747090,1,500,308,200,8267,3,6,0,
747688,1,493,257,202,10380,4,6,0,
748634,1,480,241,117,4893,3,6,0,
750103,1,502,306,252,19800,4,6,0,
752304,1,429,333,195,8867,3,6,0,
753571,1,308,255,208,2360,3,6,0,
758753,1,409,308,120,11160,4,6,0,
760193,1,500,240,197,6873,3,6,0,
760194,1,505,243,201,6900,3,6,0,
760390,1,305,233,120,6053,4,6,0,
761233,1,304,229,114,5810,4,6,0,
761880,1,217,183,172,1707,3,7,0,
762125,1,274,203,84,3540,4,6,0,
765093,1,445,246,176,9207,3,6,0,
765943,1,333,253,105,3293,3,6,0,
766526,1,308,171,165,3113,3,6,0,
767136,1,448,267,214,7100,4,6,0,
767325,1,413,307,122,11320,4,6,0,
767734,1,310,230,116,5930,4,6,0,
768175,1,303,226,156,3680,3,6,0,
769681,1,396,236,218,5840,3,6,0,
770971,1,311,230,116,5733,4,6,0,
774635,1,304,231,114,5520,4,6,0,
774645,1,306,229,114,5687,4,6,0,
785224,1,311,229,116,5860,4,7,0,
785593,1,313,209,94,4207,4,7,0,
786442,1,313,208,112,5147,4,7,0,
789728,1,437,181,165,1333,2,6,0,
