1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
601571,1,462,304,115,12100,4,6,0,
700267,1,276,149,188,2500,3,7,0,
700391,1,348,262,154,10907,4,7,0,
701615,1,351,264,103,6587,4,7,0,
702918,1,410,305,120,10740,4,6,0,
703675,1,304,137,175,2380,3,6,0,
704044,1,290,172,288,9793,3,6,0,
704589,1,306,205,192,1907,2,6,0,
704760,1,341,268,281,7320,3,6,0,
704945,1,369,229,188,4573,2,6,0,
705024,1,362,270,168,13507,4,6,0,
705047,1,373,276,167,13500,4,6,0,
705471,1,415,273,81,6780,4,7,0,
707584,1,358,218,195,5873,3,6,0,
707700,1,204,186,112,1933,3,6,0,
708172,1,306,132,176,2300,3,6,0,
708183,1,304,131,177,2447,3,6,0,
708192,1,306,130,176,2020,3,6,0,
708262,1,303,129,173,1840,3,6,0,
713977,1,215,150,197,1940,3,7,0,
714699,1,279,147,196,2507,3,6,0,
714798,1,277,147,195,2480,3,6,0,
715452,1,280,206,85,3520,4,7,0,
715845,1,410,314,128,11080,4,6,0,
716229,1,415,311,125,11480,4,6,0,
716265,1,347,260,114,7320,4,7,0,
717541,1,339,255,139,8700,4,6,0,
718813,1,281,205,85,3447,4,6,0,
719633,1,441,261,220,7847,3,6,0,
722705,1,357,261,158,12300,4,6,0,
724280,1,314,231,114,6240,4,7,0,
725337,1,412,307,120,10900,4,6,0,
728889,1,311,229,116,5520,4,6,0,
729650,1,308,228,118,5640,4,6,0,
731404,1,415,303,105,9693,4,7,0,
731426,1,313,240,86,3740,4,7,0,
731428,1,314,231,120,6073,4,7,0,
731574,1,497,242,197,8113,4,6,0,
732607,1,413,306,105,9947,4,7,0,
733722,1,292,223,135,6573,4,6,0,
733723,1,291,221,135,6480,4,6,0,
734588,1,311,231,112,5907,4,6,0,
737114,1,457,302,115,12573,4,7,0,
737721,1,352,260,149,10707,4,7,0,
737987,1,349,262,115,7560,4,7,0,
737988,1,349,262,115,7620,4,7,0,
738197,1,307,209,193,2260,2,6,0,
738991,1,349,261,115,7520,4,7,0,
739000,1,351,261,115,7460,4,7,0,
739050,1,410,271,104,9007,4,7,0,
739136,1,410,270,104,8413,4,7,0,
739232,1,404,252,134,2120,3,7,0,
739294,1,251,201,137,2193,3,7,0,
739508,1,443,327,180,18567,4,7,0,
739509,1,457,302,118,11413,4,7,0,
740713,1,308,232,116,6213,4,6,0,
740975,1,411,310,121,11047,4,6,0,
744106,1,307,221,155,3707,3,6,0,
746264,1,263,173,68,2000,4,7,0,
746430,1,345,261,132,8227,4,7,0,
747083,1,503,303,199,8327,3,6,0,
747084,1,500,304,199,8300,3,6,0,
747090,1,500,308,200,8267,3,6,0,
747686,1,356,260,116,8440,4,6,0,
748873,1,252,119,146,1160,3,6,0,
748877,1,246,121,151,1180,2,6,0,
749066,1,327,240,131,7333,4,7,0,
755958,1,403,133,197,3433,3,6,0,
756686,1,353,261,69,4267,4,7,0,
758525,1,285,138,122,2787,4,7,0,
759903,1,351,261,115,7893,4,6,0,
760390,1,305,233,120,6053,4,6,0,
761234,1,311,227,232,11420,4,6,0,
761695,1,304,226,115,5960,4,6,0,
762664,1,450,345,129,13900,4,6,0,
762673,1,416,309,120,11200,4,6,0,
762730,1,349,259,149,9980,4,6,0,
763540,1,399,207,181,11607,4,7,0,
765567,1,271,206,93,3460,4,6,0,
765705,1,309,231,226,11780,4,6,0,
766081,1,352,261,68,4260,4,7,0,
766174,1,349,263,130,8513,4,7,0,
766175,1,350,260,132,8580,4,7,0,
766262,1,351,260,131,8347,4,7,0,
767207,1,238,124,83,1607,4,7,0,
767670,1,309,229,115,5840,4,6,0,
767885,1,507,304,200,6753,3,6,0,
768957,1,304,227,114,6193,4,6,0,
769728,1,422,196,234,5560,3,6,0,
770210,1,348,261,133,8840,4,7,0,
770657,1,412,312,121,11040,4,6,0,
771117,1,309,230,116,5800,4,6,0,
772295,1,347,262,77,4713,4,7,0,
774097,1,404,205,110,2740,3,6,0,
775950,1,328,242,134,8953,4,8,0,
777662,1,306,226,116,5940,4,6,0,
777735,1,350,258,115,7520,4,7,0,
779581,1,349,261,116,8900,4,6,0,
781504,1,456,306,124,12233,4,6,0,
781589,1,504,240,200,8153,4,6,0,
785085,1,307,227,114,5833,4,6,0,
785841,1,496,243,202,8180,4,6,0,
786735,1,353,261,89,6340,4,7,0,
787729,1,352,260,87,6253,4,7,0,
789416,1,399,294,114,1080,2,6,0,
795190,1,443,264,304,4407,3,6,0,
