1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
600594,1,462,303,115,12320,4,7,0,
699704,1,297,220,208,2613,3,10,0,
700202,1,294,220,192,7253,4,6,0,
701728,1,507,207,199,6280,3,6,0,
703171,1,417,307,121,11513,4,6,0,
703675,1,304,137,175,2380,3,6,0,
704002,1,309,228,229,11553,4,7,0,
704010,1,307,227,228,11700,4,7,0,
704014,1,307,226,231,11680,4,7,0,
704016,1,306,225,231,11713,4,7,0,
704024,1,308,230,227,11627,4,7,0,
704025,1,290,170,286,9707,3,6,0,
704027,1,290,172,285,9787,3,6,0,
704044,1,290,172,288,9793,3,6,0,
704049,1,290,172,288,9767,4,6,0,
704512,1,489,295,264,6280,2,6,0,
704579,1,306,205,192,1800,2,6,0,
704740,1,290,189,289,9967,3,6,0,
704760,1,341,268,281,7320,3,6,0,
704805,1,394,196,203,2200,3,6,0,
705450,1,348,259,115,7527,4,7,0,
705451,1,348,259,115,7573,4,7,0,
705900,1,295,172,287,9840,4,6,0,
706623,1,305,129,174,1780,3,6,0,
707564,1,317,167,243,5447,3,6,0,
707700,1,204,186,112,1933,3,6,0,
708118,1,485,205,248,17820,4,6,0,
708130,1,394,237,219,5840,3,6,0,
708192,1,306,130,176,2020,3,6,0,
708194,1,303,131,173,2687,3,6,0,
708260,1,303,134,173,2620,3,6,0,
708262,1,303,129,173,1840,3,6,0,
712316,1,544,186,174,4760,3,6,0,
712817,1,305,226,234,11533,4,7,0,
713677,1,481,330,163,3840,3,6,0,
714643,1,306,228,117,5873,4,6,0,
714779,1,311,204,191,1800,2,6,0,
715009,1,490,258,240,7060,3,6,0,
716445,1,338,253,139,8700,4,6,0,
716773,1,203,192,178,2540,3,6,0,
717852,1,351,260,100,3360,3,6,0,
718245,1,287,284,193,8607,4,8,0,
722009,1,432,189,159,1353,1,6,0,
722021,1,445,260,218,6407,3,6,0,
722705,1,357,261,158,12300,4,6,0,
722822,1,447,269,215,7847,3,6,0,
722878,1,309,230,117,5780,4,6,0,
723041,1,307,231,114,6340,4,6,0,
723620,1,354,264,110,8380,4,6,0,
724280,1,314,231,114,6240,4,7,0,
724472,1,309,256,205,3040,3,6,0,
727177,1,379,254,205,3393,3,6,0,
728771,1,294,193,287,10067,3,6,0,
728931,1,339,259,104,3213,3,6,0,
731023,1,257,175,96,2920,4,7,0,
733576,1,308,255,208,2380,3,6,0,
734994,1,306,226,118,5840,4,7,0,
737239,1,351,259,151,10707,4,7,0,
737251,1,279,206,105,4200,4,7,0,
737988,1,349,262,115,7620,4,7,0,
739008,1,347,260,115,7500,4,7,0,
739044,1,349,257,114,7587,4,7,0,
739054,1,346,262,114,7593,4,7,0,
739070,1,415,273,105,8540,4,7,0,
739102,1,353,262,149,10107,4,7,0,
740589,1,349,259,114,8620,4,6,0,
740713,1,308,232,116,6213,4,6,0,
740721,1,281,207,104,4223,4,6,0,
740757,1,307,231,113,6160,4,6,0,
741180,1,287,215,231,9380,4,6,0,
741549,1,275,202,104,4200,4,7,0,
744565,1,371,335,168,2513,3,6,0,
746241,1,348,259,68,4233,4,7,0,
746430,1,345,261,132,8227,4,7,0,
746596,1,367,199,139,5940,3,6,0,
746742,1,365,198,136,5973,3,6,0,
747075,1,500,200,202,8060,3,6,0,
747087,1,436,194,145,7807,4,6,0,
747092,1,506,304,200,8260,4,6,0,
747690,1,292,186,285,10087,3,6,0,
747894,1,506,206,203,6447,3,6,0,
750103,1,502,306,252,19800,4,6,0,
750419,1,395,196,129,2500,3,6,0,
750676,1,303,225,115,5827,4,7,0,
752579,1,310,244,177,4227,3,6,0,
753284,1,371,198,208,11750,4,7,0,
753571,1,308,255,208,2360,3,6,0,
754230,1,494,236,266,11020,4,6,0,
755724,1,305,230,117,5853,4,7,0,
757250,1,412,274,104,8280,4,6,0,
757271,1,420,271,104,8260,4,6,0,
760193,1,500,240,197,6873,3,6,0,
