1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
600595,1,457,302,115,12333,4,7,0,
601571,1,462,304,115,12100,4,6,0,
601695,1,329,246,123,8380,4,6,0,
700599,1,441,265,221,6440,4,6,0,
700859,1,331,250,107,3333,3,6,0,
703267,1,276,211,60,2180,3,6,0,
703307,1,381,185,172,4793,3,6,0,
704002,1,309,228,229,11553,4,7,0,
704025,1,290,170,286,9707,3,6,0,
704044,1,290,172,288,9793,3,6,0,
704051,1,371,271,71,3087,4,7,0,
704128,1,388,243,144,7433,3,6,0,
704580,1,306,205,192,1840,2,6,0,
704586,1,306,205,192,1907,2,6,0,
704589,1,306,205,192,1907,2,6,0,
704590,1,306,205,192,1780,2,6,0,
704768,1,443,261,219,6340,3,6,0,
704796,1,325,235,166,3405,3,6,0,
704885,1,289,184,286,8460,4,6,0,
704898,1,394,321,203,5653,4,6,0,
705471,1,415,273,81,6780,4,7,0,
705900,1,295,172,287,9840,4,6,0,
707700,1,204,186,112,1933,3,6,0,
708124,1,382,328,259,8800,4,6,0,
708192,1,306,130,176,2020,3,6,0,
708680,1,296,173,283,8667,4,6,0,
709520,1,281,205,105,4160,4,7,0,
711145,1,287,205,194,1940,2,7,0,
711646,1,278,207,86,3480,4,6,0,
714512,1,350,258,66,4333,4,7,0,
716206,1,304,205,191,1660,2,6,0,
718855,1,309,227,117,5933,4,6,0,
719620,1,286,214,206,8960,4,8,0,
721998,1,441,261,221,6387,3,6,0,
722224,1,300,253,207,2680,3,6,0,
724280,1,314,231,114,6240,4,7,0,
724284,1,311,231,114,6173,3,6,0,
728931,1,339,259,104,3213,3,6,0,
731408,1,279,209,148,5707,4,7,0,
731574,1,497,242,197,8113,4,6,0,
732022,1,539,121,80,3547,4,7,0,
733725,1,289,223,134,6440,4,6,0,
736672,1,462,301,114,12227,4,7,0,
736860,1,502,245,200,8100,4,6,0,
738872,1,249,117,151,1160,3,6,0,
739364,1,309,230,116,5913,4,7,0,
739511,1,460,304,117,11353,4,7,0,
739512,1,458,304,118,11400,4,7,0,
740757,1,307,231,113,6160,4,6,0,
741824,1,291,194,284,8360,4,6,0,
742078,1,290,220,191,7300,4,6,0,
744914,1,365,277,185,5340,3,6,0,
747075,1,500,200,202,8060,3,6,0,
747083,1,503,303,199,8327,3,6,0,
747090,1,500,308,200,8267,3,6,0,
747092,1,506,304,200,8260,4,6,0,
747678,1,294,194,283,10173,3,6,0,
748688,1,358,233,189,11520,4,6,0,
748877,1,246,121,151,1180,2,6,0,
752579,1,310,244,177,4227,3,6,0,
754595,1,311,207,191,2327,2,6,0,
755655,1,506,240,199,7467,3,6,0,
758525,1,285,138,122,2787,4,7,0,
759782,1,320,243,193,11560,4,7,0,
761332,1,322,248,120,8380,4,6,0,
761650,1,326,246,91,4647,4,6,0,
761884,1,215,183,174,1687,3,7,0,
762068,1,321,246,146,8900,4,6,0,
763558,1,308,178,142,6120,3,7,0,
764630,1,351,260,101,3327,3,6,0,
765043,1,358,233,189,11160,4,6,0,
765044,1,357,233,186,11553,4,6,0,
765711,1,306,228,228,11873,4,6,0,
765974,1,329,251,109,3607,3,6,0,
765975,1,324,248,106,3720,3,6,0,
766081,1,352,261,68,4260,4,7,0,
766485,1,504,304,201,8500,4,6,0,
767207,1,238,124,83,1607,4,7,0,
767505,1,349,263,116,7507,4,7,0,
767728,1,310,230,116,5900,4,6,0,
767746,1,310,229,115,6000,4,6,0,
768555,1,431,215,86,4000,4,7,0,
769853,1,294,172,280,8220,4,6,0,
770239,1,255,147,175,2440,3,7,0,
770593,1,395,197,132,2513,3,6,0,
770803,1,577,255,182,2807,3,6,0,
770973,1,337,177,163,6400,4,6,0,
771903,1,352,260,121,8453,4,7,0,
774096,1,410,203,111,2687,3,6,0,
777562,1,279,151,196,2540,3,6,0,
777882,1,345,195,150,5833,3,6,0,
778455,1,351,263,132,8420,4,7,0,
779757,1,297,168,289,10273,3,6,0,
780662,1,432,192,157,1320,2,6,0,
780752,1,241,190,165,5580,4,6,0,
782268,1,474,242,174,8960,3,6,0,
782997,1,253,180,125,2040,3,7,0,
783060,1,305,253,206,2880,3,6,0,
785841,1,496,243,202,8180,4,6,0,
787557,1,351,258,69,4273,4,7,0,
788720,1,353,260,89,6207,4,7,0,
789452,1,275,210,278,11193,4,8,0,
790439,1,327,207,124,6993,3,3,0,
793270,1,407,253,290,5500,3,6,0,
793401,1,290,189,282,8460,4,6,0,
799529,1,312,230,227,11720,4,6,0,
