1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
600595,1,457,302,115,12333,4,7,0,
601032,1,464,301,115,12333,4,7,0,
700125,1,414,273,80,7020,4,7,0,
700675,1,448,262,214,6440,4,6,0,
700859,1,331,250,107,3333,3,6,0,
701081,1,309,228,117,5993,4,6,0,
701857,1,316,256,210,3500,2,6,0,
702241,1,385,256,69,4233,4,7,0,
703269,1,386,254,67,4240,4,7,0,
703675,1,304,137,175,2380,3,6,0,
704414,1,455,283,264,4320,3,6,0,
704480,1,567,249,277,4733,2,6,0,
704587,1,306,205,192,2047,2,6,0,
704589,1,306,205,192,1907,2,6,0,
704805,1,394,196,203,2200,3,6,0,
707700,1,204,186,112,1933,3,6,0,
707785,1,343,191,191,2420,2,6,0,
708212,1,308,205,192,2040,2,6,0,
708262,1,303,129,173,1840,3,6,0,
712105,1,322,246,148,8880,4,6,0,
713855,1,277,203,82,3540,4,6,0,
714779,1,311,204,191,1800,2,6,0,
715487,1,347,261,227,15627,4,7,0,
718199,1,311,210,192,2373,2,6,0,
719633,1,441,261,220,7847,3,6,0,
721685,1,293,233,85,3440,4,7,0,
722705,1,357,261,158,12300,4,6,0,
723588,1,376,333,262,8640,3,6,0,
724282,1,312,233,116,6120,4,7,0,
724311,1,310,230,114,6047,4,7,0,
728370,1,308,209,192,1833,2,6,0,
728771,1,294,193,287,10067,3,6,0,
731308,1,245,151,142,1720,3,7,0,
731325,1,301,226,114,6000,4,6,0,
731999,1,277,207,86,3547,4,6,0,
732521,1,413,307,105,9707,4,7,0,
732529,1,414,307,105,9660,4,7,0,
733148,1,306,230,115,5867,4,7,0,
733153,1,305,229,115,5900,4,7,0,
733340,1,291,212,98,3740,4,7,0,
733842,1,371,226,190,4567,3,6,0,
737103,1,352,265,147,10900,4,7,0,
738197,1,307,209,193,2260,2,6,0,
739139,1,419,273,105,8507,4,7,0,
739195,1,413,273,104,8327,4,7,0,
739509,1,457,302,118,11413,4,7,0,
739991,1,395,199,175,11820,4,7,0,
740046,1,323,251,210,4600,3,6,0,
740589,1,349,259,114,8620,4,6,0,
740748,1,349,257,183,12247,4,6,0,
741095,1,327,243,131,7400,4,7,0,
745861,1,406,135,193,3420,3,6,0,
746241,1,348,259,68,4233,4,7,0,
746282,1,203,151,183,2493,3,7,0,
746430,1,345,261,132,8227,4,7,0,
747086,1,505,202,200,8060,3,6,0,
747441,1,303,252,204,3020,3,6,0,
747676,1,291,193,284,9980,4,6,0,
748207,1,305,209,191,2287,2,6,0,
754230,1,494,236,266,11020,4,6,0,
759662,1,397,289,82,870,2,6,0,
760390,1,305,233,120,6053,4,6,0,
761191,1,309,229,116,5853,4,6,0,
761211,1,310,232,225,11500,4,6,0,
761234,1,311,227,232,11420,4,6,0,
761275,1,305,227,115,5920,4,7,0,
761673,1,308,230,225,12100,4,6,0,
762043,1,424,319,187,17167,4,6,0,
763520,1,425,323,134,2860,3,6,0,
763562,1,305,180,142,6227,3,7,0,
765577,1,481,239,90,1273,2,6,0,
765846,1,349,262,108,6913,4,6,0,
767140,1,334,264,280,6100,3,6,0,
767421,1,287,214,205,8920,4,8,0,
769520,1,311,239,231,12127,4,7,0,
769927,1,253,176,181,2560,3,6,0,
770210,1,348,261,133,8840,4,7,0,
770803,1,577,255,182,2807,3,6,0,
770952,1,328,254,110,3567,3,6,0,
770973,1,337,177,163,6400,4,6,0,
772302,1,308,209,192,2260,2,6,0,
774714,1,417,279,103,8753,4,7,0,
780089,1,309,171,165,3180,3,6,0,
780577,1,402,134,194,3300,3,6,0,
781589,1,504,240,200,8153,4,6,0,
782268,1,474,242,174,8960,3,6,0,
785166,1,313,207,113,5187,4,7,0,
785593,1,313,209,94,4207,4,7,0,
787240,1,282,206,78,3393,4,7,0,
788710,1,486,333,163,4280,3,6,0,
789416,1,399,294,114,1080,2,6,0,
790044,1,324,250,210,4540,3,6,0,
790439,1,327,207,124,6993,3,3,0,
792221,1,243,151,141,1733,3,7,0,
