1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
600595,1,457,302,115,12333,4,7,0,
600598,1,455,303,115,12273,4,7,0,
601571,1,462,304,115,12100,4,6,0,
603416,1,307,229,115,6053,4,6,0,
699704,1,297,220,208,2613,3,10,0,
699989,1,293,187,285,10080,4,6,0,
700309,1,386,193,205,2207,3,6,0,
700381,1,307,243,333,10900,3,6,0,
700859,1,331,250,107,3333,3,6,0,
701080,1,305,227,117,5960,4,6,0,
701728,1,507,207,199,6280,3,6,0,
702918,1,410,305,120,10740,4,6,0,
703269,1,386,254,67,4240,4,7,0,
703307,1,381,185,172,4793,3,6,0,
703336,1,305,229,114,5807,4,6,0,
703674,1,303,131,177,2307,3,6,0,
703896,1,381,246,141,5900,3,6,0,
704016,1,306,225,231,11713,4,7,0,
704027,1,290,172,285,9787,3,6,0,
704044,1,290,172,288,9793,3,6,0,
704049,1,290,172,288,9767,4,6,0,
704053,1,370,275,71,3047,4,7,0,
704054,1,365,272,73,3093,4,7,0,
704078,1,459,305,115,11613,4,7,0,
704097,1,365,271,76,2980,4,6,0,
704515,1,491,297,308,6233,2,6,0,
704579,1,306,205,192,1800,2,6,0,
704589,1,306,205,192,1907,2,6,0,
704763,1,421,270,327,5480,3,6,0,
705900,1,295,172,287,9840,4,6,0,
705977,1,276,204,104,4180,4,7,0,
706621,1,490,258,239,5420,3,6,0,
706623,1,305,129,174,1780,3,6,0,
708183,1,304,131,177,2447,3,6,0,
708194,1,303,131,173,2687,3,6,0,
708196,1,303,127,173,2827,3,6,0,
708198,1,303,131,174,2847,3,6,0,
708232,1,311,230,150,9000,4,6,0,
708680,1,296,173,283,8667,4,6,0,
710303,1,309,229,118,5833,4,6,0,
712748,1,338,224,88,4960,4,6,0,
712818,1,307,230,228,11487,4,7,0,
716265,1,347,260,114,7320,4,7,0,
717636,1,308,209,190,2020,2,6,0,
717852,1,351,260,100,3360,3,6,0,
718245,1,287,284,193,8607,4,8,0,
718910,1,277,205,86,3500,4,6,0,
720141,1,205,143,140,1600,2,4,0,
720489,1,281,207,85,3087,4,6,0,
720810,1,309,233,231,11927,4,6,0,
722705,1,357,261,158,12300,4,6,0,
722878,1,309,230,117,5780,4,6,0,
723510,1,367,219,195,5840,3,6,0,
724690,1,308,205,191,2310,2,6,0,
726985,1,324,248,123,8360,4,6,0,
728370,1,308,209,192,1833,2,6,0,
731574,1,497,242,197,8113,4,6,0,
732023,1,542,120,80,3553,4,7,0,
732521,1,413,307,105,9707,4,7,0,
732607,1,413,306,105,9947,4,7,0,
733148,1,306,230,115,5867,4,7,0,
733149,1,305,229,115,5933,4,7,0,
736672,1,462,301,114,12227,4,7,0,
736860,1,502,245,200,8100,4,6,0,
736957,1,392,200,201,2180,3,6,0,
736961,1,394,194,203,2193,3,6,0,
737218,1,324,242,132,7693,4,7,0,
737721,1,352,260,149,10707,4,7,0,
737729,1,351,259,150,10773,4,7,0,
738765,1,359,271,123,5540,4,6,0,
738855,1,357,263,79,4493,4,7,0,
738995,1,345,259,114,7480,4,7,0,
739197,1,253,211,135,1220,2,7,0,
739294,1,251,201,137,2193,3,7,0,
739508,1,443,327,180,18567,4,7,0,
739511,1,460,304,117,11353,4,7,0,
739512,1,458,304,118,11400,4,7,0,
740713,1,308,232,116,6213,4,6,0,
740753,1,307,222,165,8840,4,6,0,
741172,1,247,184,205,6520,4,6,0,
743428,1,254,181,123,2060,3,7,0,
744076,1,394,241,217,5800,3,6,0,
747011,1,344,257,133,8360,4,7,0,
747075,1,500,200,202,8060,3,6,0,
747081,1,500,304,202,8313,4,6,0,
747084,1,500,304,199,8300,3,6,0,
747086,1,505,202,200,8060,3,6,0,
747087,1,436,194,145,7807,4,6,0,
747090,1,500,308,200,8267,3,6,0,
748547,1,287,138,120,2773,4,7,0,
748688,1,358,233,189,11520,4,6,0,
748724,1,352,262,88,6240,4,7,0,
749022,1,326,242,131,7280,4,7,0,
749376,1,373,273,70,2940,4,7,0,
750103,1,502,306,252,19800,4,6,0,
751518,1,462,303,115,12407,4,7,0,
752321,1,365,275,183,6040,3,6,0,
754913,1,364,273,185,3827,3,6,0,
756382,1,351,259,132,8560,4,7,0,
757022,1,253,183,127,2020,3,6,0,
758582,1,308,209,189,1900,2,6,0,
759528,1,311,229,117,5893,4,6,0,
761022,1,302,225,114,6000,4,6,0,
761198,1,282,206,84,3520,4,6,0,
761661,1,307,231,228,11947,4,6,0,
761788,1,421,275,70,5780,4,6,0,
761903,1,280,206,104,4140,4,7,0,
762366,1,301,232,226,12680,4,6,0,
763560,1,308,180,141,6240,3,7,0,
763598,1,379,274,141,2633,3,7,0,
764568,1,304,206,193,2333,2,6,0,
765044,1,357,233,186,11553,4,6,0,
765567,1,271,206,93,3460,4,6,0,
765667,1,276,213,89,3360,4,6,0,
765846,1,349,262,108,6913,4,6,0,
765934,1,382,203,142,1813,3,6,0,
765942,1,329,247,106,3387,3,6,0,
765943,1,333,253,105,3293,3,6,0,
765976,1,329,252,108,3547,3,6,0,
766161,1,353,261,68,4200,4,7,0,
766166,1,347,271,68,4320,4,7,0,
766449,1,346,260,112,7500,4,7,0,
767136,1,448,267,214,7100,4,6,0,
767670,1,309,229,115,5840,4,6,0,
767735,1,309,228,115,6007,4,6,0,
767746,1,310,229,115,6000,4,6,0,
768132,1,351,261,150,10773,4,7,0,
768617,1,294,191,289,8420,4,6,0,
769412,1,413,274,77,6420,4,6,0,
769429,1,549,253,276,4613,3,6,0,
770374,1,310,231,112,6113,4,6,0,
770971,1,311,230,116,5733,4,6,0,
771759,1,600,301,211,10433,3,6,0,
772044,1,410,274,105,9520,4,6,0,
774093,1,410,205,111,2700,3,6,0,
774963,1,303,225,115,5820,4,6,0,
777763,1,306,253,206,2860,3,6,0,
780148,1,306,167,165,3167,3,6,0,
780240,1,247,149,175,2433,3,7,0,
781289,1,357,261,148,10053,4,7,0,
781589,1,504,240,200,8153,4,6,0,
781909,1,351,259,119,8507,4,7,0,
782357,1,307,254,205,2793,3,6,0,
783026,1,303,226,114,5673,4,6,0,
783070,1,306,229,115,5667,4,6,0,
783158,1,349,260,113,7360,4,7,0,
784268,1,398,290,84,900,2,6,0,
785593,1,313,209,94,4207,4,7,0,
785841,1,496,243,202,8180,4,6,0,
787240,1,282,206,78,3393,4,7,0,
788619,1,351,261,116,7573,4,7,0,
788720,1,353,260,89,6207,4,7,0,
790142,1,596,279,208,10280,3,6,0,
790926,1,309,231,228,11713,4,7,0,
792221,1,243,151,141,1733,3,7,0,
794221,1,401,207,176,11737,3,7,0,
794864,1,441,242,152,6107,3,6,0,
795190,1,443,264,304,4407,3,6,0,
795858,1,257,175,95,3020,4,7,0,
796664,1,308,256,205,3113,3,6,0,
799529,1,312,230,227,11720,4,6,0,
