1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
600595,1,457,302,115,12333,4,7,0,
601472,1,290,252,224,2687,3,7,0,
701193,1,203,192,179,2367,3,6,0,
701616,1,323,239,160,9100,4,6,0,
702261,1,309,238,127,6067,4,6,0,
703269,1,386,254,67,4240,4,7,0,
703334,1,307,231,113,5640,4,6,0,
703438,1,301,231,175,5307,4,6,0,
704028,1,293,170,283,9773,3,6,0,
704044,1,290,172,288,9793,3,6,0,
704051,1,371,271,71,3087,4,7,0,
704055,1,370,271,72,3060,3,7,0,
704076,1,461,307,115,11673,4,7,0,
704078,1,459,305,115,11613,4,7,0,
704097,2,365,271,76,2980,4,6,0,
704415,1,419,265,329,5460,3,6,0,
704478,1,565,245,300,4600,2,6,0,
704587,1,306,205,192,2047,2,6,0,
704602,1,387,194,204,2340,3,6,0,
704801,1,387,192,205,2213,3,6,0,
704880,1,455,279,286,4773,2,6,0,
704898,1,394,321,203,5653,4,6,0,
704957,1,284,269,201,2600,3,6,0,
705082,1,448,330,198,16420,4,6,0,
705142,1,474,341,205,12947,4,6,0,
705148,1,337,251,174,12833,4,6,0,
705196,1,456,293,156,6733,3,6,0,
707700,1,204,186,112,1933,3,6,0,
708130,1,394,237,219,5840,3,6,0,
708183,1,304,131,177,2447,3,6,0,
709172,1,374,303,110,1053,2,6,0,
712063,1,396,202,179,11580,4,7,0,
713977,1,215,150,197,1940,3,7,0,
717852,1,351,260,100,3360,3,6,0,
717911,1,279,207,85,3500,4,6,0,
720600,1,308,227,115,6007,4,6,0,
721930,1,429,188,159,1300,1,6,0,
723018,1,242,138,150,1080,3,6,0,
723622,1,354,263,114,8887,4,6,0,
724284,1,311,231,114,6173,3,6,0,
724311,1,310,230,114,6047,4,7,0,
731574,1,497,242,197,8113,4,6,0,
732604,1,351,261,78,4547,4,7,0,
733145,1,305,229,115,5840,4,7,0,
733149,1,305,229,115,5933,4,7,0,
733153,1,305,229,115,5900,4,7,0,
733716,1,293,223,135,6540,4,6,0,
734957,1,303,226,114,5960,4,6,0,
735865,1,350,261,120,8027,4,6,0,
737112,1,306,230,113,6347,4,7,0,
737147,1,305,230,114,6227,4,7,0,
737721,1,352,260,149,10707,4,7,0,
737725,1,351,260,151,10673,4,7,0,
737729,1,351,259,150,10773,4,7,0,
738985,1,350,261,115,7480,4,7,0,
739002,1,413,275,208,16880,4,7,0,
739743,1,280,215,96,3240,4,7,0,
741171,1,242,180,206,6620,4,6,0,
741174,1,256,197,194,6547,4,6,0,
744914,1,365,277,185,5340,3,6,0,
746241,1,348,259,68,4233,4,7,0,
746316,1,305,255,207,2973,3,6,0,
746559,1,252,145,173,2200,3,7,0,
746873,1,250,178,185,2547,3,6,0,
747075,1,500,200,202,8060,3,6,0,
747084,1,500,304,199,8300,3,6,0,
747092,1,506,304,200,8260,4,6,0,
747093,1,507,304,201,8300,3,6,0,
747095,1,507,206,199,8060,3,6,0,
747676,1,291,193,284,9980,4,6,0,
747688,1,493,257,202,10380,4,6,0,
747690,1,292,186,285,10087,3,6,0,
747894,1,506,206,203,6447,3,6,0,
747953,1,505,259,197,10333,3,6,0,
748724,1,352,262,88,6240,4,7,0,
749022,1,326,242,131,7280,4,7,0,
749044,1,327,241,131,7333,4,7,0,
749376,1,373,273,70,2940,4,7,0,
750108,1,502,306,252,19800,4,6,0,
750111,1,601,281,209,10440,3,6,0,
752321,1,365,275,183,6040,3,6,0,
752576,1,482,240,90,1267,2,6,0,
753689,1,461,182,183,6093,3,6,0,
754596,1,307,207,192,2353,2,6,0,
755655,1,506,240,199,7467,3,6,0,
755724,1,305,230,117,5853,4,7,0,
756117,1,439,186,163,1300,2,7,0,
756245,1,278,206,105,4300,4,7,0,
756966,1,311,231,228,11727,4,7,0,
761332,1,322,248,120,8380,4,6,0,
762043,1,424,319,187,17167,4,6,0,
762924,1,304,228,126,6173,4,6,0,
763558,1,308,178,142,6120,3,7,0,
764643,1,308,206,190,2540,2,6,0,
765214,1,420,310,121,10920,4,6,0,
765577,1,481,239,90,1273,2,6,0,
765790,1,293,171,283,8920,4,6,0,
765841,1,348,260,234,15920,4,6,0,
766485,2,504,304,201,8500,4,6,0,
766526,1,308,171,165,3113,3,6,0,
767207,1,238,124,83,1607,4,7,0,
767885,1,507,304,200,6753,3,6,0,
767988,1,253,183,126,2067,3,7,0,
768175,1,303,226,156,3680,3,6,0,
769412,1,413,274,77,6420,4,6,0,
769669,1,490,234,273,10993,4,6,0,
769678,1,376,281,150,12140,4,6,0,
769681,1,396,236,218,5840,3,6,0,
769790,1,326,316,266,6060,3,6,0,
769792,1,313,252,211,2440,3,6,0,
770026,1,411,308,126,11487,4,6,0,
770096,1,294,166,289,9680,4,6,0,
770122,1,421,195,236,5680,3,6,0,
770971,2,311,230,116,5733,4,6,0,
771405,1,432,190,159,1340,1,6,0,
773942,1,264,177,104,3313,4,7,0,
776863,1,251,180,128,2040,3,7,0,
779218,1,509,306,197,8320,4,6,0,
780106,1,296,168,283,10340,4,6,0,
780141,1,595,345,211,10533,3,6,0,
780770,1,370,274,162,13260,4,6,0,
782723,1,348,259,90,6287,4,7,0,
782997,1,253,180,125,2040,3,7,0,
783202,1,304,227,114,5867,4,7,0,
787240,1,282,206,78,3393,4,7,0,
787675,1,279,205,79,3100,4,7,0,
787732,1,352,260,86,6307,4,7,0,
788710,1,486,333,163,4280,3,6,0,
788876,1,248,120,150,1100,3,6,0,
790275,1,351,260,114,7493,4,7,0,
791935,2,349,259,120,8500,4,7,0,
791944,1,352,260,120,8393,4,7,0,
794849,1,366,227,199,4593,3,6,0,
799564,1,413,272,104,8553,4,7,0,
799830,1,255,245,205,3187,3,6,0,
799888,1,253,245,205,3240,3,6,0,
799963,1,255,245,207,3187,3,6,0,
