1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
700472,1,352,262,110,8620,4,6,0,
700859,1,331,250,107,3333,3,6,0,
701616,1,323,239,160,9100,4,6,0,
704025,1,290,170,286,9707,3,6,0,
704049,1,290,172,288,9767,4,6,0,
704051,1,371,271,71,3087,4,7,0,
704053,1,370,275,71,3047,4,7,0,
704076,1,461,307,115,11673,4,7,0,
704510,1,490,296,264,6227,2,6,0,
704591,1,306,205,192,1860,2,6,0,
704963,1,287,265,205,2693,2,6,0,
707477,1,372,195,209,11573,3,7,0,
707700,1,204,186,112,1933,3,6,0,
708175,1,306,133,171,3740,3,6,0,
708212,1,308,205,192,2040,2,6,0,
708995,1,210,165,171,1740,3,6,0,
712316,1,544,186,174,4760,3,6,0,
714512,1,350,258,66,4333,4,7,0,
716445,1,338,253,139,8700,4,6,0,
717636,1,308,209,190,2020,2,6,0,
718910,1,277,205,86,3500,4,6,0,
722049,1,433,189,158,1320,1,6,0,
723554,1,329,245,125,8840,4,6,0,
723620,1,354,264,110,8380,4,6,0,
728931,1,339,259,104,3213,3,6,0,
733149,1,305,229,115,5933,4,7,0,
733302,1,307,229,116,5840,4,7,0,
733736,1,409,272,103,8307,4,6,0,
733842,1,371,226,190,4567,3,6,0,
737103,1,352,265,147,10900,4,7,0,
739102,1,353,262,149,10107,4,7,0,
739254,1,251,205,138,2173,3,7,0,
740582,1,351,263,149,10953,4,7,0,
740757,1,307,231,113,6160,4,6,0,
741170,1,284,214,230,9120,4,6,0,
743387,1,249,179,127,2047,3,7,0,
747083,1,503,303,199,8327,3,6,0,
747087,1,436,194,145,7807,4,6,0,
747894,1,506,206,203,6447,3,6,0,
753048,1,201,143,219,3313,3,8,0,
754462,1,279,150,194,2493,3,7,0,
754595,1,311,207,191,2327,2,6,0,
760192,1,293,168,290,8120,4,6,0,
761235,1,309,229,227,11820,4,6,0,
761446,1,279,204,104,4147,4,7,0,
761880,1,217,183,172,1707,3,7,0,
763558,1,308,178,142,6120,3,7,0,
763560,1,308,180,141,6240,3,7,0,
765033,1,368,274,153,11780,4,6,0,
765044,1,357,233,186,11553,4,6,0,
765214,1,420,310,121,10920,4,6,0,
766171,1,345,259,68,4260,4,7,0,
768175,1,303,226,156,3680,3,6,0,
768200,1,309,209,193,2320,2,6,0,
768717,1,311,229,115,5900,4,7,0,
770673,1,304,228,115,5860,4,7,0,
770675,1,308,229,116,5853,4,7,0,
772297,1,201,133,194,2007,3,7,0,
780148,1,306,167,165,3167,3,6,0,
781909,1,351,259,119,8507,4,7,0,
782075,1,322,248,146,8800,4,6,0,
783128,1,442,186,162,1280,2,6,0,
785149,1,365,264,116,7420,4,7,0,
786730,1,355,261,89,6227,4,7,0,
787240,1,282,206,78,3393,4,7,0,
788876,1,248,120,150,1100,3,6,0,
790202,1,306,230,114,6040,4,6,0,
