1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
700331,1,355,263,112,8573,4,6,0,
700859,1,331,250,107,3333,3,6,0,
701080,1,305,227,117,5960,4,6,0,
701857,1,316,256,210,3500,2,6,0,
702589,1,353,261,101,3373,3,6,0,
703446,1,291,215,133,6700,4,6,0,
703461,1,286,217,133,6600,4,6,0,
704002,5,309,228,229,11553,4,7,0,
704024,5,308,230,227,11627,4,7,0,
704025,1,290,170,286,9707,3,6,0,
704044,1,290,172,288,9793,3,6,0,
704539,1,334,244,150,9320,4,6,0,
704589,1,306,205,192,1907,2,6,0,
704796,1,325,235,166,3405,3,6,0,
705002,1,300,221,132,2840,2,6,0,
705024,1,362,270,168,13507,4,6,0,
705196,1,456,293,156,6733,3,6,0,
705423,1,348,259,115,7533,4,7,0,
705459,1,348,259,115,7520,4,7,0,
705471,1,415,273,81,6780,4,7,0,
705889,1,504,238,198,8173,3,6,0,
705911,1,293,173,285,9853,4,6,0,
708821,1,332,244,148,9433,4,6,0,
710638,1,308,229,231,12153,4,6,0,
712600,1,410,273,101,8140,4,6,0,
712897,1,409,273,104,8320,4,7,0,
717852,1,351,260,100,3360,3,6,0,
718744,1,415,310,123,11100,4,6,0,
720296,1,325,251,101,4560,4,6,0,
721355,1,399,281,225,12640,4,6,0,
731408,1,279,209,148,5707,4,7,0,
731999,1,277,207,86,3547,4,6,0,
733148,1,306,230,115,5867,4,7,0,
733736,1,409,272,103,8307,4,6,0,
733842,3,371,226,190,4567,3,6,0,
734996,1,301,225,114,5807,4,7,0,
735107,1,412,310,120,11520,4,6,0,
736854,1,308,231,115,5987,4,6,0,
739090,1,420,276,212,16920,4,7,0,
739294,1,251,201,137,2193,3,7,0,
739509,1,457,302,118,11413,4,7,0,
739512,1,458,304,118,11400,4,7,0,
740714,1,306,230,114,6180,4,6,0,
746239,1,274,202,104,4200,4,7,0,
746282,1,203,151,183,2493,3,7,0,
747075,1,500,200,202,8060,3,6,0,
747081,1,500,304,202,8313,4,6,0,
747085,1,506,202,199,8060,3,6,0,
747093,1,507,304,201,8300,3,6,0,
747688,1,493,257,202,10380,4,6,0,
747690,1,292,186,285,10087,3,6,0,
748873,1,252,119,146,1160,3,6,0,
749066,1,327,240,131,7333,4,7,0,
752032,1,442,218,198,11040,4,6,0,
753284,1,371,198,208,11750,4,7,0,
754595,1,311,207,191,2327,2,6,0,
756546,1,440,181,163,1340,2,6,0,
758556,1,432,215,86,4020,4,7,0,
760779,1,348,262,98,3300,3,6,0,
761024,1,305,230,226,12013,4,6,0,
761269,1,318,232,227,11580,4,6,0,
761450,1,334,256,106,3320,3,6,0,
762119,1,276,206,86,3507,4,6,0,
762140,1,336,251,175,12767,4,6,0,
762386,1,308,255,208,2480,3,6,0,
764136,1,479,246,174,9100,3,6,0,
764568,1,304,206,193,2333,2,6,0,
764806,1,457,303,116,11620,4,6,0,
765046,1,372,272,153,12127,4,6,0,
765790,1,293,171,283,8920,4,6,0,
765846,1,349,262,108,6913,4,6,0,
765860,1,344,262,240,16087,4,6,0,
765934,1,382,203,142,1813,3,6,0,
767734,1,310,230,116,5930,4,6,0,
767735,1,309,228,115,6007,4,6,0,
767738,1,281,205,86,3413,4,6,0,
767741,1,309,228,117,5920,4,6,0,
767743,1,283,205,85,3400,4,6,0,
768211,1,500,303,198,8313,4,6,0,
769017,1,345,262,240,16940,4,6,0,
769412,1,413,274,77,6420,4,6,0,
769439,1,284,210,89,1707,4,7,0,
769790,1,326,316,266,6060,3,6,0,
769853,1,294,172,280,8220,4,6,0,
770973,1,337,177,163,6400,4,6,0,
774627,1,306,227,115,5840,4,6,0,
777731,1,324,241,132,7400,4,7,0,
778781,1,321,241,196,11560,4,7,0,
783128,1,442,186,162,1280,2,6,0,
787240,1,282,206,78,3393,4,7,0,
789812,1,402,251,292,5520,3,6,0,
790275,1,351,260,114,7493,4,7,0,
791441,1,353,259,115,7433,4,7,0,
794849,1,366,227,199,4593,3,6,0,
795469,2,480,331,161,5120,4,6,0,
799564,1,413,272,104,8553,4,7,0,
