1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
600598,1,455,303,115,12273,4,7,0,
601571,1,462,304,115,12100,4,6,0,
700267,1,276,149,188,2500,3,7,0,
700381,1,307,243,333,10900,3,6,0,
700391,1,348,262,154,10907,4,7,0,
700599,1,441,265,221,6440,4,6,0,
700986,1,350,260,109,8540,4,6,0,
701081,1,309,228,117,5993,4,6,0,
702918,1,410,305,120,10740,4,6,0,
703269,1,386,254,67,4240,4,7,0,
703307,1,381,185,172,4793,3,6,0,
703438,1,301,231,175,5307,4,6,0,
703674,1,303,131,177,2307,3,6,0,
704002,1,309,228,229,11553,4,7,0,
704076,1,461,307,115,11673,4,7,0,
704128,1,388,243,144,7433,3,6,0,
704415,1,419,265,329,5460,3,6,0,
704757,1,501,267,192,10107,3,6,0,
704796,1,325,235,166,3405,3,6,0,
704859,1,457,279,290,4767,2,6,0,
704945,1,369,229,188,4573,2,6,0,
704948,1,309,243,334,9413,3,6,0,
705217,1,299,232,157,3407,3,6,0,
705450,1,348,259,115,7527,4,7,0,
705471,1,415,273,81,6780,4,7,0,
705482,1,349,261,228,15520,4,7,0,
705699,1,459,303,115,12433,4,7,0,
707565,1,363,223,195,4967,3,6,0,
708107,1,506,322,122,14280,4,6,0,
708116,1,421,271,227,17780,4,6,0,
708175,1,306,133,171,3740,3,6,0,
708183,1,304,131,177,2447,3,6,0,
708184,1,305,130,179,2420,3,6,0,
708198,1,303,131,174,2847,3,6,0,
708255,1,419,194,235,6200,3,6,0,
710021,1,412,308,121,11327,4,6,0,
712150,1,290,218,118,1393,2,6,0,
713413,1,283,211,73,3327,4,6,0,
715092,1,443,249,172,9507,3,6,0,
715687,1,351,261,100,3467,3,6,0,
718855,1,309,227,117,5933,4,6,0,
722021,1,445,260,218,6407,3,6,0,
722049,1,433,189,158,1320,1,6,0,
722105,1,447,262,217,6393,3,6,0,
722822,1,447,269,215,7847,3,6,0,
722878,1,309,230,117,5780,4,6,0,
723588,1,376,333,262,8640,3,6,0,
723622,1,354,263,114,8887,4,6,0,
724174,1,310,230,115,5960,4,6,0,
726612,1,452,249,175,9333,3,6,0,
728370,1,308,209,192,1833,2,6,0,
728889,1,311,229,116,5520,4,6,0,
729523,1,275,203,84,3553,4,6,0,
729665,1,327,243,130,7433,4,7,0,
731574,1,497,242,197,8113,4,6,0,
731999,1,277,207,86,3547,4,6,0,
732091,1,264,109,88,1733,4,7,0,
732529,1,414,307,105,9660,4,7,0,
733147,1,302,228,115,5913,4,7,0,
733309,1,330,247,85,4500,4,7,0,
736751,1,411,154,202,1960,2,7,0,
736854,1,308,231,115,5987,4,6,0,
737309,1,467,305,107,10947,4,6,0,
737449,1,302,135,174,2700,3,6,0,
737990,1,345,261,114,7473,4,7,0,
737998,1,416,309,123,10813,4,6,0,
738996,1,344,259,114,7527,4,7,0,
739367,1,307,229,115,5833,4,7,0,
739396,1,449,249,175,9140,3,6,0,
739511,1,460,304,117,11353,4,7,0,
739512,1,458,304,118,11400,4,7,0,
739743,1,280,215,96,3240,4,7,0,
740617,1,327,242,157,8847,4,6,0,
744076,1,394,241,217,5800,3,6,0,
744914,1,365,277,185,5340,3,6,0,
744924,1,301,243,259,11507,4,6,0,
746243,1,365,199,137,6127,3,6,0,
746430,1,345,261,132,8227,4,7,0,
746786,1,169,147,195,1827,2,7,0,
746873,1,250,178,185,2547,3,6,0,
746972,1,401,130,190,3220,3,6,0,
747083,1,503,303,199,8327,3,6,0,
747087,1,436,194,145,7807,4,6,0,
747092,1,506,304,200,8260,4,6,0,
748979,1,307,240,233,6520,4,6,0,
749052,1,327,242,132,7320,4,7,0,
752230,1,433,189,161,1333,1,6,0,
754462,1,279,150,194,2493,3,7,0,
756966,1,311,231,228,11727,4,7,0,
758634,1,306,230,120,5860,4,7,0,
760995,1,302,233,237,12007,4,6,0,
761240,1,275,203,84,3527,4,6,0,
761275,1,305,227,115,5920,4,7,0,
761664,1,277,207,85,3420,4,6,0,
761673,1,308,230,225,12100,4,6,0,
761787,1,258,179,116,4393,4,6,0,
761884,1,215,183,174,1687,3,7,0,
762664,1,450,345,129,13900,4,6,0,
762731,1,348,260,148,9987,4,6,0,
764136,1,479,246,174,9100,3,6,0,
765043,1,358,233,189,11160,4,6,0,
765044,1,357,233,186,11553,4,6,0,
765790,1,293,171,283,8920,4,6,0,
765930,1,381,202,143,1960,3,6,0,
765932,1,374,200,144,1973,3,6,0,
765944,1,336,251,108,3367,3,6,0,
766161,1,353,261,68,4200,4,7,0,
766174,1,349,263,130,8513,4,7,0,
766175,1,350,260,132,8580,4,7,0,
769678,1,376,281,150,12140,4,6,0,
770564,1,434,327,133,13900,4,6,0,
770952,1,328,254,110,3567,3,6,0,
772044,1,410,274,105,9520,4,6,0,
774635,1,304,231,114,5520,4,6,0,
777882,1,345,195,150,5833,3,6,0,
777891,1,344,191,152,5760,3,6,0,
780136,1,600,281,206,10373,3,6,0,
783157,1,350,263,115,7513,4,7,0,
787172,1,401,136,192,3347,3,6,0,
787240,1,282,206,78,3393,4,7,0,
788720,1,353,260,89,6207,4,7,0,
789812,1,402,251,292,5520,3,6,0,
790275,1,351,260,114,7493,4,7,0,
791935,1,349,259,120,8500,4,7,0,
795073,1,305,228,116,5753,4,7,0,
795190,1,443,264,304,4407,3,6,0,
796010,1,380,201,142,1880,3,6,0,
798039,1,279,211,149,5553,4,7,0,
799564,1,413,272,104,8553,4,7,0,
799963,1,255,245,207,3187,3,6,0,
