1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
601571,1,462,304,115,12100,4,6,0,
699960,1,457,260,203,6400,4,6,0,
700309,1,386,193,205,2207,3,6,0,
701238,1,409,308,122,11360,4,6,0,
704055,1,370,271,72,3060,3,7,0,
704586,1,306,205,192,1907,2,6,0,
704861,1,455,280,279,4880,3,6,0,
704962,1,516,335,202,6013,3,6,0,
705187,1,299,229,176,5140,4,6,0,
705482,1,349,261,228,15520,4,7,0,
705889,1,504,238,198,8173,3,6,0,
708194,1,303,131,173,2687,3,6,0,
708260,1,303,134,173,2620,3,6,0,
711079,1,308,228,114,5940,4,6,0,
715009,1,490,258,240,7060,3,6,0,
719522,1,286,213,209,8920,4,8,0,
719620,1,286,214,206,8960,4,8,0,
721356,1,418,272,105,8540,4,7,0,
722021,1,445,260,218,6407,3,6,0,
723017,1,573,256,185,3067,2,6,0,
723018,1,242,138,150,1080,3,6,0,
723035,1,247,188,166,5380,4,6,0,
723510,1,367,219,195,5840,3,6,0,
727641,1,235,221,89,3507,4,7,0,
728165,1,440,327,180,19073,4,7,0,
728720,1,436,323,92,5773,4,7,0,
731574,1,497,242,197,8113,4,6,0,
731999,1,277,207,86,3547,4,6,0,
732529,1,414,307,105,9660,4,7,0,
733148,1,306,230,115,5867,4,7,0,
733149,1,305,229,115,5933,4,7,0,
733302,1,307,229,116,5840,4,7,0,
736854,1,308,231,115,5987,4,6,0,
737103,1,352,265,147,10900,4,7,0,
737119,1,353,261,149,10847,4,7,0,
737255,1,354,261,149,10820,4,7,0,
738985,1,350,261,115,7480,4,7,0,
739044,1,349,257,114,7587,4,7,0,
739124,1,419,275,105,8333,4,7,0,
739528,1,373,199,209,11660,3,7,0,
740582,1,351,263,149,10953,4,7,0,
740702,1,390,304,158,2487,3,6,0,
740703,1,490,330,157,3540,3,6,0,
740721,1,281,207,104,4223,4,6,0,
740754,1,307,224,165,8767,4,6,0,
746037,1,457,308,119,11920,4,7,0,
746241,1,348,259,68,4233,4,7,0,
747081,1,500,304,202,8313,4,6,0,
747083,1,503,303,199,8327,3,6,0,
747085,1,506,202,199,8060,3,6,0,
747676,1,291,193,284,9980,4,6,0,
750103,1,502,306,252,19800,4,6,0,
750108,1,502,306,252,19800,4,6,0,
750419,1,395,196,129,2500,3,6,0,
754230,1,494,236,266,11020,4,6,0,
754913,1,364,273,185,3827,3,6,0,
760390,1,305,233,120,6053,4,6,0,
761126,1,307,229,117,5953,4,6,0,
761679,1,332,250,101,6200,3,6,0,
762730,1,349,259,149,9980,4,6,0,
763305,1,277,205,77,3120,4,7,0,
764816,1,413,308,121,11207,4,6,0,
765031,1,372,272,153,12240,4,6,0,
765675,1,304,228,226,11820,4,6,0,
765852,1,351,263,108,6880,4,6,0,
765860,1,344,262,240,16087,4,6,0,
766174,1,349,263,130,8513,4,7,0,
766270,1,354,261,68,4280,4,7,0,
766640,1,259,176,118,4460,4,6,0,
767727,1,308,229,116,5940,4,6,0,
768175,1,303,226,156,3680,3,6,0,
769520,1,311,239,231,12127,4,7,0,
769853,1,294,172,280,8220,4,6,0,
774720,1,417,278,105,8740,4,7,0,
777342,1,450,249,162,4360,3,6,0,
777733,1,328,243,130,7360,4,7,0,
777763,1,306,253,206,2860,3,6,0,
786662,1,450,257,227,6420,3,6,0,
787557,1,351,258,69,4273,4,7,0,
789812,1,402,251,292,5520,3,6,0,
792545,1,535,226,81,870,2,6,0,
794864,1,441,242,152,6107,3,6,0,
795060,1,309,171,178,2527,3,6,0,
798375,1,454,303,119,11887,4,7,0,
