1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600594,1,462,303,115,12320,4,7,0,
601571,1,462,304,115,12100,4,6,0,
700392,1,307,230,114,6340,4,7,0,
700781,1,285,207,172,7020,4,6,0,
700859,3,331,250,107,3333,3,6,0,
700986,1,350,260,109,8540,4,6,0,
701728,1,507,207,199,6280,3,6,0,
704053,1,370,275,71,3047,4,7,0,
704076,1,461,307,115,11673,4,7,0,
704757,1,501,267,192,10107,3,6,0,
704760,1,341,268,281,7320,3,6,0,
704948,1,309,243,334,9413,3,6,0,
705080,1,444,329,200,16460,4,6,0,
705160,1,337,250,173,12993,4,6,0,
705422,1,348,259,115,7653,4,7,0,
705474,1,349,262,227,15467,4,7,0,
705564,1,410,308,121,10940,4,6,0,
705889,1,504,238,198,8173,3,6,0,
706636,1,414,308,120,10833,4,6,0,
707477,1,372,195,209,11573,3,7,0,
707776,1,339,189,189,2433,2,6,0,
708198,1,303,131,174,2847,3,6,0,
710693,1,412,309,122,10927,4,6,0,
711079,1,308,228,114,5940,4,6,0,
711646,1,278,207,86,3480,4,6,0,
712818,1,307,230,228,11487,4,7,0,
714512,1,350,258,66,4333,4,7,0,
718208,1,309,209,189,2240,2,6,0,
718813,1,281,205,85,3447,4,6,0,
718910,1,277,205,86,3500,4,6,0,
720600,1,308,227,115,6007,4,6,0,
723015,1,498,383,186,4820,3,6,0,
723035,1,247,188,166,5380,4,6,0,
724280,1,314,231,114,6240,4,7,0,
725695,1,501,239,202,7400,4,6,0,
728889,1,311,229,116,5520,4,6,0,
731999,1,277,207,86,3547,4,6,0,
733576,1,308,255,208,2380,3,6,0,
734177,1,370,274,163,13133,4,6,0,
734965,1,323,243,90,4607,4,6,0,
736672,1,462,301,114,12227,4,7,0,
737101,1,460,303,65,6847,4,7,0,
739086,1,419,273,209,16947,4,7,0,
739528,1,373,199,209,11660,3,7,0,
740703,1,490,330,157,3540,3,6,0,
740711,1,411,279,105,8507,4,7,0,
740713,1,308,232,116,6213,4,6,0,
741799,1,291,190,282,8376,3,6,0,
744565,1,371,335,168,2513,3,6,0,
746037,1,457,308,119,11920,4,7,0,
747075,1,500,200,202,8060,3,6,0,
747081,1,500,304,202,8313,4,6,0,
747083,1,503,303,199,8327,3,6,0,
747092,1,506,304,200,8260,4,6,0,
747093,1,507,304,201,8300,3,6,0,
747095,1,507,206,199,8060,3,6,0,
747688,1,493,257,202,10380,4,6,0,
748065,1,433,214,87,4020,4,7,0,
748724,1,352,262,88,6240,4,7,0,
749052,1,327,242,132,7320,4,7,0,
750103,1,502,306,252,19800,4,6,0,
751518,1,462,303,115,12407,4,7,0,
752576,1,482,240,90,1267,2,6,0,
757670,1,458,267,198,6453,4,6,0,
761269,1,318,232,227,11580,4,6,0,
761301,1,385,283,159,6680,3,6,0,
762117,1,306,228,113,6020,4,6,0,
762140,1,336,251,175,12767,4,6,0,
762730,1,349,259,149,9980,4,6,0,
762738,1,415,277,155,12953,4,6,0,
762768,1,337,221,174,9900,4,6,0,
762769,1,416,275,107,9440,4,6,0,
764501,1,447,261,217,7853,3,6,0,
764827,1,310,224,118,5660,4,6,0,
765033,1,368,274,153,11780,4,6,0,
765841,1,348,260,234,15920,4,6,0,
765860,1,344,262,240,16087,4,6,0,
765942,1,329,247,106,3387,3,6,0,
765943,2,333,253,105,3293,3,6,0,
766485,1,504,304,201,8500,4,6,0,
767738,1,281,205,86,3413,4,6,0,
767885,1,507,304,200,6753,3,6,0,
767962,1,320,278,293,6980,3,6,0,
768175,1,303,226,156,3680,3,6,0,
769789,1,417,316,223,5480,3,6,0,
769790,1,326,316,266,6060,3,6,0,
770210,1,348,261,133,8840,4,7,0,
770675,1,308,229,116,5853,4,7,0,
772286,1,324,239,129,7280,4,7,0,
772900,1,331,251,110,3387,3,6,0,
774627,1,306,227,115,5840,4,6,0,
774963,1,303,225,115,5820,4,6,0,
779218,1,509,306,197,8320,4,6,0,
783798,1,339,174,165,6407,4,6,0,
784919,1,345,257,121,8100,4,7,0,
785166,1,313,207,113,5187,4,7,0,
786316,1,349,261,114,7480,4,7,0,
786419,1,432,214,86,4053,4,7,0,
787240,1,282,206,78,3393,4,7,0,
787557,1,351,258,69,4273,4,7,0,
787675,1,279,205,79,3100,4,7,0,
787729,1,352,260,87,6253,4,7,0,
789728,1,437,181,165,1333,2,6,0,
789922,1,297,243,193,3080,3,6,0,
790926,1,309,231,228,11713,4,7,0,
