1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
700381,1,307,243,333,10900,3,6,0,
700859,1,331,250,107,3333,3,6,0,
702245,1,301,233,123,5760,4,6,0,
702589,1,353,261,101,3373,3,6,0,
703334,1,307,231,113,5640,4,6,0,
704044,1,290,172,288,9793,3,6,0,
704053,1,370,275,71,3047,4,7,0,
704478,1,565,245,300,4600,2,6,0,
704602,1,387,194,204,2340,3,6,0,
704603,1,387,195,205,2253,3,6,0,
704768,1,443,261,219,6340,3,6,0,
704962,1,516,335,202,6013,3,6,0,
705450,1,348,259,115,7527,4,7,0,
707564,1,317,167,243,5447,3,6,0,
707700,1,204,186,112,1933,3,6,0,
708186,2,395,185,175,5520,3,6,0,
710303,1,309,229,118,5833,4,6,0,
717636,1,308,209,190,2020,2,6,0,
717852,1,351,260,100,3360,3,6,0,
719522,1,286,213,209,8920,4,8,0,
719620,1,286,214,206,8960,4,8,0,
720296,1,325,251,101,4560,4,6,0,
723041,1,307,231,114,6340,4,6,0,
724174,1,310,230,115,5960,4,6,0,
732022,1,539,121,80,3547,4,7,0,
733148,1,306,230,115,5867,4,7,0,
733606,1,369,279,172,12873,4,6,0,
733734,1,413,269,105,8253,4,6,0,
736672,1,462,301,114,12227,4,7,0,
737255,1,354,261,149,10820,4,7,0,
737989,1,345,262,114,7500,4,7,0,
738197,1,307,209,193,2260,2,6,0,
739054,1,346,262,114,7593,4,7,0,
739070,1,415,273,105,8540,4,7,0,
740923,1,457,240,159,5447,3,6,0,
741172,1,247,184,205,6520,4,6,0,
741173,1,245,180,212,6620,4,6,0,
743452,1,281,205,105,4180,4,7,0,
747084,1,500,304,199,8300,3,6,0,
748724,1,352,262,88,6240,4,7,0,
749066,1,327,240,131,7333,4,7,0,
749236,1,312,204,110,5200,4,7,0,
752324,1,404,265,221,8947,3,6,0,
752710,1,347,225,157,3320,3,6,0,
761269,1,318,232,227,11580,4,6,0,
761695,1,304,226,115,5960,4,6,0,
762730,1,349,259,149,9980,4,6,0,
763520,1,425,323,134,2860,3,6,0,
765131,1,327,242,128,7263,4,7,0,
765577,1,481,239,90,1273,2,6,0,
765944,1,336,251,108,3367,3,6,0,
767737,1,308,228,116,5900,4,6,0,
767738,1,281,205,86,3413,4,6,0,
768132,1,351,261,150,10773,4,7,0,
769670,1,303,239,231,5640,3,6,0,
770564,1,434,327,133,13900,4,6,0,
771039,1,311,244,173,4807,3,6,0,
772900,1,331,251,110,3387,3,6,0,
773925,1,362,266,82,4880,3,7,0,
776019,1,304,248,254,11940,4,6,0,
780148,1,306,167,165,3167,3,6,0,
782770,1,441,262,218,6113,4,6,0,
783060,1,305,253,206,2880,3,6,0,
783128,1,442,186,162,1280,2,6,0,
783772,1,275,202,104,4180,4,7,0,
786442,2,313,208,112,5147,4,7,0,
786730,1,355,261,89,6227,4,7,0,
787240,1,282,206,78,3393,4,7,0,
787325,1,465,305,106,10967,4,6,0,
787732,1,352,260,86,6307,4,7,0,
789812,1,402,251,292,5520,3,6,0,
790275,1,351,260,114,7493,4,7,0,
791931,1,275,203,101,4120,4,7,0,
793270,1,407,253,290,5500,3,6,0,
793592,2,459,396,163,4467,3,6,0,
795469,2,480,331,161,5120,4,6,0,
795918,1,378,200,144,1800,2,7,0,
799564,1,413,272,104,8553,4,7,0,
