1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
603588,1,327,245,122,8500,4,7,0,
700125,1,414,273,80,7020,4,7,0,
700282,1,301,276,204,5413,3,6,0,
701705,1,409,308,118,11660,4,6,0,
702918,1,410,305,120,10740,4,6,0,
703269,1,386,254,67,4240,4,7,0,
703307,1,381,185,172,4793,3,6,0,
704025,1,290,170,286,9707,3,6,0,
704303,1,540,347,191,10620,4,6,0,
704415,1,419,265,329,5460,3,6,0,
704478,1,565,245,300,4600,2,6,0,
704760,1,341,268,281,7320,3,6,0,
704956,1,287,267,201,2547,3,6,0,
705039,1,365,227,191,5767,3,6,0,
705430,1,348,259,115,7387,4,7,0,
705459,1,348,259,115,7520,4,7,0,
707477,1,372,195,209,11573,3,7,0,
707564,1,317,167,243,5447,3,6,0,
707700,1,204,186,112,1933,3,6,0,
708175,1,306,133,171,3740,3,6,0,
708994,1,438,324,93,5793,4,7,0,
713413,1,283,211,73,3327,4,6,0,
715487,1,347,261,227,15627,4,7,0,
717636,1,308,209,190,2020,2,6,0,
723018,1,242,138,150,1080,3,6,0,
723266,1,305,168,168,2600,3,6,0,
727488,1,281,208,86,3380,4,6,0,
728931,1,339,259,104,3213,3,6,0,
729410,1,344,257,104,3280,3,6,0,
733302,1,307,229,116,5840,4,7,0,
733698,1,350,262,148,10140,4,6,0,
733718,1,289,223,136,6547,4,6,0,
733724,1,287,225,137,6440,4,6,0,
734757,1,411,306,123,11520,4,6,0,
737114,1,457,302,115,12573,4,7,0,
737519,1,328,252,110,3287,3,6,0,
737714,1,305,229,227,12460,4,7,0,
737725,1,351,260,151,10673,4,7,0,
739022,1,415,272,209,16893,4,7,0,
739044,1,349,257,114,7587,4,7,0,
739294,1,251,201,137,2193,3,7,0,
739364,1,309,230,116,5913,4,7,0,
739512,1,458,304,118,11400,4,7,0,
740703,1,490,330,157,3540,3,6,0,
740713,1,308,232,116,6213,4,6,0,
740775,1,321,241,158,9047,4,6,0,
744565,1,371,335,168,2513,3,6,0,
744924,1,301,243,259,11507,4,6,0,
746430,1,345,261,132,8227,4,7,0,
747083,1,503,303,199,8327,3,6,0,
747086,1,505,202,200,8060,3,6,0,
747090,1,500,308,200,8267,3,6,0,
748547,1,287,138,120,2773,4,7,0,
750103,1,502,306,252,19800,4,6,0,
750419,1,395,196,129,2500,3,6,0,
755253,1,277,153,195,2513,4,7,0,
755958,1,403,133,197,3433,3,6,0,
759662,1,397,289,82,870,2,6,0,
761275,1,305,227,115,5920,4,7,0,
762386,1,308,255,208,2480,3,6,0,
762671,1,275,189,372,6140,4,6,0,
762750,1,449,341,130,14013,4,6,0,
763558,1,308,178,142,6120,3,7,0,
764568,1,304,206,193,2333,2,6,0,
764816,1,413,308,121,11207,4,6,0,
765033,1,368,274,153,11780,4,6,0,
766166,1,347,271,68,4320,4,7,0,
768132,1,351,261,150,10773,4,7,0,
771073,1,325,246,148,8860,4,6,0,
771636,1,535,222,80,887,2,6,0,
773849,1,401,274,201,5460,4,6,0,
774727,1,253,181,121,2027,3,7,0,
774964,1,305,228,117,5900,4,6,0,
777882,1,345,195,150,5833,3,6,0,
779666,1,379,255,207,3680,3,6,0,
780113,1,598,345,213,10547,3,6,0,
781589,1,504,240,200,8153,4,6,0,
782075,1,322,248,146,8800,4,6,0,
782551,1,403,204,201,5420,3,6,0,
783267,1,398,289,82,860,1,6,0,
783437,1,420,190,160,1300,1,6,0,
784015,1,503,240,199,8120,4,6,0,
784147,1,349,261,116,7580,4,7,0,
784991,1,306,228,115,5880,4,7,0,
787267,1,306,227,116,5913,4,6,0,
789416,1,399,294,114,1080,2,6,0,
790145,1,600,391,211,10727,3,6,0,
790439,1,327,207,124,6993,3,3,0,
790926,1,309,231,228,11713,4,7,0,
794849,1,366,227,199,4593,3,6,0,
799564,1,413,272,104,8553,4,7,0,
