1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
600594,1,462,303,115,12320,4,7,0,
600595,1,457,302,115,12333,4,7,0,
601032,1,464,301,115,12333,4,7,0,
700125,1,414,273,80,7020,4,7,0,
700404,1,311,229,226,11900,4,6,0,
700859,1,331,250,107,3333,3,6,0,
701080,1,305,227,117,5960,4,6,0,
703205,1,388,254,220,11920,4,6,0,
703207,1,384,254,222,11947,4,6,0,
703336,1,305,229,114,5807,4,6,0,
704002,1,309,228,229,11553,4,7,0,
704027,1,290,172,285,9787,3,6,0,
704028,1,293,170,283,9773,3,6,0,
704044,1,290,172,288,9793,3,6,0,
704049,1,290,172,288,9767,4,6,0,
704054,1,365,272,73,3093,4,7,0,
704539,1,334,244,150,9320,4,6,0,
704586,1,306,205,192,1907,2,6,0,
704757,8,501,267,192,10107,3,6,0,
704768,10,443,261,219,6340,3,6,0,
704796,1,325,235,166,3405,3,6,0,
704801,2,387,192,205,2213,3,6,0,
704880,1,455,279,286,4773,2,6,0,
704944,1,307,243,333,10840,3,6,0,
704945,1,369,229,188,4573,2,6,0,
704956,1,287,267,201,2547,3,6,0,
705053,1,498,214,183,7087,3,6,0,
705080,1,444,329,200,16460,4,6,0,
705423,1,348,259,115,7533,4,7,0,
705459,1,348,259,115,7520,4,7,0,
705471,1,415,273,81,6780,4,7,0,
705889,2,504,238,198,8173,3,6,0,
707477,1,372,195,209,11573,3,7,0,
707681,1,347,258,172,12760,4,6,0,
708118,1,485,205,248,17820,4,6,0,
708124,1,382,328,259,8800,4,6,0,
708186,2,395,185,175,5520,3,6,0,
708198,2,303,131,174,2847,3,6,0,
708232,1,311,230,150,9000,4,6,0,
708263,2,305,132,173,2733,3,6,0,
710693,1,412,309,122,10927,4,6,0,
712748,1,338,224,88,4960,4,6,0,
712818,1,307,230,228,11487,4,7,0,
715487,1,347,261,227,15627,4,7,0,
716773,1,203,192,178,2540,3,6,0,
717596,1,249,195,144,1033,3,7,0,
717852,1,351,260,100,3360,3,6,0,
718889,1,446,259,218,6087,4,6,0,
722022,1,440,219,196,11007,4,6,0,
722549,1,353,261,164,12187,4,6,0,
723015,1,498,383,186,4820,3,6,0,
723017,1,573,256,185,3067,2,6,0,
723510,1,367,219,195,5840,3,6,0,
724174,1,310,230,115,5960,4,6,0,
725278,1,500,490,195,9340,3,6,0,
727182,1,355,264,114,8860,4,6,0,
727952,2,245,137,201,940,2,6,0,
728473,1,433,189,161,1220,1,6,0,
728771,1,294,193,287,10067,3,6,0,
731574,1,497,242,197,8113,4,6,0,
732527,1,309,229,117,5813,4,7,0,
732529,1,414,307,105,9660,4,7,0,
732796,1,353,260,165,12253,4,6,0,
732799,1,352,260,164,11987,4,6,0,
733149,1,305,229,115,5933,4,7,0,
733842,1,371,226,190,4567,3,6,0,
735615,1,352,263,55,3153,4,7,0,
735616,1,347,262,57,3067,4,7,0,
736672,1,462,301,114,12227,4,7,0,
736751,1,411,154,202,1960,2,7,0,
737101,1,460,303,65,6847,4,7,0,
737881,1,457,263,199,6460,3,6,0,
738654,1,327,242,129,7233,4,7,0,
738943,1,367,280,150,11740,4,6,0,
738986,1,346,259,113,7527,4,7,0,
739000,1,351,261,115,7460,4,7,0,
739136,1,410,270,104,8413,4,7,0,
739512,1,458,304,118,11400,4,7,0,
740702,1,390,304,158,2487,3,6,0,
740703,1,490,330,157,3540,3,6,0,
740752,1,349,253,183,2680,4,6,0,
740975,1,411,310,121,11047,4,6,0,
741367,1,419,308,104,9493,4,7,0,
743369,5,302,179,379,6220,3,6,0,
743757,1,287,139,119,2800,4,7,0,
746241,1,348,259,68,4233,4,7,0,
746322,1,352,259,68,4300,4,7,0,
746378,1,173,146,189,1827,3,7,0,
746430,1,345,261,132,8227,4,7,0,
747075,1,500,200,202,8060,3,6,0,
747080,1,507,305,199,8447,3,6,0,
747084,1,500,304,199,8300,3,6,0,
