1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600595,1,457,302,115,12333,4,7,0,
601032,1,464,301,115,12333,4,7,0,
601571,1,462,304,115,12100,4,6,0,
603417,1,309,232,121,5920,4,6,0,
700331,1,355,263,112,8573,4,6,0,
700831,1,302,203,190,1887,2,6,0,
701857,1,316,256,210,3500,2,6,0,
702589,1,353,261,101,3373,3,6,0,
704002,1,309,228,229,11553,4,7,0,
704016,1,306,225,231,11713,4,7,0,
704024,1,308,230,227,11627,4,7,0,
704025,1,290,170,286,9707,3,6,0,
704027,1,290,172,285,9787,3,6,0,
704076,1,461,307,115,11673,4,7,0,
704078,1,459,305,115,11613,4,7,0,
704579,1,306,205,192,1800,2,6,0,
704796,1,325,235,166,3405,3,6,0,
704948,1,309,243,334,9413,3,6,0,
705471,1,415,273,81,6780,4,7,0,
707477,1,372,195,209,11573,3,7,0,
707899,1,323,239,131,7347,4,7,0,
708175,1,306,133,171,3740,3,6,0,
708183,1,304,131,177,2447,3,6,0,
708184,1,305,130,179,2420,3,6,0,
713677,1,481,330,163,3840,3,6,0,
716078,1,281,206,85,3507,4,6,0,
716924,1,374,278,150,12393,4,6,0,
718208,1,309,209,189,2240,2,6,0,
718855,1,309,227,117,5933,4,6,0,
718910,1,277,205,86,3500,4,6,0,
722709,1,354,262,158,12300,4,6,0,
722822,1,447,269,215,7847,3,6,0,
724690,1,308,205,191,2310,2,6,0,
728931,1,339,259,104,3213,3,6,0,
729927,1,355,261,116,7573,4,7,0,
733153,1,305,229,115,5900,4,7,0,
733716,1,293,223,135,6540,4,6,0,
733842,1,371,226,190,4567,3,6,0,
734588,1,311,231,112,5907,4,6,0,
735873,1,348,261,120,7920,4,6,0,
736672,1,462,301,114,12227,4,7,0,
736860,1,502,245,200,8100,4,6,0,
737218,1,324,242,132,7693,4,7,0,
737519,1,328,252,110,3287,3,6,0,
738995,1,345,259,114,7480,4,7,0,
739002,1,413,275,208,16880,4,7,0,
739195,1,413,273,104,8327,4,7,0,
740702,1,390,304,158,2487,3,6,0,
740703,1,490,330,157,3540,3,6,0,
741170,1,284,214,230,9120,4,6,0,
741175,1,245,184,214,6487,4,6,0,
744565,1,371,335,168,2513,3,6,0,
747084,1,500,304,199,8300,3,6,0,
747092,1,506,304,200,8260,4,6,0,
747676,1,291,193,284,9980,4,6,0,
748201,1,309,209,190,2287,2,6,0,
754596,1,307,207,192,2353,2,6,0,
755655,1,506,240,199,7467,3,6,0,
756546,1,440,181,163,1340,2,6,0,
756966,1,311,231,228,11727,4,7,0,
757908,1,327,243,131,7367,4,7,0,
758086,1,283,205,104,4160,4,7,0,
760193,1,500,240,197,6873,3,6,0,
761453,1,346,261,104,3313,4,6,0,
761673,1,308,230,225,12100,4,6,0,
762108,1,306,231,228,11907,4,6,0,
764568,1,304,206,193,2333,2,6,0,
765044,1,357,233,186,11553,4,6,0,
765131,1,327,242,128,7263,4,7,0,
765369,1,463,303,105,11180,4,6,0,
765844,1,348,261,108,6740,4,6,0,
765846,1,349,262,108,6913,4,6,0,
765862,1,351,262,235,16133,4,6,0,
765943,1,333,253,105,3293,3,6,0,
765944,1,336,251,108,3367,3,6,0,
766168,1,354,262,67,4187,4,7,0,
767732,1,309,228,116,6067,4,6,0,
768175,1,303,226,156,3680,3,6,0,
768200,1,309,209,193,2320,2,6,0,
769520,1,311,239,231,12127,4,7,0,
769721,1,314,238,130,7880,4,6,0,
770971,1,311,230,116,5733,4,6,0,
772302,1,308,209,192,2260,2,6,0,
774963,1,303,225,115,5820,4,6,0,
785224,1,311,229,116,5860,4,7,0,
785841,1,496,243,202,8180,4,6,0,
786238,1,399,343,299,12327,4,6,0,
786735,1,353,261,89,6340,4,7,0,
787240,1,282,206,78,3393,4,7,0,
788720,1,353,260,89,6207,4,7,0,
790769,1,249,143,193,3007,3,8,0,
790777,1,300,242,123,3340,3,6,0,
794918,1,349,260,116,8133,4,7,0,
797724,1,242,138,150,1100,3,6,0,
