1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
603588,1,327,245,122,8500,4,7,0,
700986,1,350,260,109,8540,4,6,0,
701080,1,305,227,117,5960,4,6,0,
703896,1,381,246,141,5900,3,6,0,
704076,1,461,307,115,11673,4,7,0,
704097,1,365,271,76,2980,4,6,0,
704589,1,306,205,192,1907,2,6,0,
704590,1,306,205,192,1780,2,6,0,
704945,1,369,229,188,4573,2,6,0,
705448,1,348,259,115,7507,4,7,0,
706861,1,304,225,231,11760,4,6,0,
708120,1,441,409,154,18973,4,6,0,
708183,1,304,131,177,2447,3,6,0,
708186,1,395,185,175,5520,3,6,0,
708196,1,303,127,173,2827,3,6,0,
708212,1,308,205,192,2040,2,6,0,
708262,1,303,129,173,1840,3,6,0,
709172,1,374,303,110,1053,2,6,0,
710301,1,309,228,117,5780,4,6,0,
710303,1,309,229,118,5833,4,6,0,
711079,1,308,228,114,5940,4,6,0,
713413,1,283,211,73,3327,4,6,0,
714798,1,277,147,195,2480,3,6,0,
718199,1,311,210,192,2373,2,6,0,
718208,1,309,209,189,2240,2,6,0,
718813,1,281,205,85,3447,4,6,0,
722021,1,445,260,218,6407,3,6,0,
733148,1,306,230,115,5867,4,7,0,
733660,1,369,282,173,13220,4,6,0,
733842,1,371,226,190,4567,3,6,0,
735865,1,350,261,120,8027,4,6,0,
735873,1,348,261,120,7920,4,6,0,
737251,1,279,206,105,4200,4,7,0,
737721,1,352,260,149,10707,4,7,0,
740589,1,349,259,114,8620,4,6,0,
740714,1,306,230,114,6180,4,6,0,
741171,1,242,180,206,6620,4,6,0,
742092,1,270,206,146,5940,4,6,0,
746264,1,263,173,68,2000,4,7,0,
746265,1,205,151,185,2507,3,7,0,
746430,1,345,261,132,8227,4,7,0,
747084,1,500,304,199,8300,3,6,0,
747686,1,356,260,116,8440,4,6,0,
748207,1,305,209,191,2287,2,6,0,
748873,1,252,119,146,1160,3,6,0,
750111,1,601,281,209,10440,3,6,0,
752303,1,423,330,202,9247,3,6,0,
755958,1,403,133,197,3433,3,6,0,
758525,1,285,138,122,2787,4,7,0,
759572,1,520,267,117,5873,3,6,0,
761064,1,356,264,114,8920,4,6,0,
761234,1,311,227,232,11420,4,6,0,
761235,1,309,229,227,11820,4,6,0,
761788,1,421,275,70,5780,4,6,0,
762671,1,275,189,372,6140,4,6,0,
763559,1,296,180,144,6260,3,7,0,
765044,1,357,233,186,11553,4,6,0,
765711,1,306,228,228,11873,4,6,0,
765841,1,348,260,234,15920,4,6,0,
765862,1,351,262,235,16133,4,6,0,
765942,1,329,247,106,3387,3,6,0,
766161,1,353,261,68,4200,4,7,0,
766168,1,354,262,67,4187,4,7,0,
768932,1,305,253,229,5780,3,6,0,
769600,1,372,280,150,12360,4,6,0,
772295,1,347,262,77,4713,4,7,0,
772297,1,201,133,194,2007,3,7,0,
774324,1,394,196,132,2520,3,6,0,
780145,1,308,170,162,3160,3,6,0,
787240,1,282,206,78,3393,4,7,0,
789452,1,275,210,278,11193,4,8,0,
