1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
601571,1,462,304,115,12100,4,6,0,
702589,1,353,261,101,3373,3,6,0,
703267,1,276,211,60,2180,3,6,0,
703307,1,381,185,172,4793,3,6,0,
703675,1,304,137,175,2380,3,6,0,
703951,1,370,274,71,3067,4,7,0,
704043,1,371,271,71,2820,4,7,0,
704055,1,370,271,72,3060,3,7,0,
704480,1,567,249,277,4733,2,6,0,
704602,1,387,194,204,2340,3,6,0,
704603,1,387,195,205,2253,3,6,0,
704859,1,457,279,290,4767,2,6,0,
704890,1,404,200,200,5400,3,6,0,
704945,1,369,229,188,4573,2,6,0,
704956,1,287,267,201,2547,3,6,0,
704957,1,284,269,201,2600,3,6,0,
705055,1,345,291,235,3920,3,6,0,
705450,1,348,259,115,7527,4,7,0,
705471,1,415,273,81,6780,4,7,0,
705474,1,349,262,227,15467,4,7,0,
706248,1,400,180,224,4280,3,6,0,
706621,1,490,258,239,5420,3,6,0,
706623,1,305,129,174,1780,3,6,0,
707171,1,308,204,190,2260,2,6,0,
707565,1,363,223,195,4967,3,6,0,
707700,1,204,186,112,1933,3,6,0,
707785,1,343,191,191,2420,2,6,0,
707902,1,333,191,195,2420,2,6,0,
707917,1,277,205,105,4133,4,7,0,
708124,1,382,328,259,8800,4,6,0,
708186,1,395,185,175,5520,3,6,0,
708255,1,419,194,235,6200,3,6,0,
708260,1,303,134,173,2620,3,6,0,
708262,1,303,129,173,1840,3,6,0,
708263,1,305,132,173,2733,3,6,0,
708567,1,357,259,168,12460,4,6,0,
709520,1,281,205,105,4160,4,7,0,
710301,1,309,228,117,5780,4,6,0,
710638,1,308,229,231,12153,4,6,0,
712150,1,290,218,118,1393,2,6,0,
712600,1,410,273,101,8140,4,6,0,
712748,1,338,224,88,4960,4,6,0,
713749,1,309,228,115,5760,4,6,0,
714699,1,279,147,196,2507,3,6,0,
715009,1,490,258,240,7060,3,6,0,
716817,1,394,196,133,2493,2,6,0,
716908,1,465,302,114,11380,4,6,0,
717942,1,308,229,116,5830,4,6,0,
718245,1,287,284,193,8607,4,8,0,
718855,1,309,227,117,5933,4,6,0,
719522,1,286,213,209,8920,4,8,0,
720600,1,308,227,115,6007,4,6,0,
721930,1,429,188,159,1300,1,6,0,
722705,1,357,261,158,12300,4,6,0,
722878,1,309,230,117,5780,4,6,0,
723510,1,367,219,195,5840,3,6,0,
724311,1,310,230,114,6047,4,7,0,
724690,1,308,205,191,2310,2,6,0,
726985,1,324,248,123,8360,4,6,0,
728771,1,294,193,287,10067,3,6,0,
729921,1,354,259,117,7547,4,7,0,
730757,1,415,280,104,8507,4,7,0,
731307,1,245,147,141,1760,3,7,0,
731408,1,279,209,148,5707,4,7,0,
731574,1,497,242,197,8113,4,6,0,
732529,1,414,307,105,9660,4,7,0,
733148,1,306,230,115,5867,4,7,0,
733153,1,305,229,115,5900,4,7,0,
733698,1,350,262,148,10140,4,6,0,
733722,1,292,223,135,6573,4,6,0,
734996,1,301,225,114,5807,4,7,0,
735626,1,347,267,56,3167,4,7,0,
736816,1,400,135,193,3200,3,7,0,
736854,1,308,231,115,5987,4,6,0,
736957,1,392,200,201,2180,3,6,0,
736961,1,394,194,203,2193,3,6,0,
737103,1,352,265,147,10900,4,7,0,
737136,1,412,311,120,9740,4,7,0,
737218,1,324,242,132,7693,4,7,0,
737239,1,351,259,151,10707,4,7,0,
737309,1,467,305,107,10947,4,6,0,
737519,1,328,252,110,3287,3,6,0,
737721,1,352,260,149,10707,4,7,0,
737933,1,503,260,200,8033,3,6,0,
737987,1,349,262,115,7560,4,7,0,
738872,1,249,117,151,1160,3,6,0,
739090,1,420,276,212,16920,4,7,0,
739195,1,413,273,104,8327,4,7,0,
739214,1,253,209,135,1093,3,7,0,
739254,1,251,205,138,2173,3,7,0,
739306,1,309,227,115,5920,4,7,0,
739528,1,373,199,209,11660,3,7,0,
739742,1,246,171,91,740,4,7,0,
740582,1,351,263,149,10953,4,7,0,
740714,1,306,230,114,6180,4,6,0,
