1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
700281,1,281,148,195,2527,3,6,0,
700352,1,307,228,115,5827,4,6,0,
700391,1,348,262,154,10907,4,7,0,
700604,1,538,348,192,10560,4,6,0,
703671,1,306,132,175,2480,3,6,0,
704128,1,388,243,144,7433,3,6,0,
704602,4,387,194,204,2340,3,6,0,
704757,1,501,267,192,10107,3,6,0,
704768,6,443,261,219,6340,3,6,0,
704801,4,387,192,205,2213,3,6,0,
704805,4,394,196,203,2200,3,6,0,
704948,1,309,243,334,9413,3,6,0,
707700,1,204,186,112,1933,3,6,0,
708172,1,306,132,176,2300,3,6,0,
708176,1,304,131,174,2300,3,6,0,
708263,1,305,132,173,2733,3,6,0,
716445,1,338,253,139,8700,4,6,0,
719620,1,286,214,206,8960,4,8,0,
720296,1,325,251,101,4560,4,6,0,
724354,1,332,251,108,3447,3,6,0,
725695,1,501,239,202,7400,4,6,0,
728720,1,436,323,92,5773,4,7,0,
728771,1,294,193,287,10067,3,6,0,
730757,1,415,280,104,8507,4,7,0,
731408,1,279,209,148,5707,4,7,0,
731432,1,317,234,116,5973,4,7,0,
733309,1,330,247,85,4500,4,7,0,
735116,1,325,241,132,7267,4,7,0,
736390,1,320,154,187,6000,3,6,0,
738722,1,323,239,130,7440,4,7,0,
738995,1,345,259,114,7480,4,7,0,
738996,1,344,259,114,7527,4,7,0,
739070,1,415,273,105,8540,4,7,0,
739163,1,325,242,131,7427,4,7,0,
739224,1,407,253,144,3920,3,7,0,
739512,1,458,304,118,11400,4,7,0,
739528,1,373,199,209,11660,3,7,0,
740713,1,308,232,116,6213,4,6,0,
740754,1,307,224,165,8767,4,6,0,
740923,1,457,240,159,5447,3,6,0,
742078,1,290,220,191,7300,4,6,0,
743369,4,302,179,379,6220,3,6,0,
746557,1,255,148,172,2200,2,7,0,
747075,1,500,200,202,8060,3,6,0,
747080,1,507,305,199,8447,3,6,0,
747086,1,505,202,200,8060,3,6,0,
750103,1,502,306,252,19800,4,6,0,
751266,1,353,265,100,3507,3,6,0,
755724,1,305,230,117,5853,4,7,0,
755960,1,400,135,189,3327,3,6,0,
759709,1,349,261,115,7513,4,7,0,
761241,1,276,202,85,3313,4,6,0,
761269,2,318,232,227,11580,4,6,0,
761661,5,307,231,228,11947,4,6,0,
763548,1,306,179,143,6393,3,7,0,
764501,6,447,261,217,7853,3,6,0,
764825,1,309,229,117,5780,4,6,0,
765577,1,481,239,90,1273,2,6,0,
765941,1,330,249,105,3400,3,6,0,
766174,1,349,263,130,8513,4,7,0,
767725,1,258,175,114,3520,4,6,0,
767728,1,310,230,116,5900,4,6,0,
767742,1,308,228,117,5953,4,6,0,
770200,1,350,262,68,4420,3,7,0,
771636,1,535,222,80,887,2,6,0,
773888,1,449,261,219,7713,4,6,0,
780785,1,313,292,103,3820,4,7,0,
781504,1,456,306,124,12233,4,6,0,
791931,1,275,203,101,4120,4,7,0,
