1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
700309,1,386,193,205,2207,3,6,0,
700859,5,331,250,107,3333,3,6,0,
703438,1,301,231,175,5307,4,6,0,
704002,1,309,228,229,11553,4,7,0,
704014,1,307,226,231,11680,4,7,0,
704016,1,306,225,231,11713,4,7,0,
704024,1,308,230,227,11627,4,7,0,
704028,1,293,170,283,9773,3,6,0,
704044,1,290,172,288,9793,3,6,0,
704256,1,367,272,71,3040,4,7,0,
704580,1,306,205,192,1840,2,6,0,
704603,1,387,195,205,2253,3,6,0,
704740,1,290,189,289,9967,3,6,0,
704768,2,443,261,219,6340,3,6,0,
704798,1,391,196,207,2480,3,6,0,
704945,1,369,229,188,4573,2,6,0,
705039,1,365,227,191,5767,3,6,0,
705040,1,303,222,133,7347,4,6,0,
705162,1,337,249,173,12713,4,6,0,
705163,1,337,249,173,12800,4,6,0,
707171,1,308,204,190,2260,2,6,0,
707647,1,338,253,172,13380,4,6,0,
707700,1,204,186,112,1933,3,6,0,
708107,1,506,322,122,14280,4,6,0,
708116,1,421,271,227,17780,4,6,0,
708128,1,395,236,219,5827,3,6,0,
708130,1,394,237,219,5840,3,6,0,
708183,2,304,131,177,2447,3,6,0,
708212,1,308,205,192,2040,2,6,0,
708680,1,296,173,283,8667,4,6,0,
716265,1,347,260,114,7320,4,7,0,
718186,2,357,263,168,12400,4,6,0,
718199,1,311,210,192,2373,2,6,0,
718889,1,446,259,218,6087,4,6,0,
721998,2,441,261,221,6387,3,6,0,
722021,1,445,260,218,6407,3,6,0,
722105,1,447,262,217,6393,3,6,0,
722224,1,300,253,207,2680,3,6,0,
722705,1,357,261,158,12300,4,6,0,
723041,1,307,231,114,6340,4,6,0,
723510,1,367,219,195,5840,3,6,0,
727800,1,471,247,190,11820,4,6,0,
732607,1,413,306,105,9947,4,7,0,
733179,1,301,220,167,12280,4,6,0,
736854,1,308,231,115,5987,4,6,0,
736961,1,394,194,203,2193,3,6,0,
737721,1,352,260,149,10707,4,7,0,
737990,1,345,261,114,7473,4,7,0,
738197,2,307,209,193,2260,2,6,0,
739747,1,249,193,103,2953,4,7,0,
739991,1,395,199,175,11820,4,7,0,
740721,1,281,207,104,4223,4,6,0,
740753,1,307,222,165,8840,4,6,0,
741170,1,284,214,230,9120,4,6,0,
746261,1,367,195,137,5967,2,6,0,
746430,1,345,261,132,8227,4,7,0,
747093,1,507,304,201,8300,3,6,0,
749062,1,327,243,130,7280,4,7,0,
751266,1,353,265,100,3507,3,6,0,
752434,1,307,228,117,5787,4,6,0,
761147,2,413,308,123,11060,4,6,0,
761671,1,308,227,227,12087,4,6,0,
761701,1,281,207,167,7100,4,6,0,
761788,1,421,275,70,5780,4,6,0,
762075,1,310,230,226,12013,4,6,0,
762140,1,336,251,175,12767,4,6,0,
762766,1,416,308,120,11200,4,6,0,
763443,1,431,213,85,4007,4,7,0,
764827,1,310,224,118,5660,4,6,0,
765711,1,306,228,228,11873,4,6,0,
765943,3,333,253,105,3293,3,6,0,
767651,1,244,134,210,940,2,6,0,
767670,1,309,229,115,5840,4,6,0,
767741,1,309,228,117,5920,4,6,0,
767746,1,310,229,115,6000,4,6,0,
768200,1,309,209,193,2320,2,6,0,
768879,1,367,271,74,3060,4,7,0,
769014,1,345,261,237,16593,4,6,0,
769851,1,507,299,205,7540,4,6,0,
770096,1,294,166,289,9680,4,6,0,
770786,1,314,293,103,3847,4,7,0,
770787,1,322,294,100,3840,4,7,0,
772044,1,410,274,105,9520,4,6,0,
773384,1,326,243,130,7333,4,7,0,
774655,1,413,274,79,6420,4,6,0,
774750,1,441,240,156,6127,2,6,0,
774964,1,305,228,117,5900,4,6,0,
775556,1,268,196,162,2060,3,7,0,
778781,1,321,241,196,11560,4,7,0,
780136,1,600,281,206,10373,3,6,0,
780148,1,306,167,165,3167,3,6,0,
783765,1,370,269,163,13187,4,6,0,
785593,1,313,209,94,4207,4,7,0,
786417,1,329,240,126,7213,4,7,0,
786730,1,355,261,89,6227,4,7,0,
787240,1,282,206,78,3393,4,7,0,
789285,1,369,255,205,3627,3,6,0,
790439,1,327,207,124,6993,3,3,0,
791935,1,349,259,120,8500,4,7,0,
793270,1,407,253,290,5500,3,6,0,
799830,1,255,245,205,3187,3,6,0,
