1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
601571,1,462,304,115,12100,4,6,0,
700026,1,326,238,160,8980,4,6,0,
700267,1,276,149,188,2500,3,7,0,
700282,1,301,276,204,5413,3,6,0,
700391,1,348,262,154,10907,4,7,0,
700859,1,331,250,107,3333,3,6,0,
701728,1,507,207,199,6280,3,6,0,
702261,1,309,238,127,6067,4,6,0,
704025,1,290,170,286,9707,3,6,0,
704043,1,371,271,71,2820,4,7,0,
704044,1,290,172,288,9793,3,6,0,
704049,1,290,172,288,9767,4,6,0,
704055,1,370,271,72,3060,3,7,0,
704076,1,461,307,115,11673,4,7,0,
704078,1,459,305,115,11613,4,7,0,
704256,1,367,272,71,3040,4,7,0,
704603,1,387,195,205,2253,3,6,0,
704963,1,287,265,205,2693,2,6,0,
705699,1,459,303,115,12433,4,7,0,
705900,1,295,172,287,9840,4,6,0,
705966,1,305,130,175,1700,3,6,0,
707477,1,372,195,209,11573,3,7,0,
708183,1,304,131,177,2447,3,6,0,
708186,1,395,185,175,5520,3,6,0,
708194,1,303,131,173,2687,3,6,0,
708198,1,303,131,174,2847,3,6,0,
708212,1,308,205,192,2040,2,6,0,
708680,1,296,173,283,8667,4,6,0,
710301,1,309,228,117,5780,4,6,0,
712818,1,307,230,228,11487,4,7,0,
715009,1,490,258,240,7060,3,6,0,
717582,1,247,196,145,1167,3,7,0,
718199,1,311,210,192,2373,2,6,0,
718208,1,309,209,189,2240,2,6,0,
719620,1,286,214,206,8960,4,8,0,
720489,1,281,207,85,3087,4,6,0,
722878,1,309,230,117,5780,4,6,0,
723015,1,498,383,186,4820,3,6,0,
723620,1,354,264,110,8380,4,6,0,
731307,1,245,147,141,1760,3,7,0,
731574,1,497,242,197,8113,4,6,0,
731999,1,277,207,86,3547,4,6,0,
732527,1,309,229,117,5813,4,7,0,
733148,1,306,230,115,5867,4,7,0,
734994,1,306,226,118,5840,4,7,0,
736672,1,462,301,114,12227,4,7,0,
737117,1,458,302,115,12647,4,7,0,
737309,1,467,305,107,10947,4,6,0,
737721,1,352,260,149,10707,4,7,0,
738197,1,307,209,193,2260,2,6,0,
738765,1,359,271,123,5540,4,6,0,
740714,1,306,230,114,6180,4,6,0,
741174,1,256,197,194,6547,4,6,0,
743756,1,282,133,116,2820,4,7,0,
743889,1,573,255,299,4640,3,6,0,
744076,1,394,241,217,5800,3,6,0,
745004,1,385,201,288,3760,3,6,0,
745694,1,506,242,199,7387,4,6,0,
746241,1,348,259,68,4233,4,7,0,
746265,1,205,151,185,2507,3,7,0,
746286,1,367,199,133,5933,3,6,0,
746430,1,345,261,132,8227,4,7,0,
747011,1,344,257,133,8360,4,7,0,
747075,1,500,200,202,8060,3,6,0,
747083,1,503,303,199,8327,3,6,0,
747086,1,505,202,200,8060,3,6,0,
747087,1,436,194,145,7807,4,6,0,
748207,1,305,209,191,2287,2,6,0,
750111,1,601,281,209,10440,3,6,0,
754596,1,307,207,192,2353,2,6,0,
755958,1,403,133,197,3433,3,6,0,
756481,1,362,261,69,4420,4,7,0,
756546,1,440,181,163,1340,2,6,0,
760192,1,293,168,290,8120,4,6,0,
761221,1,307,231,228,11800,4,6,0,
761671,1,308,227,227,12087,4,6,0,
761695,1,304,226,115,5960,4,6,0,
761705,1,313,233,227,11840,4,6,0,
762108,1,306,231,228,11907,4,6,0,
764075,1,231,133,214,1433,3,6,0,
764492,1,308,256,204,3107,3,6,0,
764643,1,308,206,190,2540,2,6,0,
765046,1,372,272,153,12127,4,6,0,
766161,1,353,261,68,4200,4,7,0,
767670,1,309,229,115,5840,4,6,0,
767746,1,310,229,115,6000,4,6,0,
768171,1,407,133,194,3407,3,6,0,
769429,1,549,253,276,4613,3,6,0,
769885,1,403,135,190,3220,3,6,0,
770374,1,310,231,112,6113,4,6,0,
770971,1,311,230,116,5733,4,6,0,
771073,1,325,246,148,8860,4,6,0,
771903,1,352,260,121,8453,4,7,0,
772302,1,308,209,192,2260,2,6,0,
774964,1,305,228,117,5900,4,6,0,
779171,1,372,298,113,1080,2,6,0,
779666,1,379,255,207,3680,3,6,0,
780148,1,306,167,165,3167,3,6,0,
783128,1,442,186,162,1280,2,6,0,
783202,1,304,227,114,5867,4,7,0,
785841,1,496,243,202,8180,4,6,0,
788710,1,486,333,163,4280,3,6,0,
791324,1,309,225,111,5900,4,6,0,
792284,1,248,122,151,1180,3,6,0,
792545,1,535,226,81,870,2,6,0,
794849,1,366,227,199,4593,3,6,0,
796664,1,308,256,205,3113,3,6,0,
797724,1,242,138,150,1100,3,6,0,
