1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
700401,1,314,230,230,11740,4,6,0,
700859,1,331,250,107,3333,3,6,0,
701728,1,507,207,199,6280,3,6,0,
703307,1,381,185,172,4793,3,6,0,
703338,1,303,230,115,5680,4,6,0,
703342,1,288,217,133,6620,4,6,0,
704049,1,290,172,288,9767,4,6,0,
704052,1,366,271,74,3053,4,7,0,
704303,1,540,347,191,10620,4,6,0,
704768,1,443,261,219,6340,3,6,0,
704798,1,391,196,207,2480,3,6,0,
704801,1,387,192,205,2213,3,6,0,
704805,1,394,196,203,2200,3,6,0,
704948,1,309,243,334,9413,3,6,0,
705148,1,337,251,174,12833,4,6,0,
705187,1,299,229,176,5140,4,6,0,
705482,1,349,261,228,15520,4,7,0,
705900,1,295,172,287,9840,4,6,0,
708186,1,395,185,175,5520,3,6,0,
708189,1,404,186,170,4960,3,6,0,
708198,1,303,131,174,2847,3,6,0,
708262,1,303,129,173,1840,3,6,0,
711159,1,403,315,124,10760,4,6,0,
712226,1,333,234,175,4767,3,6,0,
712748,1,338,224,88,4960,4,6,0,
716206,1,304,205,191,1660,2,6,0,
716995,1,327,249,122,8140,4,6,0,
717541,1,339,255,139,8700,4,6,0,
717916,1,330,249,139,8673,4,6,0,
718199,1,311,210,192,2373,2,6,0,
718910,1,277,205,86,3500,4,6,0,
719522,1,286,213,209,8920,4,8,0,
722021,1,445,260,218,6407,3,6,0,
722105,1,447,262,217,6393,3,6,0,
722549,1,353,261,164,12187,4,6,0,
723588,1,376,333,262,8640,3,6,0,
724174,1,310,230,115,5960,4,6,0,
725278,1,500,490,195,9340,3,6,0,
728923,1,336,269,104,3553,3,6,0,
731325,1,301,226,114,6000,4,6,0,
732529,1,414,307,105,9660,4,7,0,
733148,1,306,230,115,5867,4,7,0,
733842,1,371,226,190,4567,3,6,0,
734951,1,305,226,114,5387,4,6,0,
737114,1,457,302,115,12573,4,7,0,
737119,1,353,261,149,10847,4,7,0,
737255,1,354,261,149,10820,4,7,0,
737721,1,352,260,149,10707,4,7,0,
738765,1,359,271,123,5540,4,6,0,
739214,1,253,209,135,1093,3,7,0,
739528,1,373,199,209,11660,3,7,0,
740713,1,308,232,116,6213,4,6,0,
740751,1,311,218,168,8760,4,6,0,
740973,1,412,308,121,10953,4,6,0,
743808,1,403,134,197,3440,3,6,0,
744565,1,371,335,168,2513,3,6,0,
744914,1,365,277,185,5340,3,6,0,
746155,1,367,199,137,6067,2,6,0,
746241,1,348,259,68,4233,4,7,0,
746552,1,263,174,67,1987,4,7,0,
747086,1,505,202,200,8060,3,6,0,
747090,1,500,308,200,8267,3,6,0,
747686,1,356,260,116,8440,4,6,0,
748547,1,287,138,120,2773,4,7,0,
748979,1,307,240,233,6520,4,6,0,
750111,1,601,281,209,10440,3,6,0,
751518,1,462,303,115,12407,4,7,0,
752922,1,236,130,218,1367,2,6,0,
755086,1,307,227,113,5740,4,6,0,
756966,1,311,231,228,11727,4,7,0,
757022,1,253,183,127,2020,3,6,0,
759662,1,397,289,82,870,2,6,0,
760191,1,295,169,282,8207,4,6,0,
760192,1,293,168,290,8120,4,6,0,
760390,1,305,233,120,6053,4,6,0,
761191,1,309,229,116,5853,4,6,0,
761450,1,334,256,106,3320,3,6,0,
761666,1,307,230,231,11600,4,6,0,
761679,1,332,250,101,6200,3,6,0,
762671,1,275,189,372,6140,4,6,0,
763598,1,379,274,141,2633,3,7,0,
764191,1,415,305,159,15187,4,7,0,
764501,1,447,261,217,7853,3,6,0,
765044,1,357,233,186,11553,4,6,0,
765487,1,348,260,115,7500,4,7,0,
765686,1,306,230,226,12000,4,6,0,
765860,1,344,262,240,16087,4,6,0,
765976,1,329,252,108,3547,3,6,0,
766174,1,349,263,130,8513,4,7,0,
766210,1,393,126,177,1700,3,6,0,
767735,1,309,228,115,6007,4,6,0,
767746,1,310,229,115,6000,4,6,0,
768879,1,367,271,74,3060,4,7,0,
769412,1,413,274,77,6420,4,6,0,
769429,1,549,253,276,4613,3,6,0,
769856,1,404,137,191,3233,3,6,0,
770374,1,310,231,112,6113,4,6,0,
770971,1,311,230,116,5733,4,6,0,
771039,1,311,244,173,4807,3,6,0,
771759,1,600,301,211,10433,3,6,0,
772302,1,308,209,192,2260,2,6,0,
772900,1,331,251,110,3387,3,6,0,
779218,1,509,306,197,8320,4,6,0,
780136,1,600,281,206,10373,3,6,0,
783772,1,275,202,104,4180,4,7,0,
784252,1,276,203,104,4227,4,7,0,
785593,1,313,209,94,4207,4,7,0,
788710,1,486,333,163,4280,3,6,0,
789416,1,399,294,114,1080,2,6,0,
789812,1,402,251,292,5520,3,6,0,
790142,1,596,279,208,10280,3,6,0,
791474,1,394,295,111,1127,2,7,0,
791931,1,275,203,101,4120,4,7,0,
793270,1,407,253,290,5500,3,6,0,
793592,1,459,396,163,4467,3,6,0,
794818,1,405,131,188,3380,3,6,0,
794864,1,441,242,152,6107,3,6,0,
798375,1,454,303,119,11887,4,7,0,
799644,1,324,252,104,6280,3,6,0,
