1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600594,1,462,303,115,12320,4,7,0,
601571,1,462,304,115,12100,4,6,0,
608864,1,412,308,120,11707,4,6,0,
700986,1,350,260,109,8540,4,6,0,
701082,1,414,310,121,11393,4,6,0,
703674,1,303,131,177,2307,3,6,0,
704002,5,309,228,229,11553,4,7,0,
704040,1,491,295,315,6320,2,6,0,
704044,1,290,172,288,9793,3,6,0,
704415,1,419,265,329,5460,3,6,0,
704515,1,491,297,308,6233,2,6,0,
704740,1,290,189,289,9967,3,6,0,
704776,1,295,191,292,9940,3,6,0,
704784,1,296,189,290,9980,4,6,0,
705199,1,298,231,156,3320,3,6,0,
705218,1,348,259,149,9953,4,6,0,
705448,1,348,259,115,7507,4,7,0,
705451,1,348,259,115,7573,4,7,0,
707564,1,317,167,243,5447,3,6,0,
708189,1,404,186,170,4960,3,6,0,
708263,1,305,132,173,2733,3,6,0,
713977,1,215,150,197,1940,3,7,0,
715845,1,410,314,128,11080,4,6,0,
716817,1,394,196,133,2493,2,6,0,
717852,1,351,260,100,3360,3,6,0,
720489,1,281,207,85,3087,4,6,0,
724174,1,310,230,115,5960,4,6,0,
734994,1,306,226,118,5840,4,7,0,
737449,1,302,135,174,2700,3,6,0,
737721,1,352,260,149,10707,4,7,0,
737725,1,351,260,151,10673,4,7,0,
738995,1,345,259,114,7480,4,7,0,
739224,1,407,253,144,3920,3,7,0,
739294,1,251,201,137,2193,3,7,0,
739720,1,278,213,99,1747,4,7,0,
740582,1,351,263,149,10953,4,7,0,
740702,1,390,304,158,2487,3,6,0,
747176,1,305,162,177,2520,3,6,0,
747554,1,309,172,166,2953,3,6,0,
747686,1,356,260,116,8440,4,6,0,
751132,1,293,189,290,8420,4,6,0,
756481,1,362,261,69,4420,4,7,0,
759903,1,351,261,115,7893,4,6,0,
760390,1,305,233,120,6053,4,6,0,
761237,1,279,209,84,3400,4,6,0,
761301,1,385,283,159,6680,3,6,0,
761450,1,334,256,106,3320,3,6,0,
764806,1,457,303,116,11620,4,6,0,
767140,1,334,264,280,6100,3,6,0,
768175,1,303,226,156,3680,3,6,0,
769982,1,322,152,188,5940,3,6,0,
772224,1,333,241,174,5427,3,6,0,
772900,1,331,251,110,3387,3,6,0,
779840,1,312,236,178,9680,4,6,0,
783060,1,305,253,206,2880,3,6,0,
783798,1,339,174,165,6407,4,6,0,
789416,1,399,294,114,1080,2,6,0,
789452,1,275,210,278,11193,4,8,0,
790926,1,309,231,228,11713,4,7,0,
796653,1,328,243,131,7420,4,7,0,
