1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
601571,1,462,304,115,12100,4,6,0,
700282,1,301,276,204,5413,3,6,0,
700363,1,306,231,115,5720,4,6,0,
700391,1,348,262,154,10907,4,7,0,
702261,1,309,238,127,6067,4,6,0,
703205,1,388,254,220,11920,4,6,0,
704025,1,290,170,286,9707,3,6,0,
704027,1,290,172,285,9787,3,6,0,
704044,1,290,172,288,9793,3,6,0,
704049,1,290,172,288,9767,4,6,0,
704256,1,367,272,71,3040,4,7,0,
704480,1,567,249,277,4733,2,6,0,
704603,1,387,195,205,2253,3,6,0,
704757,2,501,267,192,10107,3,6,0,
704768,6,443,261,219,6340,3,6,0,
704969,2,289,267,200,2640,3,6,0,
705039,1,365,227,191,5767,3,6,0,
705218,1,348,259,149,9953,4,6,0,
708124,1,382,328,259,8800,4,6,0,
708192,1,306,130,176,2020,3,6,0,
708194,1,303,131,173,2687,3,6,0,
708198,1,303,131,174,2847,3,6,0,
709555,1,283,134,120,2800,4,7,0,
718245,1,287,284,193,8607,4,8,0,
721355,1,399,281,225,12640,4,6,0,
722105,6,447,262,217,6393,3,6,0,
722822,6,447,269,215,7847,3,6,0,
723015,1,498,383,186,4820,3,6,0,
723768,1,280,206,83,3420,4,6,0,
725337,1,412,307,120,10900,4,6,0,
728652,1,327,242,132,7320,4,7,0,
731574,1,497,242,197,8113,4,6,0,
732527,1,309,229,117,5813,4,7,0,
733658,1,367,281,173,13133,4,6,0,
733729,1,309,237,173,9667,4,6,0,
737267,1,349,258,150,10653,4,7,0,
737721,1,352,260,149,10707,4,7,0,
738779,1,275,203,101,4287,4,7,0,
738783,1,280,205,105,4340,4,7,0,
738980,1,349,260,115,7520,4,7,0,
738985,1,350,261,115,7480,4,7,0,
738995,1,345,259,114,7480,4,7,0,
739022,1,415,272,209,16893,4,7,0,
739136,1,410,270,104,8413,4,7,0,
739163,1,325,242,131,7427,4,7,0,
740713,1,308,232,116,6213,4,6,0,
740751,1,311,218,168,8760,4,6,0,
740757,1,307,231,113,6160,4,6,0,
743757,1,287,139,119,2800,4,7,0,
743805,1,404,130,186,3340,3,6,0,
744565,2,371,335,168,2513,3,6,0,
744924,1,301,243,259,11507,4,6,0,
745694,1,506,242,199,7387,4,6,0,
745861,1,406,135,193,3420,3,6,0,
746430,2,345,261,132,8227,4,7,0,
747090,1,500,308,200,8267,3,6,0,
747093,2,507,304,201,8300,3,6,0,
747686,1,356,260,116,8440,4,6,0,
749059,1,326,239,130,7420,4,7,0,
750103,1,502,306,252,19800,4,6,0,
750419,1,395,196,129,2500,3,6,0,
750826,1,347,223,151,3313,3,6,0,
752710,1,347,225,157,3320,3,6,0,
755655,1,506,240,199,7467,3,6,0,
755724,1,305,230,117,5853,4,7,0,
755956,1,404,137,189,3340,3,6,0,
755958,1,403,133,197,3433,3,6,0,
759824,1,334,250,173,13020,4,6,0,
760140,1,438,220,198,10960,4,6,0,
760192,1,293,168,290,8120,4,6,0,
761067,8,412,307,121,10900,4,6,0,
761073,5,410,308,121,11180,4,6,0,
761332,1,322,248,120,8380,4,6,0,
761695,1,304,226,115,5960,4,6,0,
761780,1,425,314,132,2853,3,6,0,
762669,1,416,275,153,13000,4,6,0,
763520,1,425,323,134,2860,3,6,0,
763545,1,400,204,178,11680,4,7,0,
763558,1,308,178,142,6120,3,7,0,
763559,1,296,180,144,6260,3,7,0,
764501,6,447,261,217,7853,3,6,0,
765416,1,293,191,289,8400,4,6,0,
767590,2,307,231,113,5820,4,6,0,
769439,1,284,210,89,1707,4,7,0,
769927,1,253,176,181,2560,3,6,0,
770122,1,421,195,236,5680,3,6,0,
770973,1,337,177,163,6400,4,6,0,
774142,1,393,195,133,2520,3,6,0,
774627,1,306,227,115,5840,4,6,0,
778790,1,479,239,118,4880,3,6,0,
779650,1,252,183,125,2000,3,6,0,
780134,1,598,345,208,10627,3,6,0,
783009,1,429,214,86,3960,4,7,0,
785224,1,311,229,116,5860,4,7,0,
785593,1,313,209,94,4207,4,7,0,
787557,1,351,258,69,4273,4,7,0,
788720,1,353,260,89,6207,4,7,0,
789812,1,402,251,292,5520,3,6,0,
790202,1,306,230,114,6040,4,6,0,
792125,1,309,225,116,5853,4,6,0,
793270,1,407,253,290,5500,3,6,0,
793592,1,459,396,163,4467,3,6,0,
796664,1,308,256,205,3113,3,6,0,
