1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600595,1,457,302,115,12333,4,7,0,
603416,1,307,229,115,6053,4,6,0,
603417,1,309,232,121,5920,4,6,0,
603418,1,309,227,113,5860,4,6,0,
700125,1,414,273,80,7020,4,7,0,
700352,1,307,228,115,5827,4,6,0,
700404,1,311,229,226,11900,4,6,0,
700734,1,317,168,242,4747,3,7,0,
700885,1,285,215,228,9300,4,6,0,
701080,1,305,227,117,5960,4,6,0,
701172,1,356,262,158,12227,4,6,0,
701728,1,507,207,199,6280,3,6,0,
704016,1,306,225,231,11713,4,7,0,
704024,1,308,230,227,11627,4,7,0,
704043,1,371,271,71,2820,4,7,0,
704044,1,290,172,288,9793,3,6,0,
704801,1,387,192,205,2213,3,6,0,
704948,1,309,243,334,9413,3,6,0,
705430,1,348,259,115,7387,4,7,0,
705448,1,348,259,115,7507,4,7,0,
705451,1,348,259,115,7573,4,7,0,
705459,1,348,259,115,7520,4,7,0,
706248,1,400,180,224,4280,3,6,0,
707902,1,333,191,195,2420,2,6,0,
708175,1,306,133,171,3740,3,6,0,
708194,1,303,131,173,2687,3,6,0,
708260,1,303,134,173,2620,3,6,0,
708263,1,305,132,173,2733,3,6,0,
708680,1,296,173,283,8667,4,6,0,
708781,1,432,214,88,3960,3,7,0,
709172,1,374,303,110,1053,2,6,0,
710584,1,350,261,151,10860,4,7,0,
712016,1,435,213,90,3980,3,7,0,
712063,1,396,202,179,11580,4,7,0,
713749,1,309,228,115,5760,4,6,0,
714006,1,202,135,192,2000,3,7,0,
716265,1,347,260,114,7320,4,7,0,
718245,1,287,284,193,8607,4,8,0,
718855,1,309,227,117,5933,4,6,0,
719522,1,286,213,209,8920,4,8,0,
720063,1,309,231,117,5840,4,6,0,
720141,1,205,143,140,1600,2,4,0,
722878,1,309,230,117,5780,4,6,0,
723018,1,242,138,150,1080,3,6,0,
723620,1,354,264,110,8380,4,6,0,
724016,1,202,133,195,2000,3,7,0,
727593,1,394,236,218,5833,3,6,0,
728652,1,327,242,132,7320,4,7,0,
729919,1,352,261,117,7687,4,7,0,
729925,1,355,262,116,7633,4,7,0,
729927,1,355,261,116,7573,4,7,0,
730745,1,300,198,112,620,2,6,0,
731408,1,279,209,148,5707,4,7,0,
731432,1,317,234,116,5973,4,7,0,
732348,1,239,224,90,2973,4,7,0,
732527,1,309,229,117,5813,4,7,0,
733148,1,306,230,115,5867,4,7,0,
733520,1,403,263,109,2300,1,6,0,
733718,1,289,223,136,6547,4,6,0,
733722,1,292,223,135,6573,4,6,0,
733724,1,287,225,137,6440,4,6,0,
733736,1,409,272,103,8307,4,6,0,
733740,1,410,273,104,8227,4,6,0,
733842,1,371,226,190,4567,3,6,0,
735873,1,348,261,120,7920,4,6,0,
736249,1,280,204,104,4140,4,7,0,
737114,1,457,302,115,12573,4,7,0,
737119,1,353,261,149,10847,4,7,0,
737146,1,333,222,186,10647,4,7,0,
737218,1,324,242,132,7693,4,7,0,
737988,1,349,262,115,7620,4,7,0,
737995,1,349,261,116,7487,4,7,0,
738987,1,347,259,111,7627,4,7,0,
738996,1,344,259,114,7527,4,7,0,
739008,1,347,260,115,7500,4,7,0,
739044,1,349,257,114,7587,4,7,0,
739197,1,253,211,135,1220,2,7,0,
739232,1,404,252,134,2120,3,7,0,
739294,1,251,201,137,2193,3,7,0,
739510,1,463,303,118,11427,4,7,0,
739528,1,373,199,209,11660,3,7,0,
740582,1,351,263,149,10953,4,7,0,
740589,1,349,259,114,8620,4,6,0,
740702,1,390,304,158,2487,3,6,0,
740703,1,490,330,157,3540,3,6,0,
740713,1,308,232,116,6213,4,6,0,
740714,1,306,230,114,6180,4,6,0,
740738,1,353,261,117,7780,4,7,0,
740754,1,307,224,165,8767,4,6,0,
741170,1,284,214,230,9120,4,6,0,
741824,1,291,194,284,8360,4,6,0,
743387,1,249,179,127,2047,3,7,0,
744565,1,371,335,168,2513,3,6,0,
744914,1,365,277,185,5340,3,6,0,
745004,1,385,201,288,3760,3,6,0,
745717,1,301,167,291,10320,4,6,0,
746265,1,205,151,185,2507,3,7,0,
746282,1,203,151,183,2493,3,7,0,
747083,1,503,303,199,8327,3,6,0,
747087,1,436,194,145,7807,4,6,0,
747090,1,500,308,200,8267,3,6,0,
747504,1,308,232,178,9060,4,6,0,
748877,1,246,121,151,1180,2,6,0,
749022,1,326,242,131,7280,4,7,0,
752576,1,482,240,90,1267,2,6,0,
754595,1,311,207,191,2327,2,6,0,
755961,1,404,136,195,3340,3,6,0,
756481,1,362,261,69,4420,4,7,0,
756512,1,310,230,117,5760,4,7,0,
757198,1,412,272,105,8287,4,6,0,
758869,1,245,121,152,1140,2,6,0,
760191,1,295,169,282,8207,4,6,0,
760192,1,293,168,290,8120,4,6,0,
760994,1,306,233,231,11960,4,6,0,
760995,1,302,233,237,12007,4,6,0,
761024,1,305,230,226,12013,4,6,0,
761126,1,307,229,117,5953,4,6,0,
761259,1,307,229,114,5780,4,6,0,
761751,1,440,245,158,6260,3,6,0,
761787,1,258,179,116,4393,4,6,0,
762671,1,275,189,372,6140,4,6,0,
762876,1,351,261,149,10840,4,7,0,
762973,1,309,229,116,6000,4,6,0,
763540,1,399,207,181,11607,4,7,0,
763550,1,304,177,145,6480,3,7,0,
763553,1,298,177,143,6440,3,7,0,
763560,1,308,180,141,6240,3,7,0,
764492,1,308,256,204,3107,3,6,0,
764568,1,304,206,193,2333,2,6,0,
764748,1,309,225,114,6180,4,6,0,
765044,1,357,233,186,11553,4,6,0,
765487,1,348,260,115,7500,4,7,0,
766174,1,349,263,130,8513,4,7,0,
766373,1,433,213,82,4013,4,7,0,
767590,1,307,231,113,5820,4,6,0,
767670,1,309,229,115,5840,4,6,0,
767727,1,308,229,116,5940,4,6,0,
767728,1,310,230,116,5900,4,6,0,
767734,1,310,230,116,5930,4,6,0,
767735,1,309,228,115,6007,4,6,0,
767737,1,308,228,116,5900,4,6,0,
767741,1,309,228,117,5920,4,6,0,
767746,1,310,229,115,6000,4,6,0,
769015,1,345,262,241,16127,4,6,0,
769175,1,349,260,114,7460,4,7,0,
769412,1,413,274,77,6420,4,6,0,
769728,1,422,196,234,5560,3,6,0,
769853,1,294,172,280,8220,4,6,0,
771636,1,535,222,80,887,2,6,0,
771903,1,352,260,121,8453,4,7,0,
774093,1,410,205,111,2700,3,6,0,
774645,1,306,229,114,5687,4,6,0,
774750,1,441,240,156,6127,2,6,0,
776717,1,324,242,130,7300,4,7,0,
777229,1,249,123,145,1120,3,6,0,
777763,1,306,253,206,2860,3,6,0,
779322,1,349,261,115,7520,4,7,0,
780240,1,247,149,175,2433,3,7,0,
781504,1,456,306,124,12233,4,6,0,
782716,1,406,255,289,6127,3,6,0,
783372,1,325,242,131,7400,4,7,0,
783798,1,339,174,165,6407,4,6,0,
784015,1,503,240,199,8120,4,6,0,
785728,1,593,280,207,10300,3,6,0,
786316,1,349,261,114,7480,4,7,0,
786735,1,353,261,89,6340,4,7,0,
787550,1,353,263,116,7440,4,7,0,
787738,1,354,259,88,6247,4,7,0,
788619,1,351,261,116,7573,4,7,0,
790142,1,596,279,208,10280,3,6,0,
790145,1,600,391,211,10727,3,6,0,
790926,1,309,231,228,11713,4,7,0,
792284,1,248,122,151,1180,3,6,0,
793592,1,459,396,163,4467,3,6,0,
794864,1,441,242,152,6107,3,6,0,
794870,1,366,231,200,4627,3,6,0,
795060,1,309,171,178,2527,3,6,0,
795875,1,311,224,85,4480,4,6,0,
797507,1,349,261,114,7367,4,7,0,
799483,1,343,259,114,7460,4,7,0,
799963,1,255,245,207,3187,3,6,0,
