1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
703205,1,388,254,220,11920,4,6,0,
704560,1,374,304,116,1120,1,6,0,
704796,1,325,235,166,3405,3,6,0,
704854,1,293,184,287,8580,4,6,0,
707776,1,339,189,189,2433,2,6,0,
707902,1,333,191,195,2420,2,6,0,
715009,1,490,258,240,7060,3,6,0,
727804,1,473,246,190,11527,4,6,0,
728652,1,327,242,132,7320,4,7,0,
733658,1,367,281,173,13133,4,6,0,
737218,1,324,242,132,7693,4,7,0,
739508,1,443,327,180,18567,4,7,0,
741181,1,256,196,194,6660,4,6,0,
743369,2,302,179,379,6220,3,6,0,
747080,1,507,305,199,8447,3,6,0,
747081,1,500,304,202,8313,4,6,0,
747083,1,503,303,199,8327,3,6,0,
747090,1,500,308,200,8267,3,6,0,
747093,1,507,304,201,8300,3,6,0,
750108,1,502,306,252,19800,4,6,0,
761453,1,346,261,104,3313,4,6,0,
761705,1,313,233,227,11840,4,6,0,
765790,1,293,171,283,8920,4,6,0,
769440,1,292,212,89,1740,4,7,0,
780141,1,595,345,211,10533,3,6,0,
783268,1,374,278,150,12060,4,6,0,
789285,1,369,255,205,3627,3,6,0,
