1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
601571,1,462,304,115,12100,4,6,0,
700309,1,386,193,205,2207,3,6,0,
700752,1,326,243,131,7280,4,7,0,
700986,1,350,260,109,8540,4,6,0,
703205,1,388,254,220,11920,4,6,0,
703307,1,381,185,172,4793,3,6,0,
703734,2,361,265,165,12400,4,6,0,
704002,1,309,228,229,11553,4,7,0,
704016,4,306,225,231,11713,4,7,0,
704024,4,308,230,227,11627,4,7,0,
704043,1,371,271,71,2820,4,7,0,
704044,1,290,172,288,9793,3,6,0,
704049,1,290,172,288,9767,4,6,0,
704053,1,370,275,71,3047,4,7,0,
704539,1,334,244,150,9320,4,6,0,
704740,1,290,189,289,9967,3,6,0,
704757,5,501,267,192,10107,3,6,0,
704768,5,443,261,219,6340,3,6,0,
704776,1,295,191,292,9940,3,6,0,
704880,1,455,279,286,4773,2,6,0,
704948,1,309,243,334,9413,3,6,0,
705013,1,375,275,168,13527,4,6,0,
705148,1,337,251,174,12833,4,6,0,
705156,1,337,249,173,12853,4,6,0,
705163,1,337,249,173,12800,4,6,0,
705370,1,401,204,136,9480,2,6,0,
705451,1,348,259,115,7573,4,7,0,
707290,2,440,326,133,13920,4,6,0,
707565,1,363,223,195,4967,3,6,0,
707681,1,347,258,172,12760,4,6,0,
707776,1,339,189,189,2433,2,6,0,
707785,1,343,191,191,2420,2,6,0,
708196,1,303,127,173,2827,3,6,0,
710333,1,386,195,205,2207,3,6,0,
712063,1,396,202,179,11580,4,7,0,
712818,1,307,230,228,11487,4,7,0,
712897,1,409,273,104,8320,4,7,0,
715381,1,248,180,128,2047,3,7,0,
715687,1,351,261,100,3467,3,6,0,
720050,1,329,246,181,9260,4,6,0,
722105,5,447,262,217,6393,3,6,0,
723622,1,354,263,114,8887,4,6,0,
725278,1,500,490,195,9340,3,6,0,
728923,1,336,269,104,3553,3,6,0,
732519,1,317,233,119,5947,4,7,0,
732799,1,352,260,164,11987,4,6,0,
733722,1,292,223,135,6573,4,6,0,
734588,1,311,231,112,5907,4,6,0,
736238,1,277,205,105,4120,4,7,0,
736961,1,394,194,203,2193,3,6,0,
737239,1,351,259,151,10707,4,7,0,
738855,1,357,263,79,4493,4,7,0,
738995,1,345,259,114,7480,4,7,0,
739022,1,415,272,209,16893,4,7,0,
739195,1,413,273,104,8327,4,7,0,
739232,1,404,252,134,2120,3,7,0,
739512,1,458,304,118,11400,4,7,0,
740752,1,349,253,183,2680,4,6,0,
746037,1,457,308,119,11920,4,7,0,
746430,5,345,261,132,8227,4,7,0,
747894,1,506,206,203,6447,3,6,0,
748207,1,305,209,191,2287,2,6,0,
748724,1,352,262,88,6240,4,7,0,
750103,1,502,306,252,19800,4,6,0,
750111,1,601,281,209,10440,3,6,0,
750776,1,351,264,100,3340,3,6,0,
752304,1,429,333,195,8867,3,6,0,
752320,1,425,315,203,9713,3,6,0,
755724,1,305,230,117,5853,4,7,0,
756382,1,351,259,132,8560,4,7,0,
757022,1,253,183,127,2020,3,6,0,
757265,1,414,271,104,8320,4,6,0,
759180,1,295,175,287,9700,4,6,0,
759782,1,320,243,193,11560,4,7,0,
761067,1,412,307,121,10900,4,6,0,
761191,1,309,229,116,5853,4,6,0,
761701,1,281,207,167,7100,4,6,0,
762742,1,460,303,117,12000,4,6,0,
762747,1,417,280,157,13073,4,6,0,
764075,1,231,133,214,1433,3,6,0,
764136,1,479,246,174,9100,3,6,0,
765043,1,358,233,189,11160,4,6,0,
765369,1,463,303,105,11180,4,6,0,
765943,1,333,253,105,3293,3,6,0,
766241,1,273,203,105,4207,4,7,0,
767670,1,309,229,115,5840,4,6,0,
767725,1,258,175,114,3520,4,6,0,
767734,1,310,230,116,5930,4,6,0,
767742,1,308,228,117,5953,4,6,0,
769982,1,322,152,188,5940,3,6,0,
773849,1,401,274,201,5460,4,6,0,
776661,1,459,262,220,6487,3,6,0,
780134,1,598,345,208,10627,3,6,0,
782723,2,348,259,90,6287,4,7,0,
785593,1,313,209,94,4207,4,7,0,
786442,3,313,208,112,5147,4,7,0,
786735,1,353,261,89,6340,4,7,0,
787172,1,401,136,192,3347,3,6,0,
787240,1,282,206,78,3393,4,7,0,
787729,1,352,260,87,6253,4,7,0,
787732,1,352,260,86,6307,4,7,0,
787738,1,354,259,88,6247,4,7,0,
788268,1,253,184,128,2067,3,6,0,
788720,1,353,260,89,6207,4,7,0,
789443,1,302,252,211,3033,3,6,0,
789728,1,437,181,165,1333,2,6,0,
790109,1,294,167,286,10180,4,6,0,
790439,1,327,207,124,6993,3,3,0,
794818,1,405,131,188,3380,3,6,0,
794985,5,449,268,218,6220,3,6,0,
