1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600595,1,457,302,115,12333,4,7,0,
600598,1,455,303,115,12273,4,7,0,
601571,1,462,304,115,12100,4,6,0,
701146,1,414,308,121,11033,4,6,0,
701857,1,316,256,210,3500,2,6,0,
703205,1,388,254,220,11920,4,6,0,
703307,1,381,185,172,4793,3,6,0,
703342,1,288,217,133,6620,4,6,0,
703718,1,378,246,146,7933,4,6,0,
704014,1,307,226,231,11680,4,7,0,
704016,2,306,225,231,11713,4,7,0,
704040,1,491,295,315,6320,2,6,0,
704049,1,290,172,288,9767,4,6,0,
704051,1,371,271,71,3087,4,7,0,
704078,1,459,305,115,11613,4,7,0,
704128,1,388,243,144,7433,3,6,0,
704329,1,290,234,223,6253,4,6,0,
704415,1,419,265,329,5460,3,6,0,
704560,1,374,304,116,1120,1,6,0,
704589,1,306,205,192,1907,2,6,0,
704739,1,288,191,291,10047,3,6,0,
704760,1,341,268,281,7320,3,6,0,
704763,1,421,270,327,5480,3,6,0,
704798,1,391,196,207,2480,3,6,0,
704859,1,457,279,290,4767,2,6,0,
704880,1,455,279,286,4773,2,6,0,
704945,1,369,229,188,4573,2,6,0,
704948,1,309,243,334,9413,3,6,0,
705002,1,300,221,132,2840,2,6,0,
705154,1,337,249,173,12693,4,6,0,
705451,1,348,259,115,7573,4,7,0,
705482,1,349,261,228,15520,4,7,0,
705564,1,410,308,121,10940,4,6,0,
705900,1,295,172,287,9840,4,6,0,
705911,1,293,173,285,9853,4,6,0,
705913,1,303,184,194,3840,3,6,0,
706155,1,394,202,177,11580,3,7,0,
707258,1,330,246,122,8120,4,6,0,
707290,1,440,326,133,13920,4,6,0,
707695,1,309,229,151,8680,4,6,0,
707700,1,204,186,112,1933,3,6,0,
707776,1,339,189,189,2433,2,6,0,
707917,1,277,205,105,4133,4,7,0,
708124,1,382,328,259,8800,4,6,0,
708183,1,304,131,177,2447,3,6,0,
708263,1,305,132,173,2733,3,6,0,
708567,1,357,259,168,12460,4,6,0,
713977,1,215,150,197,1940,3,7,0,
714798,1,277,147,195,2480,3,6,0,
715009,1,490,258,240,7060,3,6,0,
716817,1,394,196,133,2493,2,6,0,
717883,2,279,207,85,3560,4,6,0,
718186,1,357,263,168,12400,4,6,0,
720050,1,329,246,181,9260,4,6,0,
721355,1,399,281,225,12640,4,6,0,
721930,1,429,188,159,1300,1,6,0,
722022,1,440,219,196,11007,4,6,0,
722260,1,399,208,176,11447,4,7,0,
722261,1,399,205,178,11576,4,7,0,
723017,1,573,256,185,3067,2,6,0,
723018,1,242,138,150,1080,3,6,0,
723159,1,415,307,120,12053,4,6,0,
723510,1,367,219,195,5840,3,6,0,
724174,1,310,230,115,5960,4,6,0,
724280,1,314,231,114,6240,4,7,0,
724311,1,310,230,114,6047,4,7,0,
726941,1,310,230,114,5940,4,6,0,
727973,1,304,245,190,9920,4,7,0,
729650,1,308,228,118,5640,4,6,0,
729921,1,354,259,117,7547,4,7,0,
730745,1,300,198,112,620,2,6,0,
731308,1,245,151,142,1720,3,7,0,
731999,1,277,207,86,3547,4,6,0,
733153,1,305,229,115,5900,4,7,0,
733520,1,403,263,109,2300,1,6,0,
733722,1,292,223,135,6573,4,6,0,
733729,1,309,237,173,9667,4,6,0,
733733,1,410,274,101,8300,4,6,0,
733736,1,409,272,103,8307,4,6,0,
734957,1,303,226,114,5960,4,6,0,
736672,1,462,301,114,12227,4,7,0,
736854,1,308,231,115,5987,4,6,0,
737721,1,352,260,149,10707,4,7,0,
738197,1,307,209,193,2260,2,6,0,
738525,1,252,144,178,2160,2,7,0,
738774,1,279,205,104,4200,4,7,0,
738943,1,367,280,150,11740,4,6,0,
738986,1,346,259,113,7527,4,7,0,
738996,1,344,259,114,7527,4,7,0,
739000,1,351,261,115,7460,4,7,0,
739054,1,346,262,114,7593,4,7,0,
739124,1,419,275,105,8333,4,7,0,
739294,1,251,201,137,2193,3,7,0,
739364,1,309,230,116,5913,4,7,0,
739367,1,307,229,115,5833,4,7,0,
739528,1,373,199,209,11660,3,7,0,
739912,1,345,256,119,8180,4,6,0,
740616,1,326,244,158,8780,4,6,0,
740713,1,308,232,116,6213,4,6,0,
741824,1,291,194,284,8360,4,6,0,
742102,1,262,179,112,3733,3,6,0,
743269,1,361,187,214,5920,3,6,0,
743452,1,281,205,105,4180,4,7,0,
746282,1,203,151,183,2493,3,7,0,
746286,1,367,199,133,5933,3,6,0,
747086,1,505,202,200,8060,3,6,0,
747391,1,367,201,134,6033,3,7,0,
747678,1,294,194,283,10173,3,6,0,
748648,1,275,203,105,4187,4,7,0,
748877,1,246,121,151,1180,2,6,0,
750103,1,502,306,252,19800,4,6,0,
750108,1,502,306,252,19800,4,6,0,
750676,1,303,225,115,5827,4,7,0,
751132,1,293,189,290,8420,4,6,0,
752304,1,429,333,195,8867,3,6,0,
752427,1,310,227,115,5873,4,6,0,
752922,1,236,130,218,1367,2,6,0,
753577,1,347,305,207,3707,3,6,0,
753689,1,461,182,183,6093,3,6,0,
756584,1,504,298,302,6140,3,6,0,
757198,1,412,272,105,8287,4,6,0,
758233,1,281,205,85,3413,4,6,0,
759662,1,397,289,82,870,2,6,0,
760390,1,305,233,120,6053,4,6,0,
761067,2,412,307,121,10900,4,6,0,
761073,1,410,308,121,11180,4,6,0,
761126,1,307,229,117,5953,4,6,0,
761237,1,279,209,84,3400,4,6,0,
761259,1,307,229,114,5780,4,6,0,
761275,1,305,227,115,5920,4,7,0,
761666,1,307,230,231,11600,4,6,0,
761701,1,281,207,167,7100,4,6,0,
761702,1,416,312,240,22720,4,6,0,
