1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
601032,1,464,301,115,12333,4,7,0,
700381,1,307,243,333,10900,3,6,0,
700391,1,348,262,154,10907,4,7,0,
700986,1,350,260,109,8540,4,6,0,
702918,1,410,305,120,10740,4,6,0,
703307,1,381,185,172,4793,3,6,0,
703334,1,307,231,113,5640,4,6,0,
704027,1,290,172,285,9787,3,6,0,
704053,1,370,275,71,3047,4,7,0,
704256,1,367,272,71,3040,4,7,0,
704589,1,306,205,192,1907,2,6,0,
704603,1,387,195,205,2253,3,6,0,
704768,1,443,261,219,6340,3,6,0,
704798,1,391,196,207,2480,3,6,0,
704801,1,387,192,205,2213,3,6,0,
704805,1,394,196,203,2200,3,6,0,
704948,1,309,243,334,9413,3,6,0,
705082,1,448,330,198,16420,4,6,0,
705423,1,348,259,115,7533,4,7,0,
705900,1,295,172,287,9840,4,6,0,
706364,1,349,263,98,3260,3,6,0,
706636,1,414,308,120,10833,4,6,0,
707564,1,317,167,243,5447,3,6,0,
707785,1,343,191,191,2420,2,6,0,
708129,1,455,320,247,8827,4,6,0,
708186,1,395,185,175,5520,3,6,0,
708188,1,399,191,171,5360,3,6,0,
708198,1,303,131,174,2847,3,6,0,
709172,1,374,303,110,1053,2,6,0,
710301,1,309,228,117,5780,4,6,0,
710303,1,309,229,118,5833,4,6,0,
710713,1,502,388,195,5980,3,7,0,
711079,1,308,228,114,5940,4,6,0,
711759,1,264,176,113,2347,3,7,0,
712748,1,338,224,88,4960,4,6,0,
713413,1,283,211,73,3327,4,6,0,
713677,1,481,330,163,3840,3,6,0,
714006,1,202,135,192,2000,3,7,0,
714643,1,306,228,117,5873,4,6,0,
714798,1,277,147,195,2480,3,6,0,
715009,1,490,258,240,7060,3,6,0,
715384,1,252,181,127,2027,3,7,0,
715845,1,410,314,128,11080,4,6,0,
717582,1,247,196,145,1167,3,7,0,
717883,1,279,207,85,3560,4,6,0,
718855,1,309,227,117,5933,4,6,0,
719633,1,441,261,220,7847,3,6,0,
720050,1,329,246,181,9260,4,6,0,
720296,1,325,251,101,4560,4,6,0,
720489,1,281,207,85,3087,4,6,0,
722049,1,433,189,158,1320,1,6,0,
722549,1,353,261,164,12187,4,6,0,
723018,1,242,138,150,1080,3,6,0,
724384,1,254,243,207,2460,3,6,0,
725278,1,500,490,195,9340,3,6,0,
728473,1,433,189,161,1220,1,6,0,
731023,1,257,175,96,2920,4,7,0,
733312,1,336,250,113,5460,4,7,0,
