1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
600591,1,463,303,115,12340,4,7,0,
601032,1,464,301,115,12333,4,7,0,
700771,1,323,238,130,7300,4,7,0,
700859,1,331,250,107,3333,3,6,0,
701080,1,305,227,117,5960,4,6,0,
703675,1,304,137,175,2380,3,6,0,
704020,1,415,305,159,15287,4,7,0,
704044,1,290,172,288,9793,3,6,0,
704049,1,290,172,288,9767,4,6,0,
704097,1,365,271,76,2980,4,6,0,
704329,1,290,234,223,6253,4,6,0,
704584,1,306,205,192,1860,2,6,0,
704586,1,306,205,192,1907,2,6,0,
704587,1,306,205,192,2047,2,6,0,
704776,1,295,191,292,9940,3,6,0,
705448,1,348,259,115,7507,4,7,0,
705900,1,295,172,287,9840,4,6,0,
707700,1,204,186,112,1933,3,6,0,
708107,1,506,322,122,14280,4,6,0,
708186,1,395,185,175,5520,3,6,0,
708260,1,303,134,173,2620,3,6,0,
708263,1,305,132,173,2733,3,6,0,
712817,1,305,226,234,11533,4,7,0,
714146,1,292,221,134,6540,4,6,0,
714779,1,311,204,191,1800,2,6,0,
714798,1,277,147,195,2480,3,6,0,
716177,1,278,204,85,3520,4,6,0,
716873,1,365,260,115,8687,4,6,0,
717596,1,249,195,144,1033,3,7,0,
718199,1,311,210,192,2373,2,6,0,
718855,1,309,227,117,5933,4,6,0,
721998,1,441,261,221,6387,3,6,0,
722105,1,447,262,217,6393,3,6,0,
724174,1,310,230,115,5960,4,6,0,
729927,1,355,261,116,7573,4,7,0,
731307,1,245,147,141,1760,3,7,0,
731574,1,497,242,197,8113,4,6,0,
731999,1,277,207,86,3547,4,6,0,
733153,1,305,229,115,5900,4,7,0,
733744,1,410,272,105,8220,4,6,0,
734965,1,323,243,90,4607,4,6,0,
736672,1,462,301,114,12227,4,7,0,
738197,1,307,209,193,2260,2,6,0,
738779,1,275,203,101,4287,4,7,0,
739528,1,373,199,209,11660,3,7,0,
740715,1,412,281,104,8540,4,7,0,
740923,1,457,240,159,5447,3,6,0,
741170,1,284,214,230,9120,4,6,0,
741175,1,245,184,214,6487,4,6,0,
741824,1,291,194,284,8360,4,6,0,
743805,1,404,130,186,3340,3,6,0,
744076,1,394,241,217,5800,3,6,0,
747083,1,503,303,199,8327,3,6,0,
748724,1,352,262,88,6240,4,7,0,
750108,1,502,306,252,19800,4,6,0,
750676,1,303,225,115,5827,4,7,0,
753571,1,308,255,208,2360,3,6,0,
755956,1,404,137,189,3340,3,6,0,
758689,1,328,241,131,7260,4,7,0,
759064,1,355,263,111,8540,4,6,0,
760192,1,293,168,290,8120,4,6,0,
761039,1,282,208,84,3400,4,6,0,
761233,1,304,229,114,5810,4,6,0,
761235,1,309,229,227,11820,4,6,0,
761651,1,326,247,90,4580,4,6,0,
762108,1,306,231,228,11907,4,6,0,
762366,1,301,232,226,12680,4,6,0,
764568,1,304,206,193,2333,2,6,0,
765092,1,461,304,104,11000,4,6,0,
765841,1,348,260,234,15920,4,6,0,
765941,1,330,249,105,3400,3,6,0,
765942,1,329,247,106,3387,3,6,0,
765943,1,333,253,105,3293,3,6,0,
765975,1,324,248,106,3720,3,6,0,
766237,1,305,245,249,5973,3,6,0,
766548,1,242,151,142,1740,3,7,0,
767725,1,258,175,114,3520,4,6,0,
767737,1,308,228,116,5900,4,6,0,
767738,1,281,205,86,3413,4,6,0,
767744,1,280,208,86,3380,4,6,0,
768175,1,303,226,156,3680,3,6,0,
769856,1,404,137,191,3233,3,6,0,
769927,1,253,176,181,2560,3,6,0,
770122,1,421,195,236,5680,3,6,0,
770211,1,350,264,137,8740,4,7,0,
772224,1,333,241,174,5427,3,6,0,
780146,1,308,171,165,2820,3,6,0,
787729,1,352,260,87,6253,4,7,0,
788688,1,325,239,130,7247,4,7,0,
788720,1,353,260,89,6207,4,7,0,
789443,1,302,252,211,3033,3,6,0,
791324,1,309,225,111,5900,4,6,0,
792088,1,276,202,104,4573,4,7,0,
