1
SKU,Quantity,Length,Width,Height,Weight,Strength,Aisle,Caustic
700202,1,294,220,192,7253,4,6,0,
700309,1,386,193,205,2207,3,6,0,
703269,1,386,254,67,4240,4,7,0,
703673,1,301,128,178,2320,3,6,0,
704025,1,290,170,286,9707,3,6,0,
704027,1,290,172,285,9787,3,6,0,
704028,1,293,170,283,9773,3,6,0,
704053,1,370,275,71,3047,4,7,0,
704076,1,461,307,115,11673,4,7,0,
704584,1,306,205,192,1860,2,6,0,
704945,1,369,229,188,4573,2,6,0,
704965,1,438,332,222,5200,3,6,0,
705218,1,348,259,149,9953,4,6,0,
705450,1,348,259,115,7527,4,7,0,
708176,1,304,131,174,2300,3,6,0,
708183,1,304,131,177,2447,3,6,0,
708278,1,300,134,176,2560,3,6,0,
708567,1,357,259,168,12460,4,6,0,
709555,1,283,134,120,2800,4,7,0,
712912,1,354,260,112,8740,4,6,0,
714006,1,202,135,192,2000,3,7,0,
714512,1,350,258,66,4333,4,7,0,
714699,1,279,147,196,2507,3,6,0,
714798,1,277,147,195,2480,3,6,0,
715845,1,410,314,128,11080,4,6,0,
716728,1,205,193,179,2720,3,6,0,
718245,1,287,284,193,8607,4,8,0,
719620,1,286,214,206,8960,4,8,0,
722260,1,399,208,176,11447,4,7,0,
723017,1,573,256,185,3067,2,6,0,
723030,1,330,244,126,8800,4,6,0,
723620,1,354,264,110,8380,4,6,0,
724280,2,314,231,114,6240,4,7,0,
724284,1,311,231,114,6173,3,6,0,
724311,1,310,230,114,6047,4,7,0,
726439,1,351,259,110,8500,4,6,0,
726985,1,324,248,123,8360,4,6,0,
728167,1,329,243,132,7433,4,7,0,
729919,1,352,261,117,7687,4,7,0,
729921,1,354,259,117,7547,4,7,0,
731408,1,279,209,148,5707,4,7,0,
731999,1,277,207,86,3547,4,6,0,
733145,1,305,229,115,5840,4,7,0,
733147,1,302,228,115,5913,4,7,0,
733302,1,307,229,116,5840,4,7,0,
735863,1,310,227,116,6113,4,6,0,
736961,1,394,194,203,2193,3,6,0,
737725,1,351,260,151,10673,4,7,0,
737988,1,349,262,115,7620,4,7,0,
738985,1,350,261,115,7480,4,7,0,
739044,1,349,257,114,7587,4,7,0,
740752,1,349,253,183,2680,4,6,0,
740757,1,307,231,113,6160,4,6,0,
744565,1,371,335,168,2513,3,6,0,
744954,1,308,228,115,6100,4,7,0,
746322,1,352,259,68,4300,4,7,0,
746557,1,255,148,172,2200,2,7,0,
747090,1,500,308,200,8267,3,6,0,
749022,1,326,242,131,7280,4,7,0,
750419,1,395,196,129,2500,3,6,0,
751518,1,462,303,115,12407,4,7,0,
752230,1,433,189,161,1333,1,6,0,
752922,1,236,130,218,1367,2,6,0,
754230,1,494,236,266,11020,4,6,0,
760779,1,348,262,98,3300,3,6,0,
761198,1,282,206,84,3520,4,6,0,
761205,1,342,229,143,3607,3,6,0,
762125,1,274,203,84,3540,4,6,0,
763552,1,301,175,144,6480,3,7,0,
764825,1,309,229,117,5780,4,6,0,
765033,1,368,274,153,11780,4,6,0,
766369,1,259,240,206,2480,3,6,0,
767734,1,310,230,116,5930,4,6,0,
768211,1,500,303,198,8313,4,6,0,
769790,1,326,316,266,6060,3,6,0,
769853,1,294,172,280,8220,4,6,0,
771903,1,352,260,121,8453,4,7,0,
783060,1,305,253,206,2880,3,6,0,
783128,1,442,186,162,1280,2,6,0,
783268,1,374,278,150,12060,4,6,0,
784919,1,345,257,121,8100,4,7,0,
784992,1,306,226,118,5840,4,7,0,
787729,1,352,260,87,6253,4,7,0,
789728,1,437,181,165,1333,2,6,0,
790145,1,600,391,211,10727,3,6,0,
790275,1,351,260,114,7493,4,7,0,
792221,1,243,151,141,1733,3,7,0,
794864,1,441,242,152,6107,3,6,0,
794918,1,349,260,116,8133,4,7,0,
